term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
fermare,True,fermare,to stop,verb,to stop,"action,core",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; can be pronominal as 'fermarsi',Devo fermare la macchina.,I need to stop the car.,e51b3213bc934255bbf5f9d96fde16d03b76b0dcbb8989ef0b875458a44909a8,1224.0,f5a5a2280f9d3c2c3608cd7b8b93826bb140539f08f4284664bdf8814994a8b8,1464.0
fermando,False,fermare,to stop,verb,stopping,"action,core",,,,,gerund,,False,False,False,,,,,gerund form,Sto fermando il motore.,I am stopping the engine.,aac699999ad88538561c41c997b058d7e52cd3c9ce4f277d939c862cf69a2ece,1176.0,1c6a74d1a221e4673c95f21115d6634a75ff4b1cc2703e201cfe1189ed53235b,1560.0
fermato,False,fermare,to stop,verb,stopped,"action,core",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees when used adjectivally,L'ho fermato.,I stopped it.,90e827a7a60ac0ac334523980ddd95e4e9016e794651ec3301125f73770ff451,1152.0,ca6b5af24889ee4b040176146ac99b534b927db545b0bb04329cce8a9f340fde,1512.0
fermata,False,fermare,to stop,verb,stopped,"action,core",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,L'ho fermata.,I stopped her/it.,90e827a7a60ac0ac334523980ddd95e4e9016e794651ec3301125f73770ff451,1152.0,7c0dba95b9a78ff04fef9d17e5b890d86ddf48dc0b27457165b4fb3b16671a1b,1536.0
fermati,False,fermare,to stop,verb,stopped,"action,core",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Li ho fermati.,I stopped them.,90e827a7a60ac0ac334523980ddd95e4e9016e794651ec3301125f73770ff451,1152.0,65256154225d4670823dba4e14bac60c88435613d6a632526b8fbc6a04d13393,1536.0
fermate,False,fermare,to stop,verb,stopped,"action,core",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Le ho fermate.,I stopped them.,90e827a7a60ac0ac334523980ddd95e4e9016e794651ec3301125f73770ff451,1152.0,5da9a122140e08a388940f2f6e213b154b02a2bb956511dc5af581682ab3aeaf,1488.0
fermo,False,fermare,to stop,verb,I stop,"action,core",,1s,,singular,indicative,present,False,False,False,,,,,,Io fermo l'auto.,I stop the car.,bc09050d97d90ed7d777e31921b30dd238929f1715ce3ae50fc99bb083262d4b,1224.0,80301a30597511e981f90cf01d94cc297b1c1f76ed80cb91130836cdaa81bf47,1368.0
fermi,False,fermare,to stop,verb,you stop,"action,core",,2s,,singular,indicative,present,False,False,False,,,,,,Tu fermi il cane.,You stop the dog.,2b84e8034b9aa3ad256697b83e8e94182e10c748c5888ededd6021d3bde2c107,1272.0,75ac13cd039ad5cfa734017bc8302c3a0837a921db80674cdd847791b98b43a8,1344.0
ferma,False,fermare,to stop,verb,he stops/she stops/you (formal) stop,"action,core",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui ferma il taxi.,He stops the taxi.,3de9df4438f9ccce2647745c3fa17158e6f7e9f55906c3ae98ccc1860e92cd0e,4704.0,6dd6017641cb508392989638d98b34b447f18a84d370943f698dd48e04ad4f52,1344.0
fermiamo,False,fermare,to stop,verb,we stop,"action,core",,1p,,plural,indicative,present,False,False,False,,,,,,Noi fermiamo la fila.,We stop the line.,b105acd2787bb68b78650ef574803f8b45726fbd9c91247e536981c4abc073b8,1272.0,e18abf93f34fe88b44fb9ab1fcfffcd3ff507a12cf009b77eba27b2977963536,1584.0
fermate,False,fermare,to stop,verb,you (plural) stop,"action,core",,2p,,plural,indicative,present,False,False,False,,,,,,Voi fermate il camion.,You stop the truck.,3251d136f4e1f061b4b2abf038a7858abfb8d9a52be28d57c89101c2594bd3a2,2448.0,5da9a122140e08a388940f2f6e213b154b02a2bb956511dc5af581682ab3aeaf,1488.0
fermanno,False,fermare,to stop,verb,they stop,"action,core",,3p,,plural,indicative,present,False,False,False,,,,,,Loro fermano il traffico.,They stop the traffic.,4c4be043ef55749a7890c7c5ae161e682d80fbf8614582b6200cb955773b24b5,1296.0,40edecb119eb4c7dfcd0dc61abcdbd2833d7efc3a5ce97fe0f74cdbfa60dfbc2,1560.0
fermavo,False,fermare,to stop,verb,I was stopping,"action,core",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io fermavo sempre qui.,I used to stop here.,00ffad3905a05f0a2699f887054853a4cd758478f329afa948a8a7f7ed514a5d,1464.0,464182d1368c02792dcece32f5b59c3183703e7336399ad2b88faa5b1b18b0ba,1512.0
fermavi,False,fermare,to stop,verb,you were stopping,"action,core",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu fermavi l'auto spesso.,You were stopping the car often.,78c06327618d6211407c2e6daaffcf3287cb5aeffab59244102d884089554338,1488.0,f208adfea127abfd7c501490d3e5e239141b3c9497db6dcd40819ab8735e285a,1488.0
fermava,False,fermare,to stop,verb,he was stopping/she was stopping/you (formal) were stopping,"action,core",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei fermava la macchina.,She was stopping the car.,c7a58ad6406a2132d5ddd5b475cfa25a1e5bfdacd118d4f0885165e20d6b25d9,5376.0,720eeb4e9c01d6a52554a4b1b2e627f7a32b2c5294dcf50f2055db04dd3dab71,1488.0
fermavamo,False,fermare,to stop,verb,we were stopping,"action,core",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi fermavamo la corsa.,We were stopping the run.,d87cadc3575c2c00bcfe35bfc1a0c1676699e1e7649edd157d03298de271ef60,1512.0,b407d4829978416d3ce8696403d6c97caf982943078d45584e7bd907ab7d55f0,1656.0
fermavate,False,fermare,to stop,verb,you (plural) were stopping,"action,core",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi fermavate il traffico.,You were stopping the traffic.,2b9512c5bd16057842ae2d0a920adac487e7d7f325c0fbf98982dcd133e4e6bc,2592.0,735115664450bb83c0442158b3248a6bc58381b969b2be755c24b4bda2d2861b,1656.0
