term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,pronunciation
andare,True,andare,to go,verb,to go,"core,verb,motion",,,,,non-finite,infinitive,False,False,False,,,,,base form; irregular in some tenses,Voglio andare al cinema.,I want to go to the cinema.,ahn-DAH-reh
andando,False,andare,to go,verb,going,"core,verb,motion",,,,,gerund,,False,False,False,,,,,gerund form,Sto andando a casa.,I am going home.,ahn-DAHN-doh
andato,False,andare,to go,verb,gone,"core,verb,motion",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",Sono andato ieri.,I went yesterday.,ahn-DAH-toh
andata,False,andare,to go,verb,gone,"core,verb,motion",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",Sono andata ieri.,I went yesterday.,ahn-DAH-tah
andati,False,andare,to go,verb,gone,"core,verb,motion",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",Siamo andati al mare.,We went to the sea.,ahn-DAH-tee
andate,False,andare,to go,verb,gone,"core,verb,motion",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, feminine plural",Siamo andate in montagna.,We went to the mountains.,ahn-DAH-teh
vado,False,andare,to go,verb,I go,"core,verb,motion",,1s,,singular,indicative,present,False,False,False,,,,,,Vado al lavoro.,I go to work.,VAH-doh
vai,False,andare,to go,verb,you go,"core,verb,motion",,2s,,singular,indicative,present,False,False,False,,,,,,Tu vai sempre in bicicletta.,You go by bike always.,VAHEE
va,False,andare,to go,verb,he goes/she goes/you (formal) go,"core,verb,motion",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui va domani.,He goes tomorrow.,VAH
andiamo,False,andare,to go,verb,we go,"core,verb,motion",,1p,,plural,indicative,present,False,False,False,,,,,,Noi andiamo insieme.,We go together.,ahn-DEEAH-moh
andate,False,andare,to go,verb,you (plural) go,"core,verb,motion",,2p,,plural,indicative,present,False,False,False,,,,,,Voi andate spesso al cinema.,You (plural) go to the cinema often.,ahn-DAH-teh
vanno,False,andare,to go,verb,they go,"core,verb,motion",,3p,,plural,indicative,present,False,False,False,,,,,,Loro vanno a scuola.,They go to school.,VAHN-noh
andavo,False,andare,to go,verb,I was going/I used to go,"core,verb,motion",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da bambino andavo al lago.,When I was a child I used to go to the lake.,ahn-DAH-voh
andavi,False,andare,to go,verb,you were going/you used to go,"core,verb,motion",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu andavi sempre in ritardo.,You were always late.,ahn-DAH-vee
andava,False,andare,to go,verb,he was going/she was going/you (formal) were going,"core,verb,motion",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei andava spesso al mercato.,She used to go to the market.,ahn-DAH-vah
andavamo,False,andare,to go,verb,we were going/we used to go,"core,verb,motion",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi andavamo insieme ogni estate.,We used to go together every summer.,ahn-dah-VAH-moh
andavate,False,andare,to go,verb,you (plural) were going/you (plural) used to go,"core,verb,motion",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi andavate sempre in vacanza.,You (plural) always used to go on holiday.,ahn-dah-VAH-teh
andavano,False,andare,to go,verb,they were going/they used to go,"core,verb,motion",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro andavano a scuola insieme.,They used to go to school together.,ahn-dah-VAH-noh
sono andato,False,andare,to go,verb,I have gone (masculine),"core,verb,motion",,1s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Sono andato al negozio.,I have gone to the shop.,SOH-noh ahn-DAH-toh
sono andata,False,andare,to go,verb,I have gone (feminine),"core,verb,motion",,1s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Sono andata al negozio.,I have gone to the shop.,SOH-noh ahn-DAH-tah
sei andato,False,andare,to go,verb,you have gone (masculine),"core,verb,motion",,2s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Sei andato al concerto?,Have you gone to the concert?,SEHEE ahn-DAH-toh
sei andata,False,andare,to go,verb,you have gone (feminine),"core,verb,motion",,2s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Sei andata al concerto?,Have you gone to the concert?,SEHEE ahn-DAH-tah
è andato,False,andare,to go,verb,he has gone/you (formal) have gone (masculine),"core,verb,motion",,3s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei'; past participle agrees in gender and number,È andato via presto.,He left early.,EH ahn-DAH-toh
è andata,False,andare,to go,verb,she has gone/you (formal) have gone (feminine),"core,verb,motion",,3s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei'; past participle agrees in gender and number,È andata a casa.,She went home.,EH ahn-DAH-tah
siamo andati,False,andare,to go,verb,we have gone (masculine plural),"core,verb,motion",,1p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Siamo andati al museo.,We have gone to the museum.,SEEAH-moh ahn-DAH-tee
siamo andate,False,andare,to go,verb,we have gone (feminine plural),"core,verb,motion",,1p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Siamo andate al museo.,We have gone to the museum.,SEEAH-moh ahn-DAH-teh
siete andati,False,andare,to go,verb,you (plural) have gone (masculine plural),"core,verb,motion",,2p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Siete andati al ristorante.,You (plural) have gone to the restaurant.,SEEEH-teh ahn-DAH-tee
siete andate,False,andare,to go,verb,you (plural) have gone (feminine plural),"core,verb,motion",,2p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Siete andate al ristorante.,You (plural) have gone to the restaurant.,SEEEH-teh ahn-DAH-teh
sono andati,False,andare,to go,verb,they have gone (masculine plural),"core,verb,motion",,3p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Sono andati via ieri.,They have gone away yesterday.,SOH-noh ahn-DAH-tee
sono andate,False,andare,to go,verb,they have gone (feminine plural),"core,verb,motion",,3p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender and number,Sono andate via ieri.,They have gone away yesterday.,SOH-noh ahn-DAH-teh
andai,False,andare,to go,verb,I went,"core,verb,motion",,1s,,singular,indicative,passato remoto,False,False,False,,,,,,Andai a Roma l'anno scorso.,I went to Rome last year.,AHN-dahee
andasti,False,andare,to go,verb,you went,"core,verb,motion",,2s,,singular,indicative,passato remoto,False,False,False,,,,,,Tu andasti al mercato.,You went to the market.,ahn-DAH-stee
andò,False,andare,to go,verb,he went/she went/you (formal) went,"core,verb,motion",,3s,,singular,indicative,passato remoto,False,False,False,,,,,also used as formal 'Lei',Lui andò via presto.,He went away early.,ahn-DOH
andammo,False,andare,to go,verb,we went,"core,verb,motion",,1p,,plural,indicative,passato remoto,False,False,False,,,,,,Andammo al concerto insieme.,We went to the concert together.,ahn-DAHM-moh
andaste,False,andare,to go,verb,you (plural) went,"core,verb,motion",,2p,,plural,indicative,passato remoto,False,False,False,,,,,,Voi andaste troppo lontano.,You (plural) went too far.,ahn-DAH-steh
andarono,False,andare,to go,verb,they went,"core,verb,motion",,3p,,plural,indicative,passato remoto,False,False,False,,,,,,Loro andarono in vacanza.,They went on holiday.,ahn-dah-ROH-noh
