term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
malcelare,True,malcelare,to barely conceal,verb,to barely conceal,"manner,action",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; used with auxiliary avere,Non voglio malcelare la verità.,I do not want to barely conceal the truth.,c06154819d6d991cbc296c2541a44d4d262a7eee380e6b2773030968532354e3,4b563285cf2b6a56db5f10d76e47727d518c5855a11fed9db5437bde48f6bb39,1752.0,1584.0
malcelando,False,malcelare,to barely conceal,verb,barely concealing,"manner,action",,,,,gerund,,False,False,False,,,,,gerund form,Sta malcelando le sue intenzioni.,He is barely concealing his intentions.,67a139053c5cef292daaa13313d92d1c0d6aa1b0d8c9d52170a96001f33d60af,73e8e3bccf1cd2c6b3a8c1cb5ed38450470741c88a0f6b51cfa4e3871aedca2c,1776.0,1704.0
malcelato,False,malcelare,to barely conceal,verb,barely concealed,"manner,action",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,Il malcontento è stato malcelato.,The discontent was barely concealed.,f71d52e13de632c525b2d2a697d721614a59f4d0a4602f90626de9abf92c0e19,3fa54664e6cda831ad741b922284e37d8e45d5e681d86f212572cdc18f63356d,1776.0,1656.0
malcelata,False,malcelare,to barely conceal,verb,barely concealed,"manner,action",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,La rabbia è stata malcelata.,The anger was barely concealed.,fbbc1e5e6fbd6da09ef9f3e94cbc7651a65225d01ea880039341ae6ab1933ff1,3fa54664e6cda831ad741b922284e37d8e45d5e681d86f212572cdc18f63356d,1776.0,1632.0
malcelati,False,malcelare,to barely conceal,verb,barely concealed,"manner,action",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,I fatti sono stati malcelati.,The facts were barely concealed.,13df493fd77e28b94d90402fb8871ae9b5856585e7fb291301f0b3e51d6b8d5b,3fa54664e6cda831ad741b922284e37d8e45d5e681d86f212572cdc18f63356d,1776.0,1656.0
malcelate,False,malcelare,to barely conceal,verb,barely concealed,"manner,action",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Le prove sono state malcelate.,The evidence was barely concealed.,4b9827191dc0573685aeabdeff833dd10c31a40f313ec96b20a99287a68312db,3fa54664e6cda831ad741b922284e37d8e45d5e681d86f212572cdc18f63356d,1776.0,1632.0
malcelo,False,malcelare,to barely conceal,verb,I barely conceal,"manner,action",,1s,,singular,indicative,present,False,False,False,,,,,,Io malcelo la mia delusione.,I barely conceal my disappointment.,20d52abf2ae68f4f4186df43cb7cf6a563dfa8b9a8f2a630994dfb856a949886,c0a5791eeb6dcb2b5ee9275eb54046dce2e11489c2ca78ddf0673b8bee719748,1752.0,1464.0
malceli,False,malcelare,to barely conceal,verb,you barely conceal,"manner,action",,2s,,singular,indicative,present,False,False,False,,,,,,Tu malceli la verità.,You barely conceal the truth.,96fb54bc409a21fbca1fc5f27902e2d6d01f66f5e0a2fcfa1692ff4a8e80d493,d69a65c7015c22a161b82a773501acb1d4106770c63044c01ba4776d5e7d4834,1800.0,1440.0
malcela,False,malcelare,to barely conceal,verb,he barely conceals/she barely conceals/you (formal) barely conceal,"manner,action",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lei malcela le sue intenzioni.,You barely conceal your intentions.,be457a256a9ceacfae9e484db43aeb5c4526450456641a5b30489f98c3b0ecc6,119ae41edcdd7342b8548abb0e78073e0f16ed0fb629ba006cd62a792ac751ff,6456.0,1440.0
malceliamo,False,malcelare,to barely conceal,verb,we barely conceal,"manner,action",,1p,,plural,indicative,present,False,False,False,,,,,,Noi malceliamo il disagio.,We barely conceal the discomfort.,fe1b18c9af38386058a8ab662f9e91831fec39c5985ba008464cbc34b46dc8d7,f5321edf56248abc4f101fc9b0ae7bfcddc2b4f136c8a72edbffb2347bc582d5,1800.0,1704.0
malcelate,False,malcelare,to barely conceal,verb,you (plural) barely conceal,"manner,action",,2p,,plural,indicative,present,False,False,False,,,,,,Voi malcelate il nervosismo.,You barely conceal the nervousness.,4b9827191dc0573685aeabdeff833dd10c31a40f313ec96b20a99287a68312db,bcdc403bf9e2473418efeab9a29a2e18e08ae2392e411771fb7005925a9c1e9d,2928.0,1632.0
malcelano,False,malcelare,to barely conceal,verb,they barely conceal,"manner,action",,3p,,plural,indicative,present,False,False,False,,,,,,Loro malcelano i dubbi.,They barely conceal the doubts.,6f40fdaae4331bf93924a426b2a7b57f7bc2d992b2e0b3f7df1f833246ef131f,85454ef6e4e914a7a194b2379fcf51e969dc4230a9fd3ab3c14c38e6125d9eb1,1824.0,1632.0
malcelavo,False,malcelare,to barely conceal,verb,I was barely concealing,"manner,action",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io malcelavo la paura.,I was barely concealing the fear.,10f292c9bca79a8f3468b9f832e0aea2f3349cbeacc133e3aa5631f9f3c54d97,734e796d34e3aac60eee0bf5b78e161772a897b76dd2693df3369a53bc75dff5,2016.0,1656.0
malcelavi,False,malcelare,to barely conceal,verb,you were barely concealing,"manner,action",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu malcelavi la tristezza.,You were barely concealing the sadness.,95a38c67065b6cad5ab41bc313a68be64621601cdc22a0343b6fdbad5b66ea5e,69da0cecb27eeef30a0f3aead15fcf01286d0dafa3d566b4de9b5b37e5a936d7,2040.0,1632.0
