term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
vestire,True,vestire,to dress,verb,to dress,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,regular -ire verb,Voglio vestire il bambino.,I want to dress the child.,a7a8d78aae16587697fcc72456b5260453dc330dbfa818cf0cdb79293d9191f7,20e10e365ed60ffdd7a5e01e0687438c97d68a39d1f8edd818bb303b5bae6918,1272.0,1464.0,veh-STEE-reh
vestendo,False,vestire,to dress,verb,dressing,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto vestendo mio figlio.,I am dressing my son.,fde1eb6985bcb365da8feaa511e42f3814781f1ccb90236b8cd413c764d62b8c,bb194a324862bce86e21c62cc68ef2f73ef09178dd6cfd511f3eb5c92ece074f,1152.0,1584.0,veh-STEHN-doh
vestito,False,vestire,to dress,verb,dressed,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,past participle,L'ho vestito in fretta.,I dressed him quickly.,8c72dc8accb954fd941ae5614946b20434567bfc04567789dda83ea9993c6bab,7c1f48501e985ba8af0ef49d13e1e58a5e71695a6aa8a077b8ba83287be59f38,1152.0,1536.0,veh-STEE-toh
vestita,False,vestire,to dress,verb,dressed,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,past participle,L'ho vestita in fretta.,I dressed her quickly.,cddedbe96c0cfddf995313dd727a97029a7142fd55882fffc970b5a740b8a45b,7c1f48501e985ba8af0ef49d13e1e58a5e71695a6aa8a077b8ba83287be59f38,1152.0,1536.0,veh-STEE-tah
vestiti,False,vestire,to dress,verb,dressed,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li ho vestiti ieri.,I dressed them yesterday.,3686024e86ccd9ab19cc14133552f96660eb5a20ea433dd7553cd39ffc567c7a,7c1f48501e985ba8af0ef49d13e1e58a5e71695a6aa8a077b8ba83287be59f38,1152.0,1512.0,veh-STEE-tee
vestite,False,vestire,to dress,verb,dressed,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le ho vestite stamattina.,I dressed them this morning.,ec07479fccfe2fbfa00be7234b0e1cd44820375d4b4bc1ec18c47c4fd172333b,7c1f48501e985ba8af0ef49d13e1e58a5e71695a6aa8a077b8ba83287be59f38,1152.0,1512.0,veh-STEE-teh
vesto,False,vestire,to dress,verb,I dress,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Vesto il bambino.,I dress the child.,5fd905f32b709705a966562d9c1d5db1cb36fb2de0ec038aa4a7b1ea31aa5b0e,7d717debf6f0b0ce9342d4e35af232c7afd0858b056948e5aa1e50c5336d9397,1272.0,1344.0,VEH-stoh
vesti,False,vestire,to dress,verb,you dress,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Vesti tua figlia.,You dress your daughter.,7ea1d57d94874ba0546fb474844e7e1376bada13cda35ed648210e36e1bd8026,7583baf104f432966029e5acf14ddb5bb07c6105a6e3f94cb78ce65dcd76445d,1296.0,1368.0,VEH-stee
veste,False,vestire,to dress,verb,he dresses/she dresses/you (formal) dress,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui veste elegante.,He dresses smartly.,f470eedf667a946ca975985be00200912fb525dfe943f1b50694ce6c458e484c,ee488460fb4a54384a9227b6efe95a18daf7d235e18f8dc3a8400211dbb7f00d,4824.0,1344.0,VEH-steh
vestiamo,False,vestire,to dress,verb,we dress,"Verbs & Actions,Clothing & Fashion,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Vestiamo in fretta.,We dress quickly.,76da885b429f6b329757cd5dadc2c42cbd5d48c5b8a1a78de24b4c1a985b56c5,a7255479b8e5f699bc8d4c8ffd4b98cdaad8d8966035ef42550342cd4deedcf0,1296.0,1560.0,veh-STYAH-moh
