term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
volere,True,volere,to want,verb,to want,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,modal verb; irregular present; used with auxiliary 'avere',Volere è potere.,Where there is a will there is a way.,55e74efe86d70b8870517ba5a60d01cc0e7a89d793e3352f190e973d17d169a8,967832e6b31d663cfd70dceb8cc4f5b4ce97baac4105a0fcc03ff8008fec14ac,1176.0,1320.0,voh-LEH-reh
volendo,False,volere,to want,verb,wanting,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Volendo possiamo partire ora.,If we want we can leave now.,5e11d0253f1ff12e1a6c1f08b04d15ec2d6091806d97298c5de518682bdea20b,089bb15589bb8609f3061e711a901c49bcce2a6f93bf5fc753bf83896d5b91f7,1128.0,1464.0,voh-LEHN-doh
voluto,False,volere,to want,verb,wanted,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,L'ho voluto.,I wanted it.,cebcd12c1cbb3c95b630cfc54c7332fc5bcf1f11af44eb9617aba1c26509de02,5e0759b95fa318031cda0b9c2a663f3dc1e6a279467eb10dfa7402c562ba54f7,1080.0,1392.0,voh-LOO-toh
voluta,False,volere,to want,verb,wanted,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,L'ho voluta.,I wanted it.,48baa0a4348345aa4703d454cffbad880e331e3ff7576c9bba349dad9b2a8b2e,5e0759b95fa318031cda0b9c2a663f3dc1e6a279467eb10dfa7402c562ba54f7,1080.0,1392.0,voh-LOO-tah
voluti,False,volere,to want,verb,wanted,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Li ho voluti.,I wanted them.,d93c47fc9f5f8e68c11585736b25b30e33f4251f396a79ae24946c4c8202b678,5e0759b95fa318031cda0b9c2a663f3dc1e6a279467eb10dfa7402c562ba54f7,1080.0,1392.0,voh-LOO-tee
volute,False,volere,to want,verb,wanted,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Le ho volute.,I wanted them.,afadc14d2a9bb0266e35e564d8671c20806f92489707cdc2efa353cf8f71c3d4,5e0759b95fa318031cda0b9c2a663f3dc1e6a279467eb10dfa7402c562ba54f7,1080.0,1368.0,voh-LOO-teh
voglio,False,volere,to want,verb,I want,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Voglio un caffè.,I want a coffee.,160cb8374c6554a53b49b02fa42253826848b6e5b4dffb11e69c29ca9c7cb2b9,d072a03c23cf8da528a02e96c44ade05d8d0e7bd392dddf22566bd35bfc4e3fa,1152.0,1296.0,VOH-lyyoh
vuoi,False,volere,to want,verb,you want,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Vuoi uscire?,Do you want to go out?,62d6e9d82b874ba4a3621bac6fa4adcf89146d58ac475727a6ef1a5aa4e45e23,b8a43d36ad0f03e56b83ea26e8f6d83e05f413d63974d08f5211a99981481997,1176.0,1176.0,VWOHEE
vuole,False,volere,to want,verb,he wants/she wants/you (formal) want,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Vuole un caffè?,Do you want a coffee?,7e6fd0263ad95af8426619cad8413db16d2be08b06087623023428ee0d9eda5a,ad6e393a4458a4af3b9fa68fa01306b018121fb0a1bfd2fbdc203fd3acb3e708,4344.0,1224.0,VWOH-leh
vogliamo,False,volere,to want,verb,we want,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Vogliamo vedere il film.,We want to see the movie.,f3041d27c4831d46887851930033a54b6484bc8198f0f17a535de4d17ea9eb1e,2ea2fd53799a80d2771a30dcec6c7432d0b86eb676b71b74dec816c20694b202,1176.0,1464.0,voh-LYYAH-moh
volete,False,volere,to want,verb,you (plural) want,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Volete venire con noi?,Do you (plural) want to come with us?,47305b729924ac2ae85dbab0efefb8de19b2444ae2066977d7a9f860d0860eb0,84c2ef8ff9f4c41cac5ba58b277373ed38239ca6b1af9ffe0a3b262766b237e9,2280.0,1368.0,voh-LEH-teh
vogliono,False,volere,to want,verb,they want,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Vogliono imparare l'italiano.,They want to learn Italian.,eaf24d3ca5ae87276fa5c02c4b7e39cd246951f0160a9eab4bedf471360afaf2,4014a7e131ce4d78c8fbde6a63df4b8a900eff5fa929262a71becdcb78a57981,1200.0,1416.0,voh-LYYOH-noh
