term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
ripetere,True,ripetere,to repeat,verb,to repeat,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; used with auxiliary avere,Voglio ripetere l'esercizio.,I want to repeat the exercise.,58c9a07e8ef5fd6eb1bf062f02fafbe14fa0bcc9283640eaec5212261fcdd99a,a2734d2fb3e216d4f3bfa7aa69015a3c6f43efad467ea2c985983409f7b0f85e,1272.0,1512.0,ree-peh-TEH-reh
ripetendo,False,ripetere,to repeat,verb,repeating,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto ripetendo la lezione.,I am repeating the lesson.,6d4a988d3cb9954579a0ee1e6d6836482815274d576493f516a05734e8e42b65,69f39296af28c05e3cd26426b9d5ab99c2ca23c0fc21d3927ad3135300846bf5,1224.0,1656.0,ree-peh-TEHN-doh
ripetuto,False,ripetere,to repeat,verb,repeated,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",L'ho ripetuto.,I repeated it.,3fcef9276333be12d92356d21f9ff2874ec3056c4a7570a74a62ab7096ee7ef1,55d47c76583964683341d9cf492fb8458bce9eb1391fc2be29fd1a54895e8446,1200.0,1608.0,ree-peh-TOO-toh
ripetuta,False,ripetere,to repeat,verb,repeated,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",L'ho ripetuta.,I repeated it.,e58e6dc98ae62e90652fcba42ad0bdcbdbb823e9dd849b58083a8288f065d8c5,55d47c76583964683341d9cf492fb8458bce9eb1391fc2be29fd1a54895e8446,1200.0,1584.0,ree-peh-TOO-tah
ripetuti,False,ripetere,to repeat,verb,repeated,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",Li ho ripetuti.,I repeated them.,c6804e105cf1dd11e63465c1932423387eeb79739f3d1054150d561f3424eb63,55d47c76583964683341d9cf492fb8458bce9eb1391fc2be29fd1a54895e8446,1200.0,1584.0,ree-peh-TOO-tee
ripetute,False,ripetere,to repeat,verb,repeated,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, feminine plural",Le ho ripetute.,I repeated them.,f96f3bc41f66dccb8161a9063cfac73214a8b0c9b39f5efafc8fe0b3afccf5e6,55d47c76583964683341d9cf492fb8458bce9eb1391fc2be29fd1a54895e8446,1200.0,1560.0,ree-peh-TOO-teh
ripeto,False,ripetere,to repeat,verb,I repeat,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io ripeto la frase.,I repeat the sentence.,5ffc9ec23be07429539f9e04bf2f88b7c74f8967db5a32f5b43f150d2d426426,ed13729bc0219178bb974f1a15abe94eaf9c668654f542cf7ccfaef05f491dd9,1296.0,1440.0,ree-PEH-toh
ripeti,False,ripetere,to repeat,verb,you repeat,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu ripeti con me.,You repeat with me.,6e7c4c446b0b3c73290a96200b9e64529a70d9db3f576446e5d99a7e1b3928dc,0b47b65b3d849c993791ad1ae404e828f1d3ce3085ebe9af65646a78aaad6cb3,1344.0,1440.0,ree-PEH-tee
ripete,False,ripetere,to repeat,verb,he repeats/she repeats/you (formal) repeat,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui ripete la domanda.,He repeats the question.,2bb18253ca3ae5abd44a1af4e52759c589f274930a00e36f24b8d66050a054ff,0ad178554db987300b44d307c8ad8746d11d8237e91b50ced938b71f26c41769,5040.0,1392.0,ree-PEH-teh
ripetiamo,False,ripetere,to repeat,verb,we repeat,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi ripetiamo insieme.,We repeat together.,6e5f8bc95f52d6b409910b4ce207261bae1cfe8e5ca8826d15ed4ea9e12f6d7f,9ded743575989b37ef3dabda6d0a84e54e4911044cdf152336117c303f4640b1,1344.0,1632.0,ree-peh-TYAH-moh
ripetete,False,ripetere,to repeat,verb,you (plural) repeat,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi ripetete l'esercizio.,You (plural) repeat the exercise.,183db1fded3041942d3eab2d6ec9e0b7c07057785fe0a122c8a25a253da7fe42,01c72b21f86aa45009817b2901805d6480bee48d83c59f8d4918c3a58c6e4519,2448.0,1560.0,ree-peh-TEH-teh
ripetono,False,ripetere,to repeat,verb,they repeat,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro ripetono gli errori.,They repeat the mistakes.,3d3ae374f6f4ce098fd5461656ce39851fd7119717b007f04df163ea970a75dd,74be1149ae55b580c36b3fadbfe20815d0cf7f85442438587848359f27c0e0b2,1368.0,1584.0,ree-peh-TOH-noh
ripetevo,False,ripetere,to repeat,verb,I was repeating,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io ripetevo ogni giorno.,I was repeating every day.,c5ada3a4806a4c9c5360451e15619b6569b2e03e429bed94cbf172f808f69e38,c19d52ce3cfe8547d4e3a5ce71bee53fe5812a7761e152b2bb1a79d985db985c,1512.0,1584.0,ree-peh-TEH-voh
ripetevi,False,ripetere,to repeat,verb,you were repeating,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu ripetevi la lezione.,You were repeating the lesson.,fb27bddf7b63620803808e2fc7b4ff253edef44eb391d2b6874d1d6d3b4d801d,5f0accc2414ef0b88d8840e837c1925c972a20ed87078b563179b623adf2e165,1560.0,1584.0,ree-peh-TEH-vee
ripeteva,False,ripetere,to repeat,verb,he was repeating/she was repeating/you (formal) were repeating,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei ripeteva sempre la stessa storia.,She was always repeating the same story.,e51e95b0266b4802bfb33edfaed19dd9d83b2bdd1155e8e565160ebab62f8e99,ad9e658ec0e963f1c14be22d42d56d8d2d61e2ac376351e2e0628dbc006219fc,5568.0,1560.0,ree-peh-TEH-vah
ripetevamo,False,ripetere,to repeat,verb,we were repeating,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi ripetevamo i movimenti.,We were repeating the movements.,6aa7866e4d35cf0fcee685f8a671fc1ccf0353943278338f811fea79aa756fbe,6a7d126be873bbd321005c2ef2fcd1bdca83da7456a9f0dcff50218cdf9a5c11,1560.0,1728.0,ree-peh-teh-VAH-moh
ripetevate,False,ripetere,to repeat,verb,you (plural) were repeating,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi ripetevate troppo.,You (plural) were repeating too much.,9569d6507a396b2a91124236e8141c88012961f4e94adcf0a2f1d2b1f6ad5239,888aecf53bebdadfc723269f6b0f14a38a16da483db1d10ce540b4abb74499e2,2664.0,1728.0,ree-peh-teh-VAH-teh
ripetevano,False,ripetere,to repeat,verb,they were repeating,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro ripetevano in coro.,They were repeating in unison.,5e6522b5161737bfd32714a54ef4561a9612b820b697f0acb18e51e7cd8b3cc7,4b5e33c1b78814c180d1ade38217cd01b8578420f134dc15c06d9b2ce1557698,1560.0,1728.0,ree-peh-teh-VAH-noh
ho ripetuto,False,ripetere,to repeat,verb,I have repeated,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ripetuto',Ho ripetuto l'esame.,I have repeated the exam.,90f805911d68d2d142a45673c2bdbae452c7571d683bec06bbc02073fd442048,b1a8c082ec352a9b32fecd0955569d2aa2855ee09c6e73dda00a1fdf8859f9e8,1440.0,1680.0,OH ree-peh-TOO-toh
hai ripetuto,False,ripetere,to repeat,verb,you have repeated,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ripetuto',Hai ripetuto la frase?,Have you repeated the sentence?,1608b43dc7f3b3f33afa5f9f6c8b9c080797225e3db71ffa3e9bb16828acdeaa,2d1e3d4c593b1b146ada88884e6cfb00df1880131fe6d58f069aec5ccf7094b8,1488.0,1752.0,EYE ree-peh-TOO-toh
ha ripetuto,False,ripetere,to repeat,verb,he has repeated/she has repeated/you (formal) have repeated,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei'; past participle 'ripetuto',Ha ripetuto la domanda.,He has repeated the question.,10966836ebecd11489d481d64fb76b9c16e8bf8f4447a35170999d8845e79e4b,b04c715e052955ac7237209559eb1d8eb4e06f5f5f5fedb8f4b820aee1d21ec4,5520.0,1680.0,AH ree-peh-TOO-toh
abbiamo ripetuto,False,ripetere,to repeat,verb,we have repeated,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ripetuto',Abbiamo ripetuto il test.,We have repeated the test.,0e67905bf421cda0fd341f1a68ddc13ca03b0bc8b0e66e697c5befb4429e837c,6dd9fdee58882565b3a82928aaff5b26e5447b3795982ff205502465ddba3a0e,1512.0,2064.0,ahb-BYAH-moh ree-peh-TOO-toh
avete ripetuto,False,ripetere,to repeat,verb,you (plural) have repeated,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ripetuto',Avete ripetuto tutto.,You (plural) have repeated everything.,c45c8ec60d0d2ca3c334cd33df71d32435bd41693c254ab348a346fc3f1e3fa2,8bb4ce957071af9e92e0c90cf2c1c04c652d32aa5fb40633e0d758be097c6f1e,2592.0,1968.0,ah-VEH-teh ree-peh-TOO-toh
hanno ripetuto,False,ripetere,to repeat,verb,they have repeated,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ripetuto',Hanno ripetuto il coro.,They have repeated the chorus.,c58f9c2e98722ceff1840bb892e167b1dfccad0d443fdd8cfd9c9a5c38f90afb,b01d16c932538054f5ad0fb0244c3854ff488fd1d02956fb2a09783144eb7cf6,1512.0,1872.0,AHN-noh ree-peh-TOO-toh
ripeta,False,ripetere,to repeat,verb,I may repeat,"core,verb",,1s,,singular,subjunctive,present,False,False,False,,,,,,Spero che io ripeta tutto correttamente.,I hope that I repeat everything correctly.,49f1d61ae77ceff3ed104e2f3e449b9f2be38313a0f7bef28fa314255d8b4ba9,c0b85d510bdcc5d773bad6dc7be66a489152f1d01d6f4412b46084b80dd2453f,1488.0,1416.0,ree-PEH-tah
ripeta,False,ripetere,to repeat,verb,you may repeat,"core,verb",,2s,,singular,subjunctive,present,False,False,False,,,,,,È possibile che tu ripeta l'esercizio?,Is it possible that you repeat the exercise?,49f1d61ae77ceff3ed104e2f3e449b9f2be38313a0f7bef28fa314255d8b4ba9,9a6a9482d4232180cb5e3ebb11638404d8ae02198ea0012de73cd4b87d7085b1,1536.0,1416.0,ree-PEH-tah
