term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
potere,True,potere,to be able,verb,to be able,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,common irregular modal verb; often used with another verb; auxiliary avere in compounds,Voglio potere parlare.,I want to be able to speak.
potendo,False,potere,to be able,verb,being able,"core,verb",,,,,gerund,,False,False,False,,,,,,"Potendo scegliere, andrei al mare.","Being able to choose, I would go to the sea."
potuto,False,potere,to be able,verb,been able,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",L'ho potuto fare.,I was able to do it.
potuta,False,potere,to be able,verb,been able,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",L'ho potuta capire.,I was able to understand it.
potuti,False,potere,to be able,verb,been able,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",Li abbiamo potuti aiutare.,We were able to help them.
potute,False,potere,to be able,verb,been able,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, feminine plural",Le hanno potute portare.,They were able to bring them.
posso,False,potere,to be able,verb,I can,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io posso venire.,I can come.
puoi,False,potere,to be able,verb,you can,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu puoi farlo.,You can do it.
può,False,potere,to be able,verb,he can/she can/you (formal) can,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui può farlo.,He can do it.
possiamo,False,potere,to be able,verb,we can,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi possiamo uscire.,We can go out.
potete,False,potere,to be able,verb,you (plural) can,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi potete parlare ora.,You (plural) can speak now.
possono,False,potere,to be able,verb,they can,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro possono venire.,They can come.
potevo,False,potere,to be able,verb,I could,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io potevo aiutarti.,I could help you.
potevi,False,potere,to be able,verb,you could,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu potevi venire ieri.,You could come yesterday.
poteva,False,potere,to be able,verb,he could/she could/you (formal) could,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei poteva farlo.,She could do it.
potevamo,False,potere,to be able,verb,we could,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi potevamo uscire prima.,We could leave earlier.
potevate,False,potere,to be able,verb,you (plural) could,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi potevate vedere il film.,You (plural) could see the film.
potevano,False,potere,to be able,verb,they could,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro potevano finire il lavoro.,They could finish the work.
ho potuto,False,potere,to be able,verb,I have been able,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; compound past,Ho potuto aiutare.,I have been able to help.
hai potuto,False,potere,to be able,verb,you have been able,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; compound past,Hai potuto trovare le chiavi?,Have you been able to find the keys?
ha potuto,False,potere,to be able,verb,he has been able/she has been able/you (formal) have been able,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha potuto risolvere il problema.,He has been able to solve the problem.
abbiamo potuto,False,potere,to be able,verb,we have been able,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; compound past,Abbiamo potuto entrare.,We have been able to enter.
avete potuto,False,potere,to be able,verb,you (plural) have been able,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; compound past,Avete potuto vedere tutto?,Have you (plural) been able to see everything?
hanno potuto,False,potere,to be able,verb,they have been able,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; compound past,Hanno potuto uscire presto.,They have been able to leave early.
potemmo,False,potere,to be able,verb,we were able,"core,verb",,1p,,plural,indicative,passato remoto,False,False,False,,,,,passato remoto; literary or formal use,Potemmo finire in tempo.,We were able to finish in time.
