term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,pronunciation
sapere,True,sapere,to know,verb,to know,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; irregular passato remoto 'seppe'; past participle 'saputo',Voglio sapere la verità.,I want to know the truth.,sah-PEH-reh
sapendo,False,sapere,to know,verb,knowing,"core,verb",,,,,gerund,,False,False,False,,,,,,"Sapendo la verità, ho cambiato idea.","Knowing the truth, I changed my mind.",sah-PEHN-doh
saputo,False,sapere,to know,verb,known,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, used with avere",L'ho saputo.,I found out.,sah-POO-toh
saputa,False,sapere,to know,verb,known,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine form,L'ho saputa.,I found out it (feminine).,sah-POO-tah
saputi,False,sapere,to know,verb,known,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho saputi.,I found them out.,sah-POO-tee
sapute,False,sapere,to know,verb,known,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho sapute.,I found them out.,sah-POO-teh
so,False,sapere,to know,verb,I know,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io so la risposta.,I know the answer.,SOH
sai,False,sapere,to know,verb,you know,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu sai la risposta.,You know the answer.,SAHEE
sa,False,sapere,to know,verb,he knows/she knows/you (formal) know,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui sa la verità.,He knows the truth.,SAH
sappiamo,False,sapere,to know,verb,we know,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi sappiamo la verità.,We know the truth.,sahp-PEEAH-moh
sapete,False,sapere,to know,verb,you (plural) know,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi sapete la verità.,You (plural) know the truth.,sah-PEH-teh
sanno,False,sapere,to know,verb,they know,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro sanno la verità.,They know the truth.,SAHN-noh
sapevo,False,sapere,to know,verb,I knew,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io sapevo la risposta.,I knew the answer.,sah-PEH-voh
sapevi,False,sapere,to know,verb,you knew,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu sapevi la verità.,You knew the truth.,sah-PEH-vee
sapeva,False,sapere,to know,verb,he knew/she knew/you (formal) knew,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei sapeva tutto.,She knew everything.,sah-PEH-vah
sapevamo,False,sapere,to know,verb,we knew,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi sapevamo la storia.,We knew the story.,sah-peh-VAH-moh
sapevate,False,sapere,to know,verb,you (plural) knew,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi sapevate la verità.,You (plural) knew the truth.,sah-peh-VAH-teh
sapevano,False,sapere,to know,verb,they knew,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro sapevano la risposta.,They knew the answer.,sah-peh-VAH-noh
ho saputo,False,sapere,to know,verb,I have found out,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho saputo la notizia.,I have found out the news.,OH sah-POO-toh
hai saputo,False,sapere,to know,verb,you have found out,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai saputo la notizia.,You have found out the news.,AHEE sah-POO-toh
ha saputo,False,sapere,to know,verb,he has found out/she has found out/you (formal) have found out,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha saputo la verità.,He has found out the truth.,AH sah-POO-toh
abbiamo saputo,False,sapere,to know,verb,we have found out,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo saputo tutto.,We have found out everything.,ahb-BEEAH-moh sah-POO-toh
avete saputo,False,sapere,to know,verb,you (plural) have found out,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete saputo la verità?,Have you (plural) found out the truth?,ah-VEH-teh sah-POO-toh
hanno saputo,False,sapere,to know,verb,they have found out,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno saputo la notizia.,They have found out the news.,AHN-noh sah-POO-toh
seppe,False,sapere,to know,verb,he knew/she knew/you (formal) knew,"core,verb",,3s,,singular,indicative,passato remoto,False,False,False,,,,,passato remoto 3rd singular; irregular stem,Seppe la verità.,He knew the truth.,SEHP-peh
