term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
amare,True,amare,to love,verb,to love,"Verbs & Actions,Emotions & States",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; used with auxiliary avere,Voglio amare senza paura.,I want to love without fear.,0be6b02c60cd97bcfd4e1b0696f0e57e1dd920b699a426709e91f17416eef9f7,908ac13935d891324557beb86bc227fa72553fbc3587d6c7d8841dc0450b5a3e,1128.0,1224.0,ah-MAH-reh
amando,False,amare,to love,verb,loving,"Verbs & Actions,Emotions & States",,,,,gerund,,False,False,False,,,,,gerund form,Sto amando questa canzone.,I am loving this song.,268189efb0fe7c8917380eca73cf560a167cc1685bf94896caa74efcdf52c3ac,ae522f357ee749c68eac2cad71e3ef56030139a4e240d4a17d3cba9796fad70e,1056.0,1368.0,ah-MAHN-doh
amato,False,amare,to love,verb,loved,"Verbs & Actions,Emotions & States",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,L'ho amato.,I loved him/it.,f4294fd2d5a81d573ce273279ffe7c7dc304545293cdc813f6e91d5dac1e3abf,2e10d65c1cf189560e1d5b540b9715d767b21dd17824189323a40c488a3977e3,1008.0,1344.0,ah-MAH-toh
amata,False,amare,to love,verb,loved,"Verbs & Actions,Emotions & States",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'ho amata.,I loved her/it.,0684083dae5b561eaf5a889c1d09e4a54ead84b831dfbe63bbd0057774fc418c,2e10d65c1cf189560e1d5b540b9715d767b21dd17824189323a40c488a3977e3,1008.0,1296.0,ah-MAH-tah
amati,False,amare,to love,verb,loved,"Verbs & Actions,Emotions & States",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho amati.,I loved them.,d6e7b4c2d3213eeaa272129c2bd6d965df1f8c8579ed1dc775b60875c1e2b55e,2e10d65c1cf189560e1d5b540b9715d767b21dd17824189323a40c488a3977e3,1008.0,1320.0,ah-MAH-tee
amate,False,amare,to love,verb,loved,"Verbs & Actions,Emotions & States",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho amate.,I loved them.,3df2d7dc18f5e48d414dbcadf005bc94f36a0204a5545da190482203abfdf04b,2e10d65c1cf189560e1d5b540b9715d767b21dd17824189323a40c488a3977e3,1008.0,1272.0,ah-MAH-teh
amo,False,amare,to love,verb,I love,"Verbs & Actions,Emotions & States",,1s,,singular,indicative,present,False,False,False,,,,,,Io amo il mare.,I love the sea.,36b4e59528a2e8cd18a0623be8586a11b2028ec8391c34e3986b9b81d043969e,e35d7d150266a40d65ba53f81a7aea6599ea534603f31e1fb83f3e9633bf4aaf,1152.0,1104.0,AH-moh
ami,False,amare,to love,verb,you love,"Verbs & Actions,Emotions & States",,2s,,singular,indicative,present,False,False,False,,,,,,Tu ami la musica.,You love music.,9e2a7a50c4ea216a9ece702d5336ab2f0229d898499d1274a6bbd1e731ea1916,67a7caddde228de4a987365eb7380bdfee3441750f4e85b82cbe1d8b6c71d5c6,1200.0,1104.0,AH-mee
ama,False,amare,to love,verb,he loves/she loves/you (formal) love,"Verbs & Actions,Emotions & States",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei ama il teatro.,He loves/She loves/You (formal) love the theater.,417f8e315dcceccc9fb38320c4f87b760e061bd599ef285be2c840c50fd6adef,7f7dbcd1109c1cb96e7071ca27fc332390e2b8b03e34996ffc367071eb696453,4512.0,1080.0,AH-mah
amiamo,False,amare,to love,verb,we love,"Verbs & Actions,Emotions & States",,1p,,plural,indicative,present,False,False,False,,,,,,Noi amiamo viaggiare.,We love to travel.,87f24bab8c2a776eff9b44d69d77dfadb3fbafebe1317964f405b0eb58494904,c5618d3cbf621d97e6792e72151d738e6bb340f7ab5ac44dca39c34728b449cc,1200.0,1368.0,ah-MYAH-moh
amate,False,amare,to love,verb,you (plural) love,"Verbs & Actions,Emotions & States",,2p,,plural,indicative,present,False,False,False,,,,,,Voi amate la montagna.,You (plural) love the mountains.,3df2d7dc18f5e48d414dbcadf005bc94f36a0204a5545da190482203abfdf04b,090fd39a029a85efa803a8995746bfc93640327a961707a1e9f4262d595d501e,2328.0,1272.0,ah-MAH-teh
amano,False,amare,to love,verb,they love,"Verbs & Actions,Emotions & States",,3p,,plural,indicative,present,False,False,False,,,,,,Loro amano i gatti.,They love cats.,8450fa92319fe4ef466e05e824b9deb39377c85e0c147f4cc2f19988982f34bf,8a33e026f3bb84452012be5baa6ee4406f198040fbb28e9b09dbf62e72f9ff40,1224.0,1248.0,ah-MAH-noh
amavo,False,amare,to love,verb,I was loving/I used to love,"Verbs & Actions,Emotions & States",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da giovane amavo correre.,When I was young I used to love running.,e8a5b3aebe4c3c978a30ebaff1286621bea65b1b7d9c07cafe2ddf24e9e2b618,bc7d396e124e74189181e85d1870d5196d8a73270c6d2697a89e5ee0a14d73fa,2856.0,1272.0,ah-MAH-voh
amavi,False,amare,to love,verb,you were loving/you used to love,"Verbs & Actions,Emotions & States",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Da bambino amavi i treni.,As a child you used to love trains.,5e25649453f1cb3f7dc52c656f44b96b751a88c6824d01216140c6cc2d1be229,8847d2e3e355cf5555af7a282a87f832ad03746bbc8fd1cac1adc880d3c4e08d,2880.0,1272.0,ah-MAH-vee
amava,False,amare,to love,verb,he was loving/she was loving/you (formal) were loving,"Verbs & Actions,Emotions & States",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei amava leggere.,She used to love reading.,ba917292fab3423e0be8f37064dcfe58bde1a41f242c45eed0d1d8375b16e51d,bc74c90a1886744005984a8d131fb71b6a34b90f30cb905e26be5012dc053561,5088.0,1272.0,ah-MAH-vah
amavamo,False,amare,to love,verb,we were loving/we used to love,"Verbs & Actions,Emotions & States",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi amavamo uscire tardi.,We used to love going out late.,3427396a49ee32409291c3f5252a465f59e7fb80bb59290ff420cb084c69b3f4,25678cde20d11bab90ec14a8000b13390a2b5d619ca7f9e58e010956246a6aa9,2952.0,1464.0,ah-mah-VAH-moh
amavate,False,amare,to love,verb,you (plural) were loving/you (plural) used to love,"Verbs & Actions,Emotions & States",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi amavate giocare a carte.,You (plural) used to love playing cards.,54c475c0fb3b6da7770f35203d42ed28d79d2ca3ff815cf73c570e8fb37e2149,fc68fb749961f818c5847ea66e8f6aa394b858489f377c26ac88c8b474034974,5232.0,1464.0,ah-mah-VAH-teh
amavano,False,amare,to love,verb,they were loving/they used to love,"Verbs & Actions,Emotions & States",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro amavano viaggiare.,They used to love traveling.,a4bb92fe77a5717943439c689de7f041ff60213f72367f92239266e9eb56aef1,195c6019d798e525275bb8d291fb7f2e851599e285c5409ac8b913a2bf4080a6,2952.0,1416.0,ah-mah-VAH-noh
ho amato,False,amare,to love,verb,I have loved,"Verbs & Actions,Emotions & States",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'amato',Ho amato quella città.,I have loved that city.,2feb96aae05caf904a4bb64cc49b5e5003a245e1abbf2ac521f1d7a7d0847c0b,3f332dd79edc7ef32347b803cecc99980c43a27cdae7ea73b4f610d27d744b26,1320.0,1464.0,OH ah-MAH-toh
hai amato,False,amare,to love,verb,you have loved,"Verbs & Actions,Emotions & States",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'amato',Hai amato quel film.,You have loved that movie.,2d1623037bd13d8635f8555f545277a78f4f876a5cb539c4f85cb56c9b4314c7,fa010a0ce754e043c2e03d2bd5bb337b9d0d1ea6eeb87a3bccecc06f3e766291,1392.0,1536.0,EYE ah-MAH-toh
ha amato,False,amare,to love,verb,he has loved/she has loved/you (formal) have loved,"Verbs & Actions,Emotions & States",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei'; past participle 'amato',Ha amato la sua famiglia.,He has loved his family.,5371382db6c9b03b3347cdbe0e6ec2d31b71210567826954b10e741e21ff1897,965b167b196d31008d1c63e5b7e2df9897376ee597efda46a4a3bb01c911991b,4992.0,1464.0,AH ah-MAH-toh
