term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
radunare,True,radunare,to gather,verb,to gather,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; past participle 'radunato',Voglio radunare il gruppo.,I want to gather the group.,5f626c0b9bfd514d886031e76768091224515020ef51c0bcc640c1860d6545ec,1528f8e27cf00c3101d2c54926dda6a5f34f5adbcb510eb92fb6c8aa84e0b834,1224.0,1512.0
radunando,False,radunare,to gather,verb,gathering,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto radunando la squadra.,I am gathering the team.,4f94deeec89960944e1db8fda4cc2795d8dded691b1ae12ffb6e9642d26a3e86,1bb3fbed0d64197b5aa8bddea90e594ea4560df9a06e41a6cc947463d19c595a,1224.0,1632.0
radunato,False,radunare,to gather,verb,gathered,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,L'ho radunato.,I gathered it.,5be71698426e0774d0a80d5c776081e7b9b7ccc1254b8085f06ec96e8ee38669,ff042c0b9260b452712c2bd64a61e636b094b46d7ea6fa531a0618c50d960dd2,1128.0,1584.0
radunata,False,radunare,to gather,verb,gathered,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,L'ho radunata.,I gathered it.,1af07f07a0ffd8184a3d583c8c44092bf9e81815f47ca4014ae9cf2930f05207,ff042c0b9260b452712c2bd64a61e636b094b46d7ea6fa531a0618c50d960dd2,1128.0,1584.0
radunati,False,radunare,to gather,verb,gathered,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Li ho radunati.,I gathered them.,abaf4ecbab9dd75f2e6028a9928b6ef7d6ec60fb15accc8a6b5d7652777b529f,ff042c0b9260b452712c2bd64a61e636b094b46d7ea6fa531a0618c50d960dd2,1128.0,1584.0
radunate,False,radunare,to gather,verb,gathered,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Le ho radunate.,I gathered them.,b2270bfd5f1f60c57a71246062b4ed2e9c17ecf16079bf234b39827ec4367c2c,ff042c0b9260b452712c2bd64a61e636b094b46d7ea6fa531a0618c50d960dd2,1128.0,1560.0
raduno,False,radunare,to gather,verb,I gather,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io raduno i documenti.,I gather the documents.,07e5826233e905c6d723aa9eb71cdbab1603f969e2be9e34b558f39bd4590bf1,674dd9b8ca9f3e7cb548cdc1cc5407f38559e4c44b5b6e3b5abf4e933b05d274,1224.0,1392.0
raduni,False,radunare,to gather,verb,you gather,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu raduni gli amici?,Do you gather your friends?,d67f1cd4aa91cf76fb9930153a5ed462e3a99defdfdc53462abd3ffd767234c2,24ae0851c0fa4fdf2e91695120a149f1fbb6bc069160dddbca30ffb68f920d96,1272.0,1368.0
raduna,False,radunare,to gather,verb,he gathers/she gathers/you (formal) gather,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui raduna la famiglia.,He gathers the family.,4d062cad96abb7570742ebe920005fec76703f51529d0c97b8841283426e207c,51aa2ab9122d368ae3e2a28c058c813e62dd8f799bd78aaa7ed0339e229d54db,4800.0,1368.0
raduniamo,False,radunare,to gather,verb,we gather,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi raduniamo tutti.,We gather everyone.,fe79425ce5f8faf6775db5d3d0b00845660b6f877b1b68cf5c9c40ecc1aecb23,d62d82b884eef4bccf1493248ff1a3aa4f2f5580bea270907a3061fa703a1fc3,1272.0,1608.0
radunate,False,radunare,to gather,verb,you (plural) gather,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi radunate le prove.,You (plural) gather the evidence.,b2270bfd5f1f60c57a71246062b4ed2e9c17ecf16079bf234b39827ec4367c2c,41b8a3ddb095276fda3cb5e12cf26bd512c58e6036a82f09f981d3a8d36035ae,2424.0,1560.0
radunano,False,radunare,to gather,verb,they gather,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro radunano i bambini.,They gather the children.,62f57e897e269d2bc8f44cb333c043634b0e082b9cbff36b48aab491ba3528bf,55a85a5166b47e4dc3f18e774475384fefd6637bb3ab962b9364c9773f41be04,1272.0,1536.0
radunavo,False,radunare,to gather,verb,I was gathering,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io radunavo sempre i documenti.,I was always gathering the documents.,f5cfa7e84b4a4ae0872b820a0ed27f9938be33e36ff63f98c563d1685e0ccda6,aa61c6ad1bc40cca945ce2c64845acb0d34fe5fcc4d9c2be1db5eda39d38a7c7,1512.0,1584.0
