term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
vedere,True,vedere,to see,verb,to see,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; irregular past participle 'visto' (also 'veduto'),Voglio vedere quel film.,I want to see that movie.,08a8fdef796bd5f641c9d1f3a671d2366512d2f1afffbd67390858c9bcd61039,6b80baf48dbfa6c329674f8ed5794bd505eeac8cb5b85e0ee7accb4c2afe4ff0,1128.0,1320.0
vedendo,False,vedere,to see,verb,seeing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto vedendo un film.,I am watching a movie.,65e84af74a661065b7fca7b823fa2e0be0a17638bedad27253eb7de158ad1214,474449ed9ace9c40c4fa38b9bf0f9b3573f90d070a20b807019c54bcd3cac598,1080.0,1464.0
visto,False,vedere,to see,verb,seen,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, masculine singular",L'ho visto.,I saw it.,a1820d104d5346c10c60c5bcebe815c764da95ee902f4afb2d303cb3ead73da0,b3ed4a364a9c34466d5cd576837bbe1ce2d9ee13c5303ca53a1acb12a3d4b74c,1080.0,1320.0
vista,False,vedere,to see,verb,seen,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, feminine singular",L'ho vista.,I saw it.,4dc9c5f07e33de652db82eda9a9c8f7d07611db65b01c7213d744bb48db5d7ab,b3ed4a364a9c34466d5cd576837bbe1ce2d9ee13c5303ca53a1acb12a3d4b74c,1080.0,1320.0
visti,False,vedere,to see,verb,seen,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, masculine plural",Li ho visti.,I saw them.,d6e44b11c4a5cf25d0e24a5a743d0d5c4680a40a350fd19ebff6c3d5f5e7322b,b3ed4a364a9c34466d5cd576837bbe1ce2d9ee13c5303ca53a1acb12a3d4b74c,1080.0,1320.0
viste,False,vedere,to see,verb,seen,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, feminine plural",Le ho viste.,I saw them.,728ffd9d8004460cc36a22ca18706f397d3ef81b79cba8fe52fabb41122254cf,b3ed4a364a9c34466d5cd576837bbe1ce2d9ee13c5303ca53a1acb12a3d4b74c,1080.0,1296.0
vedo,False,vedere,to see,verb,I see,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io vedo la montagna.,I see the mountain.,5a0f1366860a4eeacfa87254f2774b1a5bd572cd25f965616c0869dfc04f1878,36c8b877695765f5b65765bf46dfdfb327e61263d9d3e8858af40b8edf26b8e2,1104.0,1224.0
vedi,False,vedere,to see,verb,you see,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu vedi le stelle.,You see the stars.,eba0448dc7b9a37bf339c182085f1cfa4685a26394a028ae09769abd02f7edca,b781c85012c8badcd4a235102cdcd3345fc665485ae96aacf79103957feb221f,1152.0,1248.0
vede,False,vedere,to see,verb,he sees/she sees/you (formal) see,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui vede il mare.,He sees the sea.,133d11055533dabc6f956e51a7bf331a234043d6f9ced21c0a5bbdb63f3d4491,7faad01c103c38bfed69cea2d909fc3361693e63ac81927a9800831e0458535b,4488.0,1176.0
vediamo,False,vedere,to see,verb,we see,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi vediamo gli amici.,We see our friends.,a683deca32c1188fe5abdf57abd701713ecd130184e502903c4b47e85579ca1d,ef745246a50ee3541371f984ed2833c68238f292e971f681cf891bb845342fd7,1152.0,1440.0
vedete,False,vedere,to see,verb,you (plural) see,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi vedete la differenza.,You (plural) see the difference.,f64b5bc799841f795291e264fce3cc303603e6357452d801faaba4ecd440a11a,ff1c6b1a0b197899520c34637d3c1d521f8ba7bcfbc72ea15a7ca192124a9f7c,2280.0,1344.0
vedono,False,vedere,to see,verb,they see,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro vedono la luna.,They see the moon.,adbd2afa1addbc7a0b813d2b1d313d68005e3b25c2d4ca7fe1df698bf70ba082,b701004d67919eda6aa485ef7a3507f7b437e86c8ba0f98156532feca8230f02,1176.0,1344.0
vedevo,False,vedere,to see,verb,I was seeing,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io vedevo spesso quel gatto.,I used to see that cat often.,8ad5b4f0d02d87df0364ce365829804e5c89d465478e3570e6c156616823c5e7,8fcaa4d08d49d606ce5de73cf8fb4b8fab69a61f7f6de62641582b19abb28d72,1368.0,1368.0
vedevi,False,vedere,to see,verb,you were seeing,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu vedevi il problema.,You were seeing the problem.,adc7b528dde41fbdad8ed077913aeb27edd054dd5d0da78b862baf63bb1eec5f,8515d8ecd828e590b20bf2db52238b9312d3712d5998367c94ee62bf831b6dde,1416.0,1344.0
vedeva,False,vedere,to see,verb,he was seeing/she was seeing/you (formal) were seeing,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei vedeva tutto.,She was seeing everything.,01ef17d0525fc158ba2e40d59d9799d705a5f4038be5957c48ba52bea4d11062,45a0784f81e232a4970348c3e27afb0f4dd49aed559621fe504f2bb136c7829e,5088.0,1368.0
vedevamo,False,vedere,to see,verb,we were seeing,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi vedevamo la televisione.,We were watching television.,4bdc15d21e7bf2b56350d522b89e9d9725852e82e0111bc586693bda506e3dd6,b2e77237c6858cc7e10c2957187cf6c490730047a6fff352b5657379a68d58d7,1416.0,1536.0
vedevate,False,vedere,to see,verb,you (plural) were seeing,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi vedevate il tramonto.,You (plural) were seeing the sunset.,f53e83b30812e16e0eb6810d95e48d61428a1787f7c07ede1911297d60d31cf9,287950a5f9f90a835df9a776502dfba57d46ba41604bb78b5210d6b720b06d53,2520.0,1536.0
vedevano,False,vedere,to see,verb,they were seeing,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro vedevano poca gente.,They were seeing few people.,99168631bc6c0b2f93085f274615a9ab8fab9a6800d6849fdf1c6cb2bf9dd77a,71ee7ff569bf3f8b0e7ea12d984933fc905c2c0b18c5ae2122640d90126373b5,1440.0,1536.0
vidi,False,vedere,to see,verb,I saw,"core,verb",,1s,,singular,indicative,passato remoto,False,False,False,,,,,passato remoto; literary or narrative past,Io vidi un uccello strano.,I saw a strange bird.,1d3b195b3148861c84b6b53be88876e47ff829e14a1ed82ef95c923b7206a270,ae1bdbf6d4464c8c6bd075c84e43ad99dbde77a01bcfafb1a97c1e1cb03a11b9,1104.0,1248.0
