term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
impiccare,True,impiccare,to hang (by the neck),verb,to hang (by the neck),"crime,verb",,,,,non-finite,infinitive,False,False,False,,,,,transitive verb,Voglio impiccare il fantoccio per la scena.,I want to hang the dummy for the scene.
impiccando,False,impiccare,to hang (by the neck),verb,hanging (by the neck),"crime,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sta impiccando il fantoccio nella scena.,He is hanging the dummy in the scene.
impiccato,False,impiccare,to hang (by the neck),verb,hanged,"crime,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle,Ho impiccato il fantoccio.,I have hanged the dummy.
impiccata,False,impiccare,to hang (by the neck),verb,hanged,"crime,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle,L'hanno impiccata nella storia.,They hanged her in the story.
impiccati,False,impiccare,to hang (by the neck),verb,hanged,"crime,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li hanno impiccati nel racconto.,They hanged them in the tale.
impiccate,False,impiccare,to hang (by the neck),verb,hanged,"crime,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le hanno impiccate nel racconto.,They hanged them in the tale.
impicco,False,impiccare,to hang (by the neck),verb,I hang,"crime,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io impicco il fantoccio.,I hang the dummy.
impicchi,False,impiccare,to hang (by the neck),verb,you hang,"crime,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu impicchi il fantoccio.,You hang the dummy.
impicca,False,impiccare,to hang (by the neck),verb,he hangs/she hangs/you (formal) hang,"crime,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lui impicca il fantoccio.,He hangs the dummy.
impicchiamo,False,impiccare,to hang (by the neck),verb,we hang,"crime,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi impicchiamo il fantoccio.,We hang the dummy.
impiccate,False,impiccare,to hang (by the neck),verb,you (plural) hang,"crime,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi impiccate il fantoccio.,You hang the dummy.
impiccano,False,impiccare,to hang (by the neck),verb,they hang,"crime,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro impiccano il fantoccio.,They hang the dummy.
impiccavo,False,impiccare,to hang (by the neck),verb,I was hanging,"crime,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io impiccavo il fantoccio ogni sera.,I was hanging the dummy every evening.
impiccavi,False,impiccare,to hang (by the neck),verb,you were hanging,"crime,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu impiccavi il fantoccio.,You were hanging the dummy.
impiccava,False,impiccare,to hang (by the neck),verb,he was hanging/she was hanging/you (formal) were hanging,"crime,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lui impiccava il fantoccio.,He was hanging the dummy.
impiccavamo,False,impiccare,to hang (by the neck),verb,we were hanging,"crime,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi impiccavamo il fantoccio.,We were hanging the dummy.
impiccavate,False,impiccare,to hang (by the neck),verb,you (plural) were hanging,"crime,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi impiccavate il fantoccio.,You were hanging the dummy.
impiccavano,False,impiccare,to hang (by the neck),verb,they were hanging,"crime,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro impiccavano il fantoccio.,They were hanging the dummy.
ho impiccato,False,impiccare,to hang (by the neck),verb,I have hanged,"crime,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; transitive verb,Ho impiccato il fantoccio.,I have hanged the dummy.
hai impiccato,False,impiccare,to hang (by the neck),verb,you have hanged,"crime,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; transitive verb,Hai impiccato il fantoccio.,You have hanged the dummy.
ha impiccato,False,impiccare,to hang (by the neck),verb,he has hanged/she has hanged/you (formal) have hanged,"crime,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal Lei,Ha impiccato il fantoccio.,He has hanged the dummy.
abbiamo impiccato,False,impiccare,to hang (by the neck),verb,we have hanged,"crime,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo impiccato il fantoccio.,We have hanged the dummy.
avete impiccato,False,impiccare,to hang (by the neck),verb,you (plural) have hanged,"crime,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete impiccato il fantoccio.,You have hanged the dummy.
hanno impiccato,False,impiccare,to hang (by the neck),verb,they have hanged,"crime,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno impiccato il fantoccio.,They have hanged the dummy.
