term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
raccontare,True,raccontare,to tell,verb,to tell,"communication,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; used with auxiliary avere; past participle raccontato,Voglio raccontare tutto.,I want to tell everything.,8a3002322c6e018d4925175c3cf450788d688d342b4d29385ff9e5775de92382,cca0c6fb75ca6cd0222a9435f07853b93a585a1eed87b9de9cb897aa32a5c9ac
raccontando,False,raccontare,to tell,verb,telling,"communication,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto raccontando una storia.,I am telling a story.,906a938ee874d5f262be9e3ada54656e7ae15a67e37e391873dadc7070693a9e,f40002ae127114bfe7e5d5bfccd7510d9e15f193d83b4c0e3b76de88b8e77b4a
raccontato,False,raccontare,to tell,verb,told,"communication,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,L'ho raccontato.,I told it.,c5cf2fdf9b0417a1cbe6a770466c0bc248c1f614b0b7646e0ff43b759ad6ffcf,45b05ec75fecaaa68ec65e8de996082145c2ea9218aab564eac5e7da0aeb45f1
raccontata,False,raccontare,to tell,verb,told,"communication,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'ho raccontata.,I told it.,f6dc6235c3b3edcf5efd31198fea09cec024042284dfd08f564caa1f8d748d2a,45b05ec75fecaaa68ec65e8de996082145c2ea9218aab564eac5e7da0aeb45f1
raccontati,False,raccontare,to tell,verb,told,"communication,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho raccontati.,I told them.,ba24234d3d873125b37d9b5a2b78c13679e3455035ae8e4522a7c6ba3d787017,45b05ec75fecaaa68ec65e8de996082145c2ea9218aab564eac5e7da0aeb45f1
raccontate,False,raccontare,to tell,verb,told,"communication,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho raccontate.,I told them.,cde5094c7e77fc6159093abceb5140299e7e970913a0470367c37955b7f14129,45b05ec75fecaaa68ec65e8de996082145c2ea9218aab564eac5e7da0aeb45f1
racconto,False,raccontare,to tell,verb,I tell,"communication,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io racconto la verità.,I tell the truth.,8602e994a755f90f4ec2ca67c313896e4ccfa13e89623537b5eaacca14d91882,7dfb9bdcffc98b1623897f153d8e05d1054845d9d6a74373f2f06840f66aa25f
racconti,False,raccontare,to tell,verb,you tell,"communication,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu racconti sempre storie.,You tell stories often.,04a5048bd7e70c071fb6a987bf49c93fb915eb18ec52322531c3cfcd7936dcae,8066cee9390a3d6adb6352a236633624d69dfac72e1887380f317e6056785c25
racconta,False,raccontare,to tell,verb,he tells/she tells/you (formal) tell,"communication,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei racconta bene.,She tells well.,2797d8380336d769e49d352a26f54a421fd7296f095d9f6a6de9eb993b70fe54,ad30b7f0ec36e14c382d47f9aed32e82e1260463e439501749be30937aa35436
raccontiamo,False,raccontare,to tell,verb,we tell,"communication,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Raccontiamo tutto.,We tell everything.,13082d7bb0209d60670ad84583dd8de9eeeb3b2db46bfcddb26d9f475e6ad625,6a8d801382145547d16cc16eac39dbc3881f757454041ba9f9b5c18d5da0d991
raccontate,False,raccontare,to tell,verb,you (plural) tell,"communication,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi raccontate spesso.,You (plural) tell often.,cde5094c7e77fc6159093abceb5140299e7e970913a0470367c37955b7f14129,32bdcd367800f685fddc0cd4be6f4dd3642577d8ed92168bc858a136757a76c4
raccontano,False,raccontare,to tell,verb,they tell,"communication,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro raccontano bugie.,They tell lies.,1a71390fd433fac14593e124dfee3363d6c9da9c7c7e41729eb80565997ec8cb,8b55aa08f532c036f09e4ad576b75f09de86ab7364b60beee7a7dcb082c4ae35
raccontavo,False,raccontare,to tell,verb,I was telling,"communication,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Raccontavo spesso da bambino.,I often told stories as a child.,b1b4a40cc06510f56b146c778bc4c2dc7debed63e166ee25efdef2f6a3d002c6,b9a40e7461f84fda4fbc70adbe2c37f1e9d22c3a10c34f71374973f910b82422
raccontavi,False,raccontare,to tell,verb,you were telling,"communication,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Raccontavi ogni dettaglio.,You were telling every detail.,e9d6e20447f8be94d0d21a3fd4374c0c463810d8c2c4bfeea9504bdbf204c6a1,3ade1513fee53023725889e32cfc8ae6bb59449c406c7925ce04244223879c99
raccontava,False,raccontare,to tell,verb,he was telling/she was telling/you (formal) were telling,"communication,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lui raccontava con calma.,He was telling calmly.,afa75515e95bb661fd26fd15f40dfb554cb2113963cebdc706ddf346838348fe,3920bb635d63b8412a2330bf24187911b15237a32c3c9a93839ce99e320d0b49
