term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
correre,True,correre,to run,verb,to run,"Verbs & Actions,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,irregular verb; past participle corso; may take avere or essere,Voglio correre domani.,I want to run tomorrow.,82440c4a44db283cc7acaddd820efc3e82ef5636d179c5f4c18bbdad68b6c05c,fcb4107009be8818dadc21ccc056a4411c07772fb194c27ad90da5ec2d5ecaab,1128.0,1344.0,kohr-REH-reh
correndo,False,correre,to run,verb,running,"Verbs & Actions,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto correndo adesso.,I am running now.,e8b987085c219a42c27a337d74879202b45ee0829efa634917982a749f052025,33c8872d340cb3fd7f02d49a50672fa76bb71352580e5988201ba63466e42586,1008.0,1512.0,kohr-REHN-doh
corso,False,correre,to run,verb,run,"Verbs & Actions,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,Ho corso per un'ora.,I ran for an hour.,bc9bcebe86d9eb005e5b33f800d412d3df295c5f7770d3dcbb54f5d2df4c9070,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a,960.0,1368.0,KOHR-soh
corsa,False,correre,to run,verb,run,"Verbs & Actions,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular used with essere for motion,Sono corsa a casa.,I ran home.,f0b19712bf5b2a0c815cf969547ceb9a414998957147804b28dac9b39f5d8e56,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a,960.0,1344.0,KOHR-sah
corsi,False,correre,to run,verb,run,"Verbs & Actions,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Sono corsi via.,They ran away.,0a76f247488d8bed907463c691c4c5195b049b6101205fd6351052409dbdd854,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a,960.0,1368.0,KOHR-see
corse,False,correre,to run,verb,run,"Verbs & Actions,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Sono corse al negozio.,They ran to the shop.,fea4b925eecfb257c80bbe971327ff7462321cf393983b6a879c69869e4a4920,cbc810ee49bf1b170b388b08bda3553a23a79e0cd57b08b7cf6a5be8a4d6c64a,960.0,1320.0,KOHR-seh
corro,False,correre,to run,verb,I run,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Corro ogni mattina.,I run every morning.,f4abf2b42ce946f2ed3f84c7471b8152048865e8544bb2c2e17ee88942890fb6,079e7067d935cdc71774be0823903880480d55a8e65a182719078b5498068be1,1104.0,1296.0,KOHR-roh
corri,False,correre,to run,verb,you run,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Corri troppo veloce.,You run too fast.,92a66852546e7d69401e6f2e0ddaff24ce9108cbe3a12dc421a2f67910fb62d1,ad3cadcb8198ad8a6b31d245fc707bdda5e0c0779985e3a3d09a437dfd49e982,1152.0,1272.0,KOHR-ree
corre,False,correre,to run,verb,he runs/she runs/you (formal) run,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lui corre piano.,He runs slowly.,df8502711ed146ce8d87a8f0ed717f41a8bd7773c25fc960b5eff8e56c31ab86,fde94278135940c31bb5a5cae75fc6d1e1ad37b8c871559a0426a6d63f9e4687,4368.0,1248.0,KOHR-reh
corriamo,False,correre,to run,verb,we run,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Corriamo al parco.,We run at the park.,5c3cd0558cfb1329a56087e1bfb0c906d6b521cec08eed76c41f41d38cccf930,f3d0ead4a087236ac027def0cb7aefb2b2d47168598ff34e7ae7cbc2d128f784,1152.0,1512.0,kohr-RYAH-moh
correte,False,correre,to run,verb,you (plural) run,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,present,False,False,False,,,,,,Correte insieme.,You run together.,627106bb530d41f17cd85d27f23d59be1b12573a9b9a557354654bd584d00d1a,4018aff37fb04b14788a647cdc5cc06bae5a4086e42f2217d1c266f2f6618d80,2256.0,1440.0,kohr-REH-teh
corrono,False,correre,to run,verb,they run,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,present,False,False,False,,,,,,Corrono nella pioggia.,They run in the rain.,0ccace63f5acfb8d3ea7e2aefc64a149a94cfb56b251e575385a50232852cc11,af1c530887be5fe5c1c606ebdaaa142c3b84bbd2af5b31dbb77a45f072fa9fe9,1176.0,1392.0,kohr-ROH-noh
correvo,False,correre,to run,verb,I was running,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Correvo spesso da ragazzo.,I was running often as a boy.,cf768188acf976d4efb42a088f3de69c09bd542f9613fc9f42ca116630aa3561,f72b28f7964fd19cb7975553d6e92b52f63189a52d100f9518b45a0501c98c43,1320.0,1440.0,kohr-REH-voh
correvi,False,correre,to run,verb,you were running,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Correvi con me da piccolo.,You used to run with me as a child.,146db03c7d9ea75aeaf7434ff5975718f65926cf6bb2de3da6e88ab44700b746,1cc6ba7256dd0628d0714dbcc73034d4d86f44d5023e3c6755f39db00febf597,1368.0,1416.0,kohr-REH-vee
correva,False,correre,to run,verb,he was running/she was running/you (formal) were running,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lei correva ogni giorno.,She was running every day.,e5b7cf084477805d8b6f5dde9d7e179dbd2c34a17e8b42f2418c6f66813405c0,f0bab31732a712c563d50c189e6ee391e15708811c95af6edd813c10a94e9515,4872.0,1416.0,kohr-REH-vah
correvamo,False,correre,to run,verb,we were running,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Correvamo senza sosta.,We were running without stopping.,a8664df708777e66d613ec44181f9c7baaa1f228eaa5d463749bbefe20a24e0b,fdea8899f8c560de202cdf98e21a3c070b636f103f8a502da7e5ed9d301d2d53,1368.0,1584.0,kohr-reh-VAH-moh
correvate,False,correre,to run,verb,you (plural) were running,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Correvate in pista.,You were running on the track.,c6f0d95267534405d3a043533c48515004ad2b9cbd812da1b9db72b98ebf4272,4f39e54d9432eee5233cf35d455545d3c0f0274de8ac6143a14b0382dc11f9d0,2448.0,1584.0,kohr-reh-VAH-teh
correvano,False,correre,to run,verb,they were running,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Correvano al mattino.,They were running in the morning.,31fce7d7423f8b71f5bcc2f288559e392becad94def44f32bccda53d6d046c4d,fb409fda418153411b19fc65b568960383ca2d8e64ba6569659b730608666e86,1392.0,1560.0,kohr-reh-VAH-noh
