term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
perdonare,True,perdonare,to forgive,verb,to forgive,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio perdonare.,I want to forgive.,879bfe38651b12079fb5d930d66b4111ce30c2546145931e3d1d7961b1974fe2,1296.0,20a4de8e7293c8f26988ff7674975d6553b2f5f6751de211d5e13daef5564537,1536.0
perdonando,False,perdonare,to forgive,verb,forgiving,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto perdonando.,I am forgiving.,2327fe9831f968a12e256ee46868e7813bb49a42ae4da2334da9d5d2b834ef19,1224.0,f2a2053a1902877a6dc3ec33b835411949029ef62b1813efb895d0cbf4da9f7e,1656.0
perdonato,False,perdonare,to forgive,verb,forgiven,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; can function as adjective,Il torto è perdonato.,The wrong is forgiven.,bcc56f543393eddaf12e562eb998e75fe79018879ea0002bd9d6f8f9ac720e67,1272.0,ac7afed81390ae9d25f36a9aa508f0eeb0876fc184fc7d92b83d2fb766a3a88d,1608.0
perdonata,False,perdonare,to forgive,verb,forgiven,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; can function as adjective,La colpa è perdonata.,The fault is forgiven.,bcc56f543393eddaf12e562eb998e75fe79018879ea0002bd9d6f8f9ac720e67,1272.0,21a9c315889879256bd71dd666bf12d817f71aeb3f97a2d0b6c09d09322849f9,1608.0
perdonati,False,perdonare,to forgive,verb,forgiven,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; can function as adjective,I torti sono perdonati.,Wrongs are forgiven.,bcc56f543393eddaf12e562eb998e75fe79018879ea0002bd9d6f8f9ac720e67,1272.0,95d12afb40636dafa0fb015df4a16e218650086dffb2bfdc33e662636c79b261,1608.0
perdonate,False,perdonare,to forgive,verb,forgiven,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; can function as adjective,Le offese sono perdonate.,Offenses are forgiven.,bcc56f543393eddaf12e562eb998e75fe79018879ea0002bd9d6f8f9ac720e67,1272.0,034aa0852596f330014335380ba48ea6181678c4e9297ec53ca597703050cc0b,1560.0
perdono,False,perdonare,to forgive,verb,I forgive,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Perdono facilmente.,I forgive easily.,b805e2aa22523ed5501c3bafa394c0eb2cc495d8e9926f15b20dd229b8240f02,1296.0,1be8047f62bd596b17d8c78febcf07aff38e26c2196627ebbd0f056366666002,1440.0
perdoni,False,perdonare,to forgive,verb,you forgive,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Perdoni sempre gli altri.,You always forgive others.,e6d0115d06a2ddef0f5990f5a0b53176dd207954c75e42f73d9f6b27ebbb0aee,1344.0,088c096ddd7fac1f6e0618641b480e29c466dfffc6b6d451a9dd8ce7d4a1512f,1416.0
perdona,False,perdonare,to forgive,verb,he forgives/she forgives/you (formal) forgives,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as imperative 'tu',Perdona spesso.,He forgives often.,67ba02988b2a5e7b91829d26ce03de4a14e2423ddbfb173b6b988df2eca7d402,5160.0,786fe6010410e8409a3bc8d1e588795f8245e9031af37eaa6974e26236e0dee5,1416.0
perdoniamo,False,perdonare,to forgive,verb,we forgive,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Perdoniamo gli errori.,We forgive mistakes.,685f9ed67ff992fd44b721db38cb55aead6e81ee87b56ceb038d2bc99eccb3d4,1344.0,f8696d92f6406d89a771fedbce7b6d82e348151939da556c553aaba841b2f076,1656.0
perdonate,False,perdonare,to forgive,verb,you (plural) forgive,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Perdonate facilmente.,You (plural) forgive easily.,f438dc8d3e7db34c96f3073b1582c23c40abf80cf3ab21bbcf81cf9c39e09381,2424.0,034aa0852596f330014335380ba48ea6181678c4e9297ec53ca597703050cc0b,1560.0
perdonano,False,perdonare,to forgive,verb,they forgive,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Perdonano tutto.,They forgive everything.,9545d1debb4aed91cea9705c4d20cc07a51669d98ba0f9dc86794740022da71b,1392.0,81fa2b2fcf8ea246bdd46726ff93b0a7fcc63a69e50c18117c06f8ac45e241f7,1560.0
perdonavo,False,perdonare,to forgive,verb,I was forgiving/ I used to forgive,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Perdonavo spesso.,I used to forgive often.,989bfc61ce13781d351c4245dc208b4090348635ad36a8ddcaa9e61a062d0fce,3144.0,2fb690258eb8e674c31927854681d5cc2d45b1c31bce4714bbf307673f431069,1584.0
perdonavi,False,perdonare,to forgive,verb,you were forgiving,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Perdonavi sempre.,You were forgiving always.,2586dce4f51c11449ab920ffcdce367b1ad4a7203f2d039e32408092b5368345,1536.0,f9fbf94fe291c9113aa32989b84dc645f3658f3e7dddd3f018a7873940286a1d,1560.0
perdonava,False,perdonare,to forgive,verb,he was forgiving/she was forgiving/you (formal) were forgiving,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Perdonava con facilità.,He forgave easily.,da35baf0bbd5f7571a79518628b44f3b9ab1ffd28cebcf9b2e0c6552e68d8bbe,5424.0,3456041da8fbfce033b2b0c713f0ee2d0084f19c75027f307e743c6eb4c000b8,1560.0
perdonavamo,False,perdonare,to forgive,verb,we were forgiving,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Perdonavamo tutto.,We used to forgive everything.,cd6aa8888ff98917d99c7be6c948515614fe1cba12b5db98eaae2d954383f301,1536.0,6fb35a3934240b1b6ad390a3ca95476a007383563328545bf57035cf4abccbd9,1728.0
perdonavate,False,perdonare,to forgive,verb,you (plural) were forgiving,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Perdonavate spesso.,You (plural) used to forgive often.,b0b2f014025f06761feb665a45bb5203d1ff2adf46351f6f574edd95516b576c,2640.0,c15bb09f6f17e15b71b1eae6dcb23b13a7f7bac2134fa220c87c3499f72de27c,1704.0
perdonavano,False,perdonare,to forgive,verb,they were forgiving,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Perdonavano gli amici.,They used to forgive friends.,01b9132b05f5d22a2bac6b5eada52b323e4a25d45185a26a5b1fe5d493df1d14,1536.0,2faedcd9b9932cba47fb90c137fe0eb8864136306de5ee4d7135866fa3f5811f,1704.0
ho perdonato,False,perdonare,to forgive,verb,I have forgiven,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'perdonato',Ho perdonato il mio amico.,I have forgiven my friend.,602e963d6d122a8ef03fb814ca03ed0e987b299b60dc568fbfd3f7ad7213f36a,1560.0,1ba8e3a6d3f1997df4e9d56b0338b9acd995375a7b413722ec19820ad397c534,1728.0
hai perdonato,False,perdonare,to forgive,verb,you have forgiven,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'perdonato',Hai perdonato l'errore.,You have forgiven the mistake.,ccf4e6a3af1654dd5fac83a1c901c57d67847fa2704f5b85e02c1344b61080f7,1608.0,9ef02b06698fd2b99457732dbe91f1f967ac86a9f8346ca0b3b065be31b14962,1776.0
ha perdonato,False,perdonare,to forgive,verb,he has forgiven/she has forgiven/you (formal) have forgiven,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha perdonato il collega.,He has forgiven the colleague.,d8ac04d3d6c55dae5d77fd36ca38a8358b074483a3e8d87fd21949776dcff4b7,5760.0,8dcb0ed04e68d6ae1db886bde0915e68b582b7730c97f454ed1f4120c7a9e968,1752.0
abbiamo perdonato,False,perdonare,to forgive,verb,we have forgiven,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'perdonato',Abbiamo perdonato tutto.,We have forgiven everything.,57499328fa655dda2c72ebc733887bc6c2af717f53875dc37e6378f0130dfa55,1632.0,fdd415dfe34c3ca402c2352272d2610f0f06bea3dcb2886cb3948d225198f15e,2136.0
