term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
essere,True,essere,to be,verb,to be,"Verbs & Actions,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,irregular verb,Voglio essere onesto.,I want to be honest.,fbce91babd01859c9d0c1dea45b87d1c7055ad2a42da129bebbb8b704e7f4d10,96d944b348dea15b85e0bfc30f18f1c043eb7fed9caa072730fdbca87c8725b6,1056.0,1320.0,ehs-SEH-reh
essendo,False,essere,to be,verb,being,"Verbs & Actions,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Essendo stanco vado a casa.,Being tired I am going home.,fd96c4ced0a33b72e7ef36bdd5c652ccf0b55b6b850a1ffc0feae8f998edb0d9,e0b02f8d4f44cb8fbd822a581e55fa4358080d94e27974d62764a86f3e30f261,1056.0,1488.0,ehs-SEHN-doh
stato,False,essere,to be,verb,been (masculine),"Verbs & Actions,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,Ci sono stato ieri.,I was there yesterday.,b4eedf25ad18f65b538c888f9dd567268c79ac72bcc071640701a94bf3721cb5,76e1617a8e8340e2c7f9e3c11bcb540138c3be65da8cd1a5b6493a3db8003bf4,2040.0,1392.0,STAH-toh
stata,False,essere,to be,verb,been (feminine),"Verbs & Actions,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,Ci sono stata ieri.,I was there yesterday.,5d4bc71a4a33c630de12ed63bb27535f86275227f7e5e23a35080cd8512a56e9,7ea2c6836342322d02fdd59b7ecec54a354e55c2c1a81d5af590c59707f0ad61,1848.0,1392.0,STAH-tah
stati,False,essere,to be,verb,been (masculine plural),"Verbs & Actions,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Ci siamo stati molte volte.,We have been there many times.,fd2bf6f3cf748ae761989994e6ca38916ac0b7afb7d2e1563dc33ee52de52090,ee01d762e9da2f54dc90595e02c36ac075fe550b5fe5876613290133ce12f5b8,2496.0,1392.0,STAH-tee
state,False,essere,to be,verb,been (feminine plural),"Verbs & Actions,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Ci siete state ieri?,Were you there yesterday?,e87349833951015d2ae6ba93d64648d4b3253ea7be927f5a215e99895db8a5bb,1525fc8430307355df4616690364f3ebdebd40f89055f68b90778c1626cf809f,2328.0,1344.0,STAH-teh
sono,False,essere,to be,verb,I am,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Io sono a casa.,I am at home.,36a940e4df13bb7a65de7404345077186757ea2dccb0c01521e76ac66720b42a,9ef544af1ac9679f62762b57108f22742bc43a6edccfd33961d757353c44efaf,1128.0,1296.0,SOH-noh
sei,False,essere,to be,verb,you are,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Sei pronto?,Are you ready?,0ba57849ef4be6d6a46375b4a4625fa7e5b61002fb50c0f44b0bf303127de2ec,2c220e7a1bed1a01a745b7f1edef6eefe509f63905f075d86b4fb872bba71555,1104.0,1200.0,SAY
è,False,essere,to be,verb,he is/she is/you (formal) are,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lui è stanco.,He is tired.,b1a45a58bd6fe62e50e86648eea4be3bc5ab2b0f52f19c3fcdb88d81039119b5,6aae5cc0c2fbd70fd6aca6077f493075451100e6dc3e4fd0033e792642f7dab0,4128.0,840.0,EH
siamo,False,essere,to be,verb,we are,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Siamo amici.,We are friends.,6b97e24bd68e19b24fe3ee601cfaeff0f13197551935f7af1b11575db469ef66,a7ccb9ff2f86dab708963fa4b5e2ed8fb477e3d003e7da6ad186313ca5e4d492,1080.0,1392.0,SYAH-moh
