term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
destare,True,destare,to awaken,verb,to awaken,"core,action",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio destare Marco.,I want to wake Marco.,318111e0010e373a4bb30c260985bba272954280a6d9f3ba16ec7b35d26fd3d9,1392.0,94791da7e693d619f3f0738c86726949719968ad789f705bc6bfc71b0d112ea3,1440.0
destando,False,destare,to awaken,verb,awakening,"core,action",,,,,gerund,,False,False,False,,,,,gerund form,Sto destando il bambino.,I am waking the child.,86d34512217b5c06b6b45be91950658133c09237ba8a37daac5c71960d3971b1,1272.0,31ea047d8aa7a61f4112afc93cab27413e7a68b14be7814161a25fa82b8ba0b1,1560.0
destato,False,destare,to awaken,verb,awakened,"core,action",,,masculine,singular,participle,past,False,False,False,,,,,past participle form,L'ho destato.,I woke him.,d47489287f50b0b8e7a7377fa4d3795674abb7905e0851269f06c87e4840a17c,1224.0,a4ab893ff4eb4a2d2c8254ff659b4584c9012e7d5999c0cdac0b2dea16a33003,1512.0
destata,False,destare,to awaken,verb,awakened,"core,action",,,feminine,singular,participle,past,False,False,False,,,,,past participle form,L'ha destata.,He has woken her.,d47489287f50b0b8e7a7377fa4d3795674abb7905e0851269f06c87e4840a17c,1224.0,4a1471c62b8741db164dc65c211de287991ee9f3fe49db6d41b27b6420984d9e,1512.0
destati,False,destare,to awaken,verb,awakened,"core,action",,,masculine,plural,participle,past,False,False,False,,,,,past participle form,Li abbiamo destati.,We woke them.,d47489287f50b0b8e7a7377fa4d3795674abb7905e0851269f06c87e4840a17c,1224.0,3009a13c2ba27fa8004eeecdd076eb7b450c33d3d6eb658b1f87c59a7a466f32,1512.0
destate,False,destare,to awaken,verb,awakened,"core,action",,,feminine,plural,participle,past,False,False,False,,,,,past participle form,Le abbiamo destate.,We woke them.,d47489287f50b0b8e7a7377fa4d3795674abb7905e0851269f06c87e4840a17c,1224.0,7506cbc5f5522739b2fad9d27d2fce15306e6357e700514adc1a245e8912696a,1488.0
desto,False,destare,to awaken,verb,I awaken,"core,action",,1s,,singular,indicative,present,False,False,False,,,,,,Io desto sempre il gatto.,I always wake the cat.,c8d9c0b7fa107c7bd854f9a613bdda943d1ad2e03100fbb9c1a83db576aa631b,1344.0,fd568894b80006830cca36191b5aa30ee47706d8748c2ca9dc88683a1f039ae8,1344.0
desti,False,destare,to awaken,verb,you awaken,"core,action",,2s,,singular,indicative,present,False,False,False,,,,,,Tu desti il bambino troppo presto.,You wake the child too early.,3c0cfebb000c02db57fbcfd471db5c08b7edb82035ce49836dbbcc7f4ca3b424,1416.0,25e3548dcea5be6fbbe9fc893b4c93e06f41b7bf9abbce5eb370f49e8fbfd19f,1344.0
desta,False,destare,to awaken,verb,he awakens/she awakens/you (formal) awaken,"core,action",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui desta il vicino.,He wakes the neighbor.,14afaa91a2fcae43559bca145a12a139e1f436a981f64b5a5099be36d3ec683e,5184.0,13721e5a5e19d6f703e7eb4f3d4eb4f9d3bee5897d0be17c0b7b2c0018956861,1320.0
destiamo,False,destare,to awaken,verb,we awaken,"core,action",,1p,,plural,indicative,present,False,False,False,,,,,,Noi destiamo i vicini.,We wake the neighbors.,e14e3d30a28de76a2f66522b6669295a1c5608f8d3152d54c2663a09601a68e0,1392.0,44a5e930803bf50acd40c46d873914dd92ec5c9b1a5a213bdb0847e4b83ef89e,1560.0
destate,False,destare,to awaken,verb,you (plural) awaken,"core,action",,2p,,plural,indicative,present,False,False,False,,,,,also past participle feminine plural,Voi destate i bambini ogni mattina.,You (plural) wake the children every morning.,7e71fe0ae8ea148ba1a7e4c56c1b21d01c8bb366f7bcdca70478b90827ad0e80,2520.0,7506cbc5f5522739b2fad9d27d2fce15306e6357e700514adc1a245e8912696a,1488.0
destano,False,destare,to awaken,verb,they awaken,"core,action",,3p,,plural,indicative,present,False,False,False,,,,,,Loro destano i bambini.,They wake the children.,6fbee32049dfddb7b546db49196883ad17ede915ad7a8833ebe38067d122e070,1416.0,eb593637c3583fe8665d7507ad46ccacb6248f7fd01fa1d363d636b4e0469875,1440.0
destavo,False,destare,to awaken,verb,I was awakening/I used to awaken,"core,action",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io destavo sempre presto.,I used to wake up early.,2e76daa9514bb3918152ee9d6c3db3050034ee290a8c5ef833b3568dde68fc06,3264.0,ac580c6521b3cfcdbfc09cebbe299ce340981d0d4716bfad3197e2b774fdab1b,1512.0
destavi,False,destare,to awaken,verb,you were awakening,"core,action",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu destavi il bimbo ogni giorno.,You used to wake the baby every day.,72022d4a8e1fc567485fe045a66c4fa52f202e9ba0356fe3c2c22586d2066ee5,1632.0,391eb7872c6b2fe805b7c60b912cc8e37bf2ee629d13bdcf17cb6182cecfb7da,1488.0
destava,False,destare,to awaken,verb,he was awakening/she was awakening/you (formal) were awakening,"core,action",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei destava il vicino.,She was waking the neighbor.,6b7c434b4110405ddb2a0d941ebc7d4dd15fcc065ec911108057f0aca74be537,5736.0,f5f005262681f17078ba7fb1a275601d9437e665ff3816444a4a6817ab90f46b,1464.0
destavamo,False,destare,to awaken,verb,we were awakening,"core,action",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi destavamo insieme.,We used to wake together.,8964621886143e3dcfb427d833d7fe9387fd012867926c21d58530c45f84d548,1632.0,35c0dba2010a61f0c13e22fdfb463e27f6ac3301329140ad92bf2c787b4e8267,1608.0
destavate,False,destare,to awaken,verb,you (plural) were awakening,"core,action",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi destavate sempre troppo presto.,You (plural) always woke too early.,6530efe070d7cf5ecc065912cef7002ada9f2a15620736c6441577d66d55aa26,2760.0,17931e8859843c77eb724dce3992ed43b395c03b21d74ad680accdc93d9c29b3,1608.0
destavano,False,destare,to awaken,verb,they were awakening,"core,action",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro destavano i vicini la mattina.,They used to wake the neighbors in the morning.,653d4c3be8a4b9c05a68650c2d0a25ea220c42c09d722afed5a81edecf4ed51d,1608.0,d4ab4a0ac63c299daf30910630a08e0bbfa0479ee8f1d7f4bd2f4576eb5bc9c2,1608.0
ho destato,False,destare,to awaken,verb,I have awakened,"core,action",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'destato',Ho destato il cane.,I have woken the dog.,57f905aae62481d63590f286b1f94e79e7eb31a8266baabf609accd7e98b57fa,1488.0,a3d24e7db204312abcc37eb865ac7d5576244819d9f8d1bb15bfa69f550b09d1,1608.0
hai destato,False,destare,to awaken,verb,you have awakened,"core,action",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'destato',Hai destato il bambino.,You have woken the child.,3a8c40588a493864e0eba456e81ff6bf77f100066de1726e2a44d103cff2d864,1560.0,8611a0bf54b738a25635b8499c1aabd4f8f7410b9d2fee50cd8bf813ae83db48,1656.0
ha destato,False,destare,to awaken,verb,he has awakened/she has awakened/you (formal) have awakened,"core,action",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei'; past participle 'destato',Ha destato il vicino.,He has woken the neighbor.,17c0d7521ff63e3d08721aa4685ae517aaea2f7a724c7b40e0f747135e9c54e4,5568.0,085818060832c9c37904f3b6e9c69fbc9c52e6f83904c0475f0a79e53613e0f1,1608.0
