term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
distare,True,distare,to be distant,verb,to be distant,"core,location",,,,,non-finite,infinitive,False,False,False,,,,,intransitive; often used with 'da'; past participle 'distato',Distare è un verbo poco usato.,To be distant is a little-used verb.,c5b267be2763cc92a851c5dea5f6d00132f72946bc8a6f0c1e0c374b3d0e9252,1440.0,ef377aa4e0d35a0b580d2290e99befb45f5e8bee2d741922c0064be8411e62db,1440.0,dee-STAH-reh
distando,False,distare,to be distant,verb,being distant,"core,location",,,,,gerund,,False,False,False,,,,,,"Distando solo due chilometri, si può andare a piedi.","Being only two kilometers away, you can walk.",3bb44861ac46fdf4fbee19a3da6981e8b43c0ae3178d00a1d61d6a783984b967,1536.0,22c0876144377b0b511d387f2458a143905b09bf4f9c4f4e88e0792740f4a3ab,1584.0,dee-STAHN-doh
distato,False,distare,to be distant,verb,been distant,"core,location",,,masculine,singular,participle,past,False,False,False,,,,,past participle 'distato',Il paese è distato cento chilometri dalla città.,The town has been one hundred kilometers from the city.,846c6e5ab69b6549963b5cd732b6f9997be28ae3d68a2191f75eb34e0c7b97da,1440.0,88d4192731d385bbaa9837a95cd7162bfbefbeed1d5b4ae5e2c4000157ad11f4,1536.0,dee-STAH-toh
distata,False,distare,to be distant,verb,been distant,"core,location",,,feminine,singular,participle,past,False,False,False,,,,,past participle 'distato' (feminine),La frazione è distata cento chilometri dalla città.,The hamlet has been one hundred kilometers from the city.,846c6e5ab69b6549963b5cd732b6f9997be28ae3d68a2191f75eb34e0c7b97da,1440.0,e4c3ad8b36febb06acd486389ab3ae528917b3e618cb2a731f1fe579373ef152,1512.0,dee-STAH-tah
distati,False,distare,to be distant,verb,been distant,"core,location",,,masculine,plural,participle,past,False,False,False,,,,,past participle 'distato' (masculine plural),I paesi sono distati diversi chilometri.,The towns have been several kilometers away.,846c6e5ab69b6549963b5cd732b6f9997be28ae3d68a2191f75eb34e0c7b97da,1440.0,117ed78739b651695deb80a2f243fd68bdbbd4257d63547569a69caeffd00814,1512.0,dee-STAH-tee
distate,False,distare,to be distant,verb,been distant,"core,location",,,feminine,plural,participle,past,False,False,False,,,,,past participle 'distato' (feminine plural),Le isole sono distate a largo.,The islands have been far offshore.,846c6e5ab69b6549963b5cd732b6f9997be28ae3d68a2191f75eb34e0c7b97da,1440.0,bb683a2726784d04de4205093cfae6c1ceb347fc150ece2f22615cde77685899,1488.0,dee-STAH-teh
disto,False,distare,to be distant,verb,I am distant,"core,location",,1s,,singular,indicative,present,False,False,False,,,,,,Io disto poco dalla città.,I am a short distance from the city.,079b41d21a6cfb84b6cc46a8acd3913714f9f0260056e7eca1444874d873b233,1464.0,206a3928200e81a17ffa7bf8ee351a724f30040b2579063adc1d2c05f8dfbfce,1344.0,DEE-stoh
disti,False,distare,to be distant,verb,you are distant,"core,location",,2s,,singular,indicative,present,False,False,False,,,,,,Tu disti molto da me.,You are far from me.,40b4f9827f1a0299b49096f871e2e59e615b562174286ccc2fb04f2dc3addca9,1512.0,ed1c179561a18b587e6f82e73e65ed76e73193b0c3e9c79ae588e25f15e16224,1344.0,DEE-stee
dista,False,distare,to be distant,verb,he is distant/she is distant/you (formal) are distant,"core,location",,3s,,singular,indicative,present,False,False,False,,,,,,Il villaggio dista dieci chilometri.,The village is ten kilometers away.,b54c28000c020413af226b3880c8099cd63bb470c5aa64a073bade59887a8d8b,5304.0,a88a090cc520028eda5e9b063065267a7f93b406272facdb507a7ea37caaddba,1320.0,DEE-stah
distiamo,False,distare,to be distant,verb,we are distant,"core,location",,1p,,plural,indicative,present,False,False,False,,,,,,Noi distiamo pochi metri dal centro.,We are a few meters from the center.,ebf26a15e37ba2a97b57f46c6345806dffad7b64fe74561455b8ffcbe128aefc,1488.0,f98a2648fb5209dca03272bca76d714d2fbb1ea88e03443d51dcb7c1a54ff007,1584.0,dee-STYAH-moh
distate,False,distare,to be distant,verb,you (plural) are distant,"core,location",,2p,,plural,indicative,present,False,False,False,,,,,,Voi distate poco dal museo.,You are a short distance from the museum.,d7ac1f2549dad7dd5e48ce05f4cbbb2d9ffd579ce6d09423fbfd190c9fa770fe,2592.0,bb683a2726784d04de4205093cfae6c1ceb347fc150ece2f22615cde77685899,1488.0,dee-STAH-teh
distano,False,distare,to be distant,verb,they are distant,"core,location",,3p,,plural,indicative,present,False,False,False,,,,,,Le case distano poche centinaia di metri dalla stazione.,The houses are a few hundred meters from the station.,640e6b4ccab778144803aec9f4748a62d9e201e4e01c4afd269576dc27121ba2,1488.0,55fefafd92fd15b3b9ad128be1661a4f152900913ddedae7522de76a0040ee9b,1440.0,dee-STAH-noh
distavo,False,distare,to be distant,verb,I was distant,"core,location",,1s,,singular,indicative,imperfect,False,False,False,,,,,,"Quand'ero piccolo, io distavo poco dalla città.","When I was small, I was a short distance from the city.",145f09d7c496f4dab1e22ac9a86513122ba4fd67e98e9b377da4afc2b961a0bc,1488.0,93d38872f820daae79b6863b1784259b75ad27bdbac23dab39d9f6deb82584d2,1512.0,dee-STAH-voh
distavi,False,distare,to be distant,verb,you were distant,"core,location",,2s,,singular,indicative,imperfect,False,False,False,,,,,,"Da ragazzo, tu distavi molto dai compagni.","As a boy, you were far from your classmates.",dfa823a5b225fd9d1a628d250a1974e79f9bf24e25cd2fea581032babfe7e0c2,1512.0,50cf42acb019a24f86c303b9c6a443a975618e032df2bf50ea5cb5f423cd0c9b,1488.0,dee-STAH-vee
