term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
succedere,True,succedere,to happen,verb,to happen,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,intransitive; mostly used in 3rd person; past participles: 'successo' (to happen) and 'succeduto' (to succeed/follow),Può succedere di tutto.,Anything can happen.,d699e36a88a55d8421ddbb0588829dc8dfaea8825870278d581baa76e397a595,a30532341ca8255bdf1b38a7c91b6b60944139a2419b8b4b975b3d8272e6803a,1200.0,1608.0,sook-cheh-DEH-reh
succedendo,False,succedere,to happen,verb,happening,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sta succedendo qualcosa.,Something is happening.,6b1fc268a4c501e12bf79aafb12bb29c4d1bec0b1e031308e3f39c638212fe25,46452f64dab5497093ee7ac5d02d935059b1c1a82d3d5fa37068eeba7d9a40e2,1152.0,1752.0,sook-cheh-DEHN-doh
successo,False,succedere,to happen,verb,happened,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle for 'to happen',È successo tutto ieri.,Everything happened yesterday.,0c5ad625a9db1d24baa43fc49630d3b8673d6966c4a7de602f92de8e99293e37,897b801c4d57999e8dd4adaf3d53c0c9ab8b831f1fb730794c290367871acba4,1104.0,1632.0,sook-CHEHS-soh
successa,False,succedere,to happen,verb,happened,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine,È successa la stessa cosa.,The same thing happened.,f89a722d93c6cc4f14a4e43e04943ce16bff6558d42953a3b69cdec43c59bda2,897b801c4d57999e8dd4adaf3d53c0c9ab8b831f1fb730794c290367871acba4,1104.0,1608.0,sook-CHEHS-sah
successi,False,succedere,to happen,verb,happened,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Sono successi diversi problemi.,Several problems happened.,f99704a39a0e3e80219bbafc83ce05165e145638c0ba6e593325ea31ca9c0f9b,897b801c4d57999e8dd4adaf3d53c0c9ab8b831f1fb730794c290367871acba4,1104.0,1656.0,sook-CHEHS-see
successe,False,succedere,to happen,verb,happened,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Sono successe cose strane.,Strange things happened.,2afdf768400857984c4ffb6514a694e619ed390d717963b7117dd1175647a407,897b801c4d57999e8dd4adaf3d53c0c9ab8b831f1fb730794c290367871acba4,1104.0,1632.0,sook-CHEHS-seh
succedo,False,succedere,to happen,verb,I happen/I succeed,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,natural chiefly with 'succeed' sense in 1st person,Io succedo a Marta come presidente.,I succeed Marta as president.,bc64f4aaf7c2c2d417ca2f02969fcd83cfa144674dd80222ce0c713d2a71b95f,3f5dcdde5edcc31a47334afd3d533179f442327c4b1eb65fe74b2ab62d433b55,2496.0,1536.0,sook-CHEH-doh
succedi,False,succedere,to happen,verb,you happen/you succeed,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,natural chiefly with 'succeed' sense in 2nd person,Tu succedi a me nella turnazione.,You succeed me in the rotation.,de67c9ffabc0266dcc53e012e25ab0b088cc19ca7bb07022831b4997654bc952,ba771b3c65c93021f51e2cfd0da2a2c908a09f76fcac347b5525c2e6c489b164,2568.0,1536.0,sook-CHEH-dee
succede,False,succedere,to happen,verb,he happens/she happens/you (formal) happen,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Che cosa succede?,What is happening?,59864dd5f6965e8c1e8e5641dccc941f6cf6c1bd39a20d8cca96a87b5e23601f,17d09e3c46bd3b704dfcfba41e525aac8286a88c36cb12f4c17ef5259d5fbfc9,4656.0,1488.0,sook-CHEH-deh
succediamo,False,succedere,to happen,verb,we happen/we succeed,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi succediamo ai fondatori.,We succeed the founders.,20a7fbc9483f59cd2a7e0aa514375f606f08dc4310ed892f56f817a669ba2ca6,f626ad64850c1e3901b934d404c918ff22e5d92669046356e6ec32175b5630dc,2616.0,1728.0,sook-cheh-DYAH-moh
succedete,False,succedere,to happen,verb,you (plural) happen/you (plural) succeed,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi succedete a loro in lista.,You succeed them on the list.,edcad67762837ed9c31aa197329e2df4ac50eace3c922ce8e1f63920922f1562,7dfbce220f46bf5be02a82386e11dde8b87a658ffbdb713baeaf90d051dd9ca3,4944.0,1656.0,sook-cheh-DEH-teh
succedono,False,succedere,to happen,verb,they happen/they succeed,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,A volte succedono imprevisti.,Unexpected events sometimes happen.,a5726fcf25471a9b847f86855eae8b568a87c92e4a3fde4cbb7d1d3401014a5a,87438d38f9efc2ac487a9b9732e9350f1320ea65b29f8c6843e715150404fe82,2640.0,1656.0,sook-cheh-DOH-noh
succedevo,False,succedere,to happen,verb,I was happening/I used to succeed,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Succedevo sempre al mio capo nelle riunioni.,I always succeeded my boss in the meetings.,e8cff0063d933f08b1fbec4ab91aaa351051e2fa379f1f5aad60f31366f5125d,85f67b26c4830069ecab8455923fc485845e83ff35517899c3e2f61aa87636e2,3192.0,1656.0,sook-cheh-DEH-voh
succedevi,False,succedere,to happen,verb,you were happening/you used to succeed,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Succedevi spesso a tua sorella.,You often succeeded your sister.,7a36143566a67aba05799f314d3efe418cc50708ac0a1ac5f2d5ef47a8f49a7e,f266c72fec8f65cb03e6b446c5e9ddd6dff13279b7024f8381be9d6e2adae84b,3192.0,1656.0,sook-cheh-DEH-vee
succedeva,False,succedere,to happen,verb,he was happening/she was happening/you (formal) were happening,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Succedeva spesso.,It happened often.,4646bb0aca73be3f3fbf65e1b2056f2b7f91561316e149953f088a96ce5452e3,632a82b5113c6f804d861429b18277c45114155ff0a49a8943921c1d4bebfa10,5352.0,1632.0,sook-cheh-DEH-vah
succedevamo,False,succedere,to happen,verb,we were happening/we used to succeed,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Succedevamo l'uno all'altro.,We succeeded one another.,9eabb7c85547e040e9cc53fbfa459c8f187692f5356ccfa70109a3a26e1fcb30,4f5160cf83611d8d8e4ab2d6a67557cfcc248a8e6db34a95e3e4075d3f708ae9,3264.0,1824.0,sook-cheh-deh-VAH-moh
succedevate,False,succedere,to happen,verb,you (plural) were happening/you (plural) used to succeed,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Succedevate nei turni.,You happened in shifts.,7e431c94f6912715fc07a4a9f1d313fbe726b43f28bb381b742a58f1d26a0a3e,a36c464b3d3cf5beda3bdee5c0315dbe16c87e1c828e06275977f02161c98a1b,5568.0,1800.0,sook-cheh-deh-VAH-teh
succedevano,False,succedere,to happen,verb,they were happening/they used to succeed,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Succedevano cose strane.,Strange things were happening.,a08c0b5ec71b6ec6ba0f95368451c5bca215c9296425b40bcb947b0170b21faa,3f64e0083995beec1e8410cec0129dfa5334c7e12dd389b91b9ca57db042b021,3264.0,1800.0,sook-cheh-deh-VAH-noh
sono successo,False,succedere,to happen,verb,I have happened,"core,verb",,1s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; rare with 1st person,ieri sono successo per caso.,Yesterday I happened by chance.,526be04c6188cff67371824407337dcf7e128560a7a0ccf0781d56d263051196,2170de9a2c8496bab89e32d6848eb7c9900409e19a4ff896a03977249478bd14,1368.0,1992.0,SOH-noh sook-CHEHS-soh
sono successa,False,succedere,to happen,verb,I have happened,"core,verb",,1s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; rare with 1st person,Ieri sono successa per caso.,Yesterday I happened by chance.,965644ca9a9a9f70736a508497c445780ea4f7b96ff0be00de0f6947ea5d2467,2170de9a2c8496bab89e32d6848eb7c9900409e19a4ff896a03977249478bd14,1368.0,1992.0,SOH-noh sook-CHEHS-sah
sei successo,False,succedere,to happen,verb,you have happened,"core,verb",,2s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; rare with 2nd person,Sei successo proprio ora.,You happened just now.,bac41bf60501492769c6319de7bd92358bae53444dd0bdd50f2bc1a7de2b00cd,73235cbcae7bcf61853beddf85a47aa85c1f1a5f30415c4112105f32b6489bc6,1416.0,1944.0,SAY sook-CHEHS-soh
sei successa,False,succedere,to happen,verb,you have happened,"core,verb",,2s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; rare with 2nd person,Sei successa proprio ora.,You happened just now.,1446aa16eabb7460f1e80a880f844c7a71d1b258172abb64f689f4a399da1ade,73235cbcae7bcf61853beddf85a47aa85c1f1a5f30415c4112105f32b6489bc6,1416.0,1968.0,SAY sook-CHEHS-sah
