term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,pronunciation
stare,True,stare,to stay,verb,to stay,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular verb; past participle 'stato'; passato prossimo used with auxiliary essere,Voglio stare qui.,I want to stay here.,STAH-reh
stando,False,stare,to stay,verb,staying,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Stando qui capisco meglio.,By staying here I understand better.,STAHN-doh
stato,False,stare,to stay,verb,been,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Sono stato in Italia.,I have been to Italy.,STAH-toh
stata,False,stare,to stay,verb,been,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Sono stata in Italia.,I have been to Italy.,STAH-tah
stati,False,stare,to stay,verb,been,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Siamo stati al mare.,We have been at the seaside.,STAH-tee
state,False,stare,to stay,verb,been,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Siamo state felici.,We have been happy.,STAH-teh
io sto,False,stare,to stay,verb,I stay,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io sto a casa oggi.,I stay at home today.,EEOH STOH
tu stai,False,stare,to stay,verb,you stay,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu stai bene.,You stay well.,TOO STAHEE
lui sta,False,stare,to stay,verb,he stays/she stays/you (formal) stay,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui sta meglio.,He is feeling better.,LOOEE STAH
noi stiamo,False,stare,to stay,verb,we stay,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi stiamo insieme.,We stay together.,NOHEE STEEAH-moh
voi state,False,stare,to stay,verb,you (plural) stay,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi state attenti.,You are careful.,VOHEE STAH-teh
loro stanno,False,stare,to stay,verb,they stay,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro stanno qui.,They stay here.,LOH-roh STAHN-noh
io stavo,False,stare,to stay,verb,I was staying,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io stavo male allora.,I was feeling bad then.,EEOH STAH-voh
tu stavi,False,stare,to stay,verb,you were staying,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu stavi lontano.,You were staying far away.,TOO STAH-vee
lui stava,False,stare,to stay,verb,he was staying/she was staying/you (formal) were staying,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei stava leggendo.,You (formal) were reading.,LOOEE STAH-vah
noi stavamo,False,stare,to stay,verb,we were staying,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi stavamo insieme allora.,We were staying together then.,NOHEE stah-VAH-moh
voi stavate,False,stare,to stay,verb,you (plural) were staying,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi stavate zitte.,You were quiet.,VOHEE stah-VAH-teh
loro stavano,False,stare,to stay,verb,they were staying,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro stavano al mare.,They were staying at the seaside.,LOH-roh stah-VAH-noh
sono stato,False,stare,to stay,verb,I have stayed,"core,verb",,1s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono stato in città.,I have been in the city.,SOH-noh STAH-toh
sono stata,False,stare,to stay,verb,I have stayed,"core,verb",,1s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono stata in città.,I have been in the city.,SOH-noh STAH-tah
sei stato,False,stare,to stay,verb,you have stayed,"core,verb",,2s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sei stato molto gentile.,You have been very kind.,SEHEE STAH-toh
sei stata,False,stare,to stay,verb,you have stayed,"core,verb",,2s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sei stata coraggiosa.,You have been brave.,SEHEE STAH-tah
è stato,False,stare,to stay,verb,he has stayed/she has stayed/you (formal) have stayed,"core,verb",,3s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei'; participle agrees with subject,È stato fortunato.,He has been lucky.,EH STAH-toh
è stata,False,stare,to stay,verb,he has stayed/she has stayed/you (formal) have stayed,"core,verb",,3s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei'; participle agrees with subject,È stata fortunata.,She has been lucky.,EH STAH-tah
siamo stati,False,stare,to stay,verb,we have stayed,"core,verb",,1p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siamo stati amici.,We have been friends.,SEEAH-moh STAH-tee
siamo state,False,stare,to stay,verb,we have stayed,"core,verb",,1p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siamo state felici.,We have been happy.,SEEAH-moh STAH-teh
siete stati,False,stare,to stay,verb,you (plural) have stayed,"core,verb",,2p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siete stati puntuali.,You have been punctual.,SEEEH-teh STAH-tee
siete state,False,stare,to stay,verb,you (plural) have stayed,"core,verb",,2p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Siete state molto utili.,You have been very helpful.,SEEEH-teh STAH-teh
sono stati,False,stare,to stay,verb,they have stayed,"core,verb",,3p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono stati impegnati.,They have been busy.,SOH-noh STAH-tee
sono state,False,stare,to stay,verb,they have stayed,"core,verb",,3p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle agrees with subject,Sono state contente.,They have been happy.,SOH-noh STAH-teh
stetti,False,stare,to stay,verb,I stayed,"core,verb",,1s,,singular,indicative,passato remoto,False,False,False,,,,,passato remoto; literary/past historic form; irregular stem 'stett-',Stetti a casa tutta la giornata.,I stayed at home all day.,STEHT-tee
stesti,False,stare,to stay,verb,you stayed,"core,verb",,2s,,singular,indicative,passato remoto,False,False,False,,,,,passato remoto; irregular stem 'stett-',Tu stesti lì per ore.,You stayed there for hours.,STEH-stee
stette,False,stare,to stay,verb,he stayed/she stayed/you (formal) stayed,"core,verb",,3s,,singular,indicative,passato remoto,False,False,False,,,,,passato remoto; also used as formal 'Lei'; irregular stem 'stett-',Lui stette zitto.,He stayed quiet.,STEHT-teh
stemmo,False,stare,to stay,verb,we stayed,"core,verb",,1p,,plural,indicative,passato remoto,False,False,False,,,,,passato remoto; irregular stem 'stett-',Stemmo insieme quella settimana.,We stayed together that week.,STEHM-moh
steste,False,stare,to stay,verb,you (plural) stayed,"core,verb",,2p,,plural,indicative,passato remoto,False,False,False,,,,,passato remoto; irregular stem 'stett-',Voi steste molto fermi.,You stayed very still.,STEH-steh
stettero,False,stare,to stay,verb,they stayed,"core,verb",,3p,,plural,indicative,passato remoto,False,False,False,,,,,passato remoto; irregular stem 'stett-',Loro stettero fino a mezzanotte.,They stayed until midnight.,steht-TEH-roh
