term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
tenere,True,tenere,to hold/to keep,verb,to hold/to keep,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular verb; used with auxiliary avere; past participle 'tenuto',Voglio tenere il segreto.,I want to keep the secret.,94e022d18eec57be675e369ad10230f3252a7a3ebe57176b7eab06e9f62c929d,15f4fea62418c18e4808d12a1a1eb51ab809b497ccfb520de1fcb9e1c750d3b0,2304.0,1272.0
tenendo,False,tenere,to hold/to keep,verb,holding/keeping,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto tenendo la porta.,I am holding the door.,348e7900a538fea156d04b22edd63d3e50652855de2c3eb51a77bf00e4bbdb2c,9d1762876e88779bbcc54990b5cc7d16ebdca70e1a9e81430d496ea6d12b0863,2184.0,1416.0
tenuto,False,tenere,to hold/to keep,verb,held/kept,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle,Lo ho tenuto.,I held it.,c183aff638b8f10b1ec6b3cd10be821590b921b7fec71abd213882abfffc74b0,3ddf1dace65dea14f31f45345b7460be78b9c67d3ca653848f094a52d2aa114e,1968.0,1344.0
tenuta,False,tenere,to hold/to keep,verb,held/kept,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle,La ho tenuta.,I held it.,eb915c4d30fbd9f276bbd58b47b458d73d842ef9fafb2e66384e7077c904a1dd,3ddf1dace65dea14f31f45345b7460be78b9c67d3ca653848f094a52d2aa114e,1968.0,1320.0
tenuti,False,tenere,to hold/to keep,verb,held/kept,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li ho tenuti.,I held them.,c6984779790f51c5b7250a48c99e4727fa5c76bb6c0f9dbea36dd19adef99ba7,3ddf1dace65dea14f31f45345b7460be78b9c67d3ca653848f094a52d2aa114e,1968.0,1344.0
tenute,False,tenere,to hold/to keep,verb,held/kept,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le ho tenute.,I held them.,7a47d1999f37aa92d45db5ce26b9927f7db2037e74902f544bf6dccb003fa723,3ddf1dace65dea14f31f45345b7460be78b9c67d3ca653848f094a52d2aa114e,1968.0,1296.0
tengo,False,tenere,to hold/to keep,verb,I hold/I keep,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,irregular present root change,Tengo i soldi al sicuro.,I keep the money safe.,f23a4dba9c5abb694169e89e3db039f4cec828f74b83fe8435d103d2d8786521,6f1420158d74842f2e93ad7dcab951c98f959dc0e01974e86c139d0a9234130f,2208.0,1296.0
tieni,False,tenere,to hold/to keep,verb,you hold/you keep,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tieni il telefono.,You hold the phone.,5773e44f72f2327dd12dde19bf1088bfd413e8be10972183a9989506a1a4b796,6b4b6a4f8fe95b4faa33e196238a000f59111e710a3719bf5246901df891d112,2328.0,1248.0
tiene,False,tenere,to hold/to keep,verb,he holds/she holds/you (formal) hold,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Tiene la porta aperta.,He holds the door open.,6e66ad54a8c4ed2a12409226acd9247b102aa34620004967495084c5a3dfa151,5eaec3d031b3d93ba28fcc174193a952599afa04800f9381c56a23f04ed5b62f,4512.0,1200.0
teniamo,False,tenere,to hold/to keep,verb,we hold/we keep,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Teniamo tutto ordinato.,We keep everything tidy.,83bffbdd725c0b5ed51518ad70eecf737a48017d001fa9df6325b34caa5e78a9,9122cd4cbbdeabc00b408e3061abc0202bd48e84e62fd844859c0609ddabfaa1,2352.0,1416.0
tenete,False,tenere,to hold/to keep,verb,you (plural) hold/you (plural) keep,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Tenete la destra.,You (plural) keep to the right.,b73c49bb91d4dc7ea85e7837e9bee5dd6a81a898ff2c8b0e43a8313476a60039,d3453da5720a7de551a0c3859899a0d95dbd74f0a0f15727de4a769984d29988,4560.0,1320.0
tengono,False,tenere,to hold/to keep,verb,they hold/they keep,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Tengono il ritmo.,They keep the rhythm.,e4a42b231852d22a023bf4d3917c855d5909e033214c2b0d2bbcc0ced0117e6f,b5238516e3a97ce7b0a60fca469ccfcddf1fc07024e084dd98e0e49e47f2dfa2,2400.0,1392.0
tenevo,False,tenere,to hold/to keep,verb,I was holding/I was keeping,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Tenevo il bambino in braccio.,I was holding the baby in my arms.,22e865d18a34e1ecda081ea657e31188c223a819523ce01ea347156cf8c25375,eda1ac73c13418717ef6de3033decfcd8bb089b8da7c80e8ea65f467f2adf9b2,2736.0,1320.0
tenevi,False,tenere,to hold/to keep,verb,you were holding/you were keeping,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tenevi il posto?,Were you keeping the seat?,3e9079133f56137f9dd8e4179f68c34d27bc95c6537dc71af900fc256e39683a,e28bd2aac2940996f66ffa22b14f226954c68580989c8352784309ca53eb93b1,2736.0,1296.0
teneva,False,tenere,to hold/to keep,verb,he was holding/she was holding/you (formal) were holding,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Teneva sempre la luce accesa.,He was always keeping the light on.,31dd9d150806a2650330ea84d56af8229937cbffade845ec62748acbbf869f52,87d32cf8ae560cf66caa166b4558e51da08a14db38237325149ffb76f53f83ac,5136.0,1320.0
tenevamo,False,tenere,to hold/to keep,verb,we were holding/we were keeping,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Tenevamo la porta chiusa.,We were keeping the door closed.,dd2eac03bf6694df1bef0fbeae4408f2c6b002e0789481c56f1afc2df61ac127,8528e5a9c964b75b3614a8a265e2d704ced8ed1b7594413b7f0cf25b63d5f891,2808.0,1488.0
tenevate,False,tenere,to hold/to keep,verb,you (plural) were holding/you (plural) were keeping,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Tenevate un buon ritmo.,You (plural) were keeping a good pace.,15f0cb8f96f16d0c9752089412688772e071dfc1add25f79e57c2f30f4fd5900,c14debacc58154a85ae302fffa7a51707b07e6c40c2ef15970f0b6f323821d18,5112.0,1488.0
tenevano,False,tenere,to hold/to keep,verb,they were holding/they were keeping,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Tenevano il segreto.,They were keeping the secret.,cb8ea8f01b1a0e9e011acea2d1818bfad3721a0862cb107192a8b3635c86e901,f9cdaf12bf8dfe5bf6be07b63e43b1892ad5fbd732952c95d84103d4970ba2b0,2832.0,1464.0
