term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
includere,True,includere,to include,verb,to include,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle 'incluso',Voglio includere tutte le informazioni.,I want to include all the information.,5dd9b500aa756040e34d326a56120c2cf61be49245c09a832d33005586e2d9a4,1344.0,33e1d0f9c7e90b84f2a89856002bfe6a4146b43c9e7edbf2b779645e4c32e27c,1512.0
includendo,False,includere,to include,verb,including,"core,verb",,,,,gerund,,False,False,False,,,,,,Sto includendo gli allegati.,I am including the attachments.,0ff25d139081e3d1b7d67d3db4187f199ca2e04f771e2c3ef8ff2118175d9285,1224.0,82538943dacb9d6e69504007c8d6e8a06e2f640683b553b0ada088c1c166ee16,1680.0
incluso,False,includere,to include,verb,included,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere,È incluso nel contratto.,It is included in the contract.,da6b6757eee81412ad4e67ebf1906b662d63d549b1be30f5e2d7e4f66a4b7711,1224.0,1b058e46d60d1dfa081b5bf20968e766243d9d85461796cc743aefc340798b60,1512.0
inclusa,False,includere,to include,verb,included,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,,La clausola è inclusa.,The clause is included.,da6b6757eee81412ad4e67ebf1906b662d63d549b1be30f5e2d7e4f66a4b7711,1224.0,81412e3352178e8fa04d4e59bb1784c9f2bb55d1b9b6d5b053925e0c272ad7a0,1488.0
inclusi,False,includere,to include,verb,included,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,,I prezzi inclusi sono corretti.,The included prices are correct.,da6b6757eee81412ad4e67ebf1906b662d63d549b1be30f5e2d7e4f66a4b7711,1224.0,9cca7bbf5c546410101e267668e029329fc932c4d5756067a500d46fcb6097a0,1512.0
incluse,False,includere,to include,verb,included,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,,Le voci incluse sono segnate.,The included items are marked.,da6b6757eee81412ad4e67ebf1906b662d63d549b1be30f5e2d7e4f66a4b7711,1224.0,86f5495275e81591f50e693876821dd330578e629aa64ca6f0d9730ae8e0b77a,1464.0
includo,False,includere,to include,verb,I include,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io includo sempre un riepilogo.,I always include a summary.,000b12b442816a7ac1c1835281cb5eef1117b1eaf3d8c9855470e67a512fddd5,1320.0,27d49b3301171572b99eca3b6ab8590bae200bfa3ddf577984e8acba496b660d,1440.0
includi,False,includere,to include,verb,you include,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu includi le note nel documento.,You include the notes in the document.,7596fe042ad727230726b3dadb1a6e8fc5b2d510786617c3dec562daf6943dd4,1368.0,eee51890102f074d493d8e7a18873dfcd09078bdaab15543dccdb9a6b69159bd,1440.0
include,False,includere,to include,verb,he includes/she includes/you (formal) include,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,Also used as formal 'Lei',Lui include i dettagli.,He includes the details.,ec59fb9c9a86c32427c2dd2e1cf0fe8b8e9ab8b8efc282de3818e904175fc420,5112.0,4e3b5f9bf04d0b63f7412f91a23b94dc12ea953d1e7d8d745b86fae67ee96060,1416.0
includiamo,False,includere,to include,verb,we include,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi includiamo tutti i riferimenti.,We include all the references.,f2cb86b94d48115546c4ae002ba23f6715a59ae5dab63d76d3eca92dc1cee47f,1368.0,3b91610c75b01c616c27a884e04555d489fda7d67dcd568feb0b952e3b3bc626,1656.0
