term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
ancorare,True,ancorare,to anchor,verb,to anchor,"nautical,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; used with auxiliary avere,Voglio ancorare qui.,I want to anchor here.,4ad23bea9510069fc9a93da80c8faed98ad3e8f32708cf932f9c88832b161ad1,726c75e4405fcb745fc2576c66bb380247b50b88ef0a58d0a8c1938ec4e820d0,1272.0,1464.0,ahn-koh-RAH-reh
ancorando,False,ancorare,to anchor,verb,anchoring,"nautical,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto ancorando la barca.,I am anchoring the boat.,f91878d729e0d545ff567c4958c6fd558354b8b53fba6a33b56848bf7bbcdb94,8de2eb0383cf73a0ae0439a7bb8d6d21dc118300268e2d7ed36606bd31bcd9bb,1176.0,1608.0,ahn-koh-RAHN-doh
ancorato,False,ancorare,to anchor,verb,anchored,"nautical,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,L'ho ancorato.,I anchored it.,f805407c28690e3cee10b64a80ec39ef4d71151c4bbe187a71498795b8e0d958,b181ac0341196401d07e70af03aeb755cef59a55de70d2ea6508fa8e037f1179,1104.0,1560.0,ahn-koh-RAH-toh
ancorata,False,ancorare,to anchor,verb,anchored,"nautical,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'ho ancorata.,I anchored it.,010b91a61fb55e2dcada8836e10c3bd78374fc79bdaf2ac348b92f9360addba0,b181ac0341196401d07e70af03aeb755cef59a55de70d2ea6508fa8e037f1179,1104.0,1536.0,ahn-koh-RAH-tah
ancorati,False,ancorare,to anchor,verb,anchored,"nautical,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho ancorati.,I anchored them.,56fba6f209aa3cd3d909fa6f50cf3f2243f1e577234453a08ae0a700535b7e40,b181ac0341196401d07e70af03aeb755cef59a55de70d2ea6508fa8e037f1179,1104.0,1560.0,ahn-koh-RAH-tee
ancorate,False,ancorare,to anchor,verb,anchored,"nautical,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho ancorate.,I anchored them.,f427c565a96599d599af8db2d04b3f596cf693fa1e1da9e8c4ff1c2418a1cf97,b181ac0341196401d07e70af03aeb755cef59a55de70d2ea6508fa8e037f1179,1104.0,1512.0,ahn-koh-RAH-teh
ancoro,False,ancorare,to anchor,verb,I anchor,"nautical,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io ancoro la barca.,I anchor the boat.,0e745cafcb8ac84fa985e875b8db7e302724c77bb860d469ed0c23921780569f,5630c607d396cb0d79a27dfcee1df0c75bed30c61286b59d75764e00b11d3a5c,1248.0,1320.0,ahn-KOH-roh
ancori,False,ancorare,to anchor,verb,you anchor,"nautical,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu ancori la barca.,You anchor the boat.,8036026ea0164b3aa3d0eeb4ccd48f9697770dd8dde371d09c76b78b478ef78f,e2919e85a168f101f151a70ae629829e035568144ba96e606c6ca38481ecc2af,1272.0,1296.0,ahn-KOH-ree
ancora,False,ancorare,to anchor,verb,he anchors/she anchors/you (formal) anchor,"nautical,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui ancora la barca.,He anchors the boat.,5a2d86e7b613792f3451743bca6822e2fac52e2173c3a5e1cf88c7d4ba53d7f0,2ca4ef3ffb2314a85b638dc44aad6f23e24de59c683b9545f9bebeeee765461e,4800.0,1368.0,ahn-KOH-rah
ancoriamo,False,ancorare,to anchor,verb,we anchor,"nautical,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi ancoriamo qui.,We anchor here.,bca2c3a98aa2a35f86c6acb4d665c41d974131b2cfe708af605387d79a69b5a0,b46e6c97e588f5f55feed89cc0aefbdfde1c8811b408f29fe277b9f04c83b343,1272.0,1608.0,ahn-koh-RYAH-moh
