term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
avere,True,avere,to have,verb,to have,Verbs & Actions,,,,,non-finite,infinitive,False,False,False,,,,,auxiliary verb; irregular present; past participle 'avuto',Voglio avere più tempo.,I want to have more time.,0c9270c1504b995d2ed3223bf8041318ffca4a318d7659343a37fe1a6e913812,3b1a9d6254ac5c38dc8dd001eea7fd2b361b6ba6f44e10c831b0a6d0ddfa43c8,1104.0,1248.0,ah-VEH-reh
avendo,False,avere,to have,verb,having,Verbs & Actions,,,,,gerund,,False,False,False,,,,,gerund form,Sto avendo problemi.,I am having problems.,3565873b00016c8a0961b54ebbfa5524d459f608ef4fb3bddec38de3cdd9425f,4e5c69ee0580efec89a720f53435f85c7f063bee2df77e16dbbc4feb6a19572a,1080.0,1368.0,ah-VEHN-doh
avuto,False,avere,to have,verb,had,Verbs & Actions,,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",L'ho avuto.,I had it.,ae6999b723336bfaed0bb99dfce2c0203d873fd8eb5cbe92b8b39128cb07b77d,e76d0e2ea6c560ebb1a7a480d124135c34407597dd05bcda5a51d6bd4ae75088,1008.0,1320.0,ah-VOO-toh
avuta,False,avere,to have,verb,had,Verbs & Actions,,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",L'ho avuta.,I had it.,792708f998c82661f57ef1dfd1b5b22873f26e0a1379637f2ab33dced317176a,e76d0e2ea6c560ebb1a7a480d124135c34407597dd05bcda5a51d6bd4ae75088,1008.0,1296.0,ah-VOO-tah
avuti,False,avere,to have,verb,had,Verbs & Actions,,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",Li ho avuti.,I had them.,1c085a9345b9fd9486f2e5ddf7670a833cf276f4e68a05f0ad879a24ea11abf3,e76d0e2ea6c560ebb1a7a480d124135c34407597dd05bcda5a51d6bd4ae75088,1008.0,1296.0,ah-VOO-tee
avute,False,avere,to have,verb,had,Verbs & Actions,,,feminine,plural,participle,past,False,False,False,,,,,"past participle, feminine plural",Le ho avute.,I had them.,93652fd43b76d56edb10050325cf69bb568fcf372b39c6dde94da4eec8832a45,e76d0e2ea6c560ebb1a7a480d124135c34407597dd05bcda5a51d6bd4ae75088,1008.0,1272.0,ah-VOO-teh
ho,False,avere,to have,verb,I have,Verbs & Actions,,1s,,singular,indicative,present,False,False,False,,,,,irregular present of 'avere',Io ho un cane.,I have a dog.,1b80836fece52fbbe8a9234fa28c674cc893fdccffc311e2b025bf65c081e966,2d39dd665fa2f1fa872c61e929bed27506a2f1185d72e32c514f5f81639e9151,1056.0,864.0,OH
hai,False,avere,to have,verb,you have,Verbs & Actions,,2s,,singular,indicative,present,False,False,False,,,,,irregular present of 'avere',Tu hai freddo?,Are you cold?,158ca5c1f072bf1e60deb4f650933bc2d83bba594e7f7424af270aafbada9628,f121dabeae8b0fbb43892484a8e18130c35e46e1080177ea9fd474b23ad84626,1104.0,984.0,EYE
ha,False,avere,to have,verb,he has/she has/you (formal) have,Verbs & Actions,,3s,,singular,indicative,present,False,False,False,,,,,irregular present of 'avere'; also used as formal 'Lei',Lei ha tempo?,Do you have time?,045dea93916dbce0a5b7fe3ee5208aecdc0563e3eb99dd7948d93cce4a789347,2708e404cd09a8b93a7711ba47875230f402f7692cabbf9fd2130433669a051f,4296.0,864.0,AH
abbiamo,False,avere,to have,verb,we have,Verbs & Actions,,1p,,plural,indicative,present,False,False,False,,,,,irregular present of 'avere',Abbiamo due figli.,We have two children.,a30e738e1386ab45da5b963064087a1a4617bf7a01bc691cf7e3e522ab417629,4064fa19bb41863c59abebc8c6ac7cfc51473cfab37e4d29dbc970ff6cc0db5f,1104.0,1416.0,ahb-BYAH-moh
