term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
trovare,True,trovare,to find,verb,to find,Verbs & Actions,,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; past participle 'trovato',Voglio trovare il mio telefono.,I want to find my phone.,d13124632eeda0a71eadf2612c72d0daa23ae5eb0975d832ed5f179d3e416ce8,3b914e6f03b34150ae5588680508138806796e1a5a16163ebfe610c5b8e7350f,1200.0,1368.0,troh-VAH-reh
trovando,False,trovare,to find,verb,finding,Verbs & Actions,,,,,gerund,,False,False,False,,,,,gerund form,Sto trovando la strada.,I am finding the way.,39af1767a1e3f4bd7ce711443f3c380f2de4a56193bc6389c2638317a4c2c077,be50672e9f3f998f97308b80a52045fa88627c828d0adab2359e3adcf4bca34d,1152.0,1512.0,troh-VAHN-doh
trovato,False,trovare,to find,verb,found,Verbs & Actions,,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",L'ho trovato.,I found it.,59ce5ed3630e87ace797028121d54e7b5960879d6f3c902d23338d07ce13c8ed,c8c235f6007e008179184023710367ba7cdfdc3828a2d32d2937acb45c62c735,1080.0,1440.0,troh-VAH-toh
trovata,False,trovare,to find,verb,found,Verbs & Actions,,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",L'ho trovata.,I found it.,563ea18bf8e1b312b89c49dd85290223ac42eb726dc16597445f63c73e628ec6,c8c235f6007e008179184023710367ba7cdfdc3828a2d32d2937acb45c62c735,1080.0,1440.0,troh-VAH-tah
trovati,False,trovare,to find,verb,found,Verbs & Actions,,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",Li ho trovati.,I found them.,30bbbdd512be9946d9fe23500672db0b4b1a9b1c438d721ae35c4e6f9522e802,c8c235f6007e008179184023710367ba7cdfdc3828a2d32d2937acb45c62c735,1080.0,1440.0,troh-VAH-tee
trovate,False,trovare,to find,verb,found,Verbs & Actions,,,feminine,plural,participle,past,False,False,False,,,,,"past participle, feminine plural",Le ho trovate.,I found them.,b6f69a2ca1ccfce5f47262561704559604fb922da9cf0997901a4bb8fde5afc0,c8c235f6007e008179184023710367ba7cdfdc3828a2d32d2937acb45c62c735,1080.0,1416.0,troh-VAH-teh
trovo,False,trovare,to find,verb,I find,Verbs & Actions,,1s,,singular,indicative,present,False,False,False,,,,,,Io trovo il libro.,I find the book.,20ca3f63a22b5a20f6a544f27b68bfb756b4b7e4c3e53b0b19cef47f942bce29,1cedfb89c6c794a2d224bc4cff9747ece2a52de26ed0325fc6d6bf7fc20cac69,1200.0,1248.0,TROH-voh
trovi,False,trovare,to find,verb,you find,Verbs & Actions,,2s,,singular,indicative,present,False,False,False,,,,,,Tu trovi facilmente lavoro.,You find work easily.,11d1834f07fa847f12a5f4f2fa2adfa73354e4d1203a4c4405beba60cd2af238,1d1c48d4867a359a83233157fea8e4d7f04cd4fae3da5fdb2fbca87ead9608ff,1248.0,1248.0,TROH-vee
trova,False,trovare,to find,verb,he finds/she finds/you (formal) find,Verbs & Actions,,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui trova la chiave.,He finds the key.,eab41b2d3bdab154a16cd063329187f0fa8306cc50013bfebe18e96fc5a50978,c4cbd6fb6a2288b61cf30f1c3283279cec85b5c7ed2d49f1a3b61ad94385deae,4752.0,1224.0,TROH-vah
troviamo,False,trovare,to find,verb,we find,Verbs & Actions,,1p,,plural,indicative,present,False,False,False,,,,,,Noi troviamo una soluzione.,We find a solution.,47b8986b30496a184774179593a1777d57b64d7941cf1eab8fe6ab6e9610d3c4,6d984c0914fb9917877690c0238cac2e6bd64af62dd3b47530a4e7d818f89d70,1272.0,1488.0,troh-VYAH-moh
