term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
addolorare,True,addolorare,to sadden,verb,to sadden,"emotion,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; also used reflexively as 'addolorarsi',Non voglio addolorare nessuno.,I do not want to sadden anyone.,18e40141ecbf0080e95c92fcb4dd148d0b8bf93f72b64571debe8bccd5fce018,3160de745d09fcfd82edacbf624d6b7ee1ae40e8455cc9d185521536d937e1ed,1296.0,1608.0,ahd-doh-loh-RAH-reh
addolorando,False,addolorare,to sadden,verb,saddening,"emotion,verb",,,,,gerund,,False,False,False,,,,,gerund form,Stai addolorando tutti.,You are saddening everyone.,b9613ce83c9dc491cf87eb035d097aff8b8483b94b3ab4da193beffef5223c19,e4839cdc60bfba866860a2b5715608467ad2738382c07b056c5b157d548b8f32,1248.0,1752.0,ahd-doh-loh-RAHN-doh
addolorato,False,addolorare,to sadden,verb,saddened,"emotion,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,l'ho addolorato senza volerlo.,I saddened him unintentionally.,3ed3882f8181bcd43c05c3cfb0a44a250fbb79c0c3ffc2bbd8d7bf6c24656e6b,9f5c5bdb49544f97569e9317db3b4e00ec3e1f2c7a501fa7f3f2e8930f9dc0e6,1176.0,1704.0,ahd-doh-loh-RAH-toh
addolorata,False,addolorare,to sadden,verb,saddened,"emotion,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,l'ho addolorata con quelle parole.,I saddened her with those words.,97fd9966416b7528943a3721f32d0f21b0775e3cc875b9d2ad943e974da09b6d,9f5c5bdb49544f97569e9317db3b4e00ec3e1f2c7a501fa7f3f2e8930f9dc0e6,1176.0,1704.0,ahd-doh-loh-RAH-tah
addolorati,False,addolorare,to sadden,verb,saddened,"emotion,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,Li ho addolorati con la mia scelta.,I saddened them with my choice.,f96cbf1402dffc64cf12ce4cdb6170c8911c1c6b93ef17c28eea97d05c798f8d,9f5c5bdb49544f97569e9317db3b4e00ec3e1f2c7a501fa7f3f2e8930f9dc0e6,1176.0,1680.0,ahd-doh-loh-RAH-tee
addolorate,False,addolorare,to sadden,verb,saddened,"emotion,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,Le ho addolorate con la notizia.,I saddened them with the news.,bd14fda9233fcdee95e0bdc01f512bfc9c7af3ca7be9a6d7aa7b3c9740dff4fb,9f5c5bdb49544f97569e9317db3b4e00ec3e1f2c7a501fa7f3f2e8930f9dc0e6,1176.0,1656.0,ahd-doh-loh-RAH-teh
addoloro,False,addolorare,to sadden,verb,I sadden,"emotion,verb",,1s,,singular,indicative,present,False,False,False,,,,,regular present,Ti addoloro senza volerlo.,I sadden you unintentionally.,8f748d104727d9a70675e7e78ba370c927b305a1057243c71cf47484edc2fa52,457b17b2da71a2a24d06166d4380f5f882b1b22042e4985bc11787118981fec5,1296.0,1512.0,ahd-doh-LOH-roh
addolori,False,addolorare,to sadden,verb,you sadden,"emotion,verb",,2s,,singular,indicative,present,False,False,False,,,,,regular present,Non addolori il bambino.,You do not sadden the child.,ca009f2d7ecff69a316bb01b8741dfc3010b95b9e7df3e0d9bb7cf69b2b888fb,36f82b4089105e747ab44007e257077d380c887dcc9cccbdd36b16343bb886f4,1368.0,1488.0,ahd-doh-LOH-ree
addolora,False,addolorare,to sadden,verb,he saddens/she saddens/you (formal) sadden,"emotion,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Questo addolora tutti.,This saddens everyone.,8e7f527522b1bf11f5e03fa14f29b637f84a546b701910c2f74949beaeb878aa,750f031bdcbbe5e7ce63e7b18e1e9f80c8093977c9921290ab644a6c293d5022,4992.0,1488.0,ahd-doh-LOH-rah
addoloriamo,False,addolorare,to sadden,verb,we sadden,"emotion,verb",,1p,,plural,indicative,present,False,False,False,,,,,regular present,Non addoloriamo i nostri amici.,We do not sadden our friends.,2a98cad2134b906cbe6548f27ad5b64590735537a9756f5c41f6a589854979d8,f7a1a553458e2f3fce352aa88dff696f968dee52a28535f6fc87a1610be31341,1368.0,1752.0,ahd-doh-loh-RYAH-moh
