term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
morire,True,morire,to die,verb,to die,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular present (muoio/muori/muore/muoiono); past participle 'morto'; uses auxiliary essere,Nessuno vuole morire.,Nobody wants to die.,7eb537f571a438d79ce5e316ce61d3a967f20fff2646f0ca24b88b10aaf01913,3841a39852d27cfb8b187e1289eb4cb5d9a0eac619836b06573b67e94a7bd756
morendo,False,morire,to die,verb,dying,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sta morendo la batteria.,The battery is dying.,20e7641b648ac74ff9ac9270e47e9ba4da613c155c359102bedd55aff6b8ab09,d4061d4682ef353504975456c5602dcc02d315eb912f6af6c601f3288f2f36d5
morto,False,morire,to die,verb,died,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular; irregular,È già morto.,He has already died.,829e580c87ab7ad53193e1b36a396d32ef5c9e13f957290f90cc67bf78767723,a3d5616c0572939f6011654004a598cb2de9612e35b7663371b6f7d1fea51dc0
morta,False,morire,to die,verb,died,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular; irregular,La pianta è morta.,The plant has died.,6bf951ca40be84d7ca2baff52c8dba75bf1ae78160862ccb4b5c82d9bfe76478,a3d5616c0572939f6011654004a598cb2de9612e35b7663371b6f7d1fea51dc0
morti,False,morire,to die,verb,died,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural; irregular,Sono morti in guerra.,They died in the war.,7166dc575487170686d801be2caca78781c97af016fad880e4b139d9e4d2eb95,a3d5616c0572939f6011654004a598cb2de9612e35b7663371b6f7d1fea51dc0
morte,False,morire,to die,verb,died,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural; irregular,Sono morte le piante.,The plants have died.,3f03b2cc2b31ea34d365aca4474a5cf791cb28f94ff77fae9b3ff46fbc08be46,a3d5616c0572939f6011654004a598cb2de9612e35b7663371b6f7d1fea51dc0
muoio,False,morire,to die,verb,I die,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Muoio dal ridere.,I am dying of laughter.,fcc9c906a8607004c5c4e417ce2660a014aa47377ac9b12bb53ea564b2d36404,e3be62ebae9747b43fadd43cd94436645e4450f4a9dc720d1b521c9e5321a20d
muori,False,morire,to die,verb,you die,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Se continui così muori.,If you keep this up you die.,65ae0dc2859fc7ef1c751d905ee1566de7e68713b3a9a0d856cf4793f2ce6ea3,6d5fde3cfe6f36c3dc1b07a0d30f0792282bd1cd65d2a5000347492b1250c9c9
muore,False,morire,to die,verb,he dies/she dies/you (formal) die,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui muore nel film.,He dies in the movie.,5e05dd320c9eea22772de863ad96aa7b7c80754aed5cd06c55e7348683aa0214,8bdbff252633bf38082bf8dcbd305475f83bc291600ada7cb1aa010a0f13ed6d
moriamo,False,morire,to die,verb,we die,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Moriamo di caldo.,We are dying of heat.,690c998e12432e101d14cd8df40adbb7f014b58e1b8e1f862baec9c9a213b09a,5afdb393d204602f43bd57ca42dc08954ec37c1f461a9c80797df87a14c68079
morite,False,morire,to die,verb,you (plural) die,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Se non bevete morite di sete.,If you do not drink you die of thirst.,e85d821a695c8c25f4fc9df6c8c5ee92f0f4dee582f6e9fc881a0bdbc7bddd85,b3d9f44eb11cdd835e610a3eac4aa63f75c03cc146b3c6de264c396fdd5d0049
muoiono,False,morire,to die,verb,they die,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Le api muoiono d'inverno.,Bees die in winter.,a6de8607acd4d024723867f056a4da27d3d487be0d074a4da5ac8a35d2dc037b,28a630e3af2312aa7107d6509a9df269e857c88360dc141902f1ef6fef59e34e
morivo,False,morire,to die,verb,I was dying,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da piccolo morivo di vergogna.,As a child I was dying of embarrassment.,299ccc3f60a0f14e606bc47ea61fe51fe931dd8fff3f95719e32165a1abaab9b,9aceea7daf70117351a54850e0480cc1ff01e1c7e55e900a34a0c1b981d1c7ff
morivi,False,morire,to die,verb,you were dying,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Senza acqua morivi di sete.,Without water you were dying of thirst.,099a31f1fab5774fcea5df8c94ff98c1b75b99f970506f8695069144b00cec02,2f597a6e364c569d2be99741530c85fa50d34ef9dd6ae5f3039d2095ddba1836
moriva,False,morire,to die,verb,he was dying/she was dying/you (formal) were dying,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',In estate moriva dal caldo.,In summer he was dying from the heat.,b5854f08cde14e46b010dfb33da3ad48785d2be18ab3f01721228146bb33ed3a,7191d727afa301aa57bbc3663efc5f4c10892cf060c7678b09849602f26c7c14
morivamo,False,morire,to die,verb,we were dying,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,In montagna morivamo di freddo.,In the mountains we were dying of cold.,255dd711ee6e3d02e9860e2a428032c2d78f9e4a04bb1b5f42a114ae3e5986fd,9744f79939387b65c52183d79367a4ad8daa5fbd51f5f4db1d38dc3017d88632
