term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
comprare,True,comprare,to buy,verb,to buy,"core,shopping",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; uses auxiliary avere; past participle 'comprato',Voglio comprare questo libro.,I want to buy this book.,f8e55a348edd528fef47a3bf0ab282203fea75e30c9c52be1c7287096980db53,1104.0,2194abd902359fb57450240750fe5f6b2aaa0503ce35ed0a8be448479ffd567f,1440.0
comprando,False,comprare,to buy,verb,buying,"core,shopping",,,,,gerund,,False,False,False,,,,,gerund form,Sto comprando il pane.,I am buying bread.,2dba50119c0eaeec292d12f0ab44306e83ae1fd6296209ed0e50aac1b7b95e84,1128.0,ac21865d7bf9733f4faf832681ec76d681e0f4a3ba9c9dae7829a09cc8a91c3c,1584.0
comprato,False,comprare,to buy,verb,bought,"core,shopping",,,masculine,singular,participle,past,False,False,False,,,,,past participle; regular root; masculine singular,L'ho comprato.,I bought it.,514a09488079c2f2ed45efc802308b21be6e98bf509141bd03a88e470740b7ac,1032.0,8ddcda3830c62ea3177cced4bde2d947ba44c535f912c3d737001e33cf24f254,1536.0
comprata,False,comprare,to buy,verb,bought,"core,shopping",,,feminine,singular,participle,past,False,False,False,,,,,past participle; regular root; feminine singular,L'ho comprata.,I bought it.,514a09488079c2f2ed45efc802308b21be6e98bf509141bd03a88e470740b7ac,1032.0,fae9181573c7bda37585a7676e702482af9c8fbdc179413d1227774487178767,1512.0
comprati,False,comprare,to buy,verb,bought,"core,shopping",,,masculine,plural,participle,past,False,False,False,,,,,past participle; regular root; masculine plural,Li ho comprati.,I bought them.,514a09488079c2f2ed45efc802308b21be6e98bf509141bd03a88e470740b7ac,1032.0,641aadfc40744a446b968a2fe44cc284a5f8376add34add94abee5ebfa73e41e,1536.0
comprate,False,comprare,to buy,verb,bought,"core,shopping",,,feminine,plural,participle,past,False,False,False,,,,,past participle; regular root; feminine plural,Le ho comprate.,I bought them.,514a09488079c2f2ed45efc802308b21be6e98bf509141bd03a88e470740b7ac,1032.0,39baa40a6077a68e23ce15225531b0dc6ae055499cd4338bbca64ce6eb13302e,1488.0
compro,False,comprare,to buy,verb,I buy,"core,shopping",,1s,,singular,indicative,present,False,False,False,,,,,,Compro il pane.,I buy bread.,d69c888906eccbf89b87209729dd3b4efcbe17481aedbbd10836800210b7c770,1128.0,ca2081aec2448254eb4dbc817de4ceb1b536ef4468f666111f49aab6fed167d8,1296.0
compri,False,comprare,to buy,verb,you buy,"core,shopping",,2s,,singular,indicative,present,False,False,False,,,,,,Tu compri il latte.,You buy milk.,7fb5765099c9044a27c24326dbaf7d8d73e20225d51b9aa851bf5b9ae581183a,1128.0,5bfc47230021d23c95fe35027b999b698061430a0e8542ae0f9c0045a309749f,1296.0
compra,False,comprare,to buy,verb,he buys/she buys/you (formal) buy,"core,shopping",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui compra un regalo.,He buys a gift.,c9392714978130f2698940eeecb37a861f4f3d256600daed2d1db7367710d58d,4488.0,c0183c809a0f71168215af9c594a3e61864bc62945ea2afac1b6e9990ca24616,1296.0
compriamo,False,comprare,to buy,verb,we buy,"core,shopping",,1p,,plural,indicative,present,False,False,False,,,,,,Compriamo frutta al mercato.,We buy fruit at the market.,7da88cab21e6f06ed09a8d2746639276287b835e9d650a251a5807a01b12b66f,1128.0,e59c71736b95fdbc174f6670edd785dcf9860ffc672abbfbe46a5d527295b6ef,1560.0
comprate,False,comprare,to buy,verb,you (plural) buy,"core,shopping",,2p,,plural,indicative,present,False,False,False,,,,,,Voi comprate i biglietti.,You (plural) buy the tickets.,747e753ff9e6a677e6f894f5d4ce5661782901fe0469fcd1ca7e80adfe6fade2,2280.0,39baa40a6077a68e23ce15225531b0dc6ae055499cd4338bbca64ce6eb13302e,1488.0
comprano,False,comprare,to buy,verb,they buy,"core,shopping",,3p,,plural,indicative,present,False,False,False,,,,,,Comprano una casa.,They buy a house.,534fd1e261f4652ed2b9da9e37bca1b071ca7a54fdc58cfdbfdb389e0d4de4d4,1152.0,f5bd4f2ce172edc33b9ccda109cd8113a1f81859703f3605061eba81e3d1beda,1416.0
compravo,False,comprare,to buy,verb,I was buying,"core,shopping",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Compravo spesso libri usati.,I was often buying used books.,4c8cc6cc74a873a89348b7c793f58118791351e1e763d4436616cfdf93ab64ba,1416.0,7d3cba7e067f8926acf408e5cd242c39715fdf87bae482afb7423c4c3790ab2c,1536.0
compravi,False,comprare,to buy,verb,you were buying,"core,shopping",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Compravi i giornali ogni mattina.,You were buying the newspapers every morning.,2dd13d34e2b299b32af1f45ad9d5e1785044e062419acd222ddf50b13b4f8f70,1416.0,89e6a0d5d9b7fc8e05c9faebd77a537671149a53c9c5227419ce2d1418ed021b,1512.0
comprava,False,comprare,to buy,verb,he was buying/she was buying/you (formal) were buying,"core,shopping",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei comprava frutta fresca.,She was buying fresh fruit.,418207e343b4408128d295a875f4b13294385f2760f0ec5f6d4a746ac7c4e47a,5160.0,1c03097e61111d6a655de73e1c1078504d8ad8fa4de21e07fd8d78c88e4ecd29,1488.0
compravamo,False,comprare,to buy,verb,we were buying,"core,shopping",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Compravamo solo cibo bio.,We were buying only organic food.,0e080be1819d63850e829984dd3eb1ba3469563724a474eb3b1f5f98233a73f5,1416.0,5d9299f70d911c22b3a0781a732e10bcefc49c972debf9dd866862671c3cd3e4,1656.0
compravate,False,comprare,to buy,verb,you (plural) were buying,"core,shopping",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Compravate vestiti italiani.,You (plural) were buying Italian clothes.,545b749dbf4e69ff3fbaa350f7a9c1608e5a16dd0bfe9a9da761a317d15447ac,2544.0,016842192b14e8521f80a02fec4b71f03fcda699464aa476c9b1a4c94f8d7f24,1632.0
compravano,False,comprare,to buy,verb,they were buying,"core,shopping",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Compravano tutto online.,They were buying everything online.,f4455c382d85a7d8a737efca8bb004dc928b53bc61a45753456e2646ecedb743,1440.0,4424c998175dd38bda09efb896ab4307829402666371246bab1ca787aef375e5,1632.0
ho comprato,False,comprare,to buy,verb,I have bought,"core,shopping",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'comprato',Ho comprato il pane.,I have bought the bread.,5124bb44bf4ead137ee3203813220aaf1fcac8c8009faad96e7498b72758886c,1272.0,b13562d326030e46bf66a32cbc222f6a9b26d1cfa253270dd19340369559a334,1632.0
hai comprato,False,comprare,to buy,verb,you have bought,"core,shopping",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'comprato',Hai comprato i biglietti?,Have you bought the tickets?,5346a521eb95b936065c115658df2c65a3ca027cc11a35e265b667852de3e85c,1320.0,8c1dab722c9add01c24cf1da535da9631d918842b0297e6804fafbb45eb71802,1656.0
ha comprato,False,comprare,to buy,verb,he has bought/she has bought/you (formal) have bought,"core,shopping",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'comprato'; also used as formal 'Lei',Ha comprato un computer nuovo.,He has bought a new computer.,99407f4dfbaa1c006adf0ab403df619196ce2a1edc52394dbd133ff2fc448099,4800.0,497c3f004259f635925659283b4de07ab1f372e2c92325122443a8655c1c86e8,1656.0
abbiamo comprato,False,comprare,to buy,verb,we have bought,"core,shopping",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'comprato',Abbiamo comprato una casa.,We have bought a house.,9d69366f3a400fc0ef5c1fbf919e363fdd020621c36781ded9c49b704aff3cb9,1320.0,55379c11cb014f4bd1f275f0c43b1dbb5ea8981e9c1bf4724992fcf522278f29,2040.0
avete comprato,False,comprare,to buy,verb,you (plural) have bought,"core,shopping",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'comprato',Avete comprato il vino.,You (plural) have bought the wine.,0fd9784c8ea545d525cbcb991ac2e0825c04969837388fc012a39a148a7508aa,2400.0,7d764a5a9118c262c82e156997782cb042d87538f4ef323b1153d2d776029630,1944.0
hanno comprato,False,comprare,to buy,verb,they have bought,"core,shopping",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'comprato',Hanno comprato due sedie.,They have bought two chairs.,9e5fdcc5e3ad6eb249f0468be7ceefb157986feac91c5f7d3d65d82c03d29214,1320.0,f7e02c8d01c8fc65408d93c934fc67fff80a36192f70c44fce961e2cca35d1d8,1824.0
