term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
significare,True,significare,to mean,verb,to mean,Verbs & Actions,,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; past participle 'significato',Voglio significare qualcosa di importante.,I want to mean something important.,50260c3798c72be025f3731bfa1adc90a83823f35e79d9b453a5d48c797dbfaa,1152.0,5b59ecbf500d188f98290f226084d011813e89c6d590672472caf10459dd0f6f,1848.0,see-nyee-fee-KAH-reh
significando,False,significare,to mean,verb,meaning,Verbs & Actions,,,,,gerund,,False,False,False,,,,,gerund form,Sto significando il contrario.,I am meaning the opposite.,6d7902c6c05b2beffa9d2c29089400488bb5fcea601004b7846dccdca6acff2e,1056.0,3a89e892d8651e3eed54815b8e070b695c7841946a07b822dfe8b3ebf2e63708,2016.0,see-nyee-fee-KAHN-doh
significato,False,significare,to mean,verb,meant,Verbs & Actions,,,masculine,singular,participle,past,False,False,False,,,,,past participle,L'ho significato chiaramente.,I meant it clearly.,c041c58ee32aba65e28307e112f9ef2221177f391ec217c7d06b75d270ac55ab,1008.0,9a609404452634d2c05b20eb605ee8fdf44148239f00bf98d1831144871756a2,1920.0,see-nyee-fee-KAH-toh
significata,False,significare,to mean,verb,meant,Verbs & Actions,,,feminine,singular,participle,past,False,False,False,,,,,past participle,L'ho significata con un gesto.,I meant it with a gesture.,c041c58ee32aba65e28307e112f9ef2221177f391ec217c7d06b75d270ac55ab,1008.0,739429a5323406fa744dc698b4e07d92bb905c5123cc5ffb7194fed5d8585167,1944.0,see-nyee-fee-KAH-tah
significati,False,significare,to mean,verb,meant,Verbs & Actions,,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li ho significati in quel contesto.,I meant them in that context.,c041c58ee32aba65e28307e112f9ef2221177f391ec217c7d06b75d270ac55ab,1008.0,91552bf565b9f91bc6e09e56d166aaef359097f5b3cbc71706dd9ee08e6a8bf2,1944.0,see-nyee-fee-KAH-tee
significate,False,significare,to mean,verb,meant,Verbs & Actions,,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le ho significate tutte.,I meant them all.,c041c58ee32aba65e28307e112f9ef2221177f391ec217c7d06b75d270ac55ab,1008.0,f3c18377d5838d744524fcea0f427eaa2abff8191b5d7233dfdfd583cf00e35e,1920.0,see-nyee-fee-KAH-teh
significo,False,significare,to mean,verb,I mean,Verbs & Actions,,1s,,singular,indicative,present,False,False,False,,,,,,Io significo quello che dico.,I mean what I say.,46a64fabb2276b6410828fd012845a2b408cdd3f6e89bc32d587f07fad670406,1128.0,67987343b03f7a74ce4b7c28db19e6820c53e54cadeba0968cad0140146dc176,1776.0,see-nyee-FEE-koh
significhi,False,significare,to mean,verb,you mean,Verbs & Actions,,2s,,singular,indicative,present,False,False,False,,,,,,Tu significhi qualcosa di diverso.,You mean something different.,f57cd1cb836af3c33e73b4cda1868252cedb679beb8d59a12dbac42d77298fba,1200.0,24f36600b0b7f49edf43f0a00d20201e8781230006950e20bc99554aeaa77e72,1752.0,see-nyee-FEE-kee
significa,False,significare,to mean,verb,he means/she means/you (formal) mean,Verbs & Actions,,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Questo significa molto per me.,This means a lot to me.,81258e3ac8bcd7306289a63d182af8cdba85cb76e1d1d84f5e682cfc10e16ba3,4512.0,23c44329554c41e380c04312d30140b4fa102602de18702be0fe4f658406baba,1752.0,see-nyee-FEE-kah
significhiamo,False,significare,to mean,verb,we mean,Verbs & Actions,,1p,,plural,indicative,present,False,False,False,,,,,,Noi significhiamo la stessa cosa.,We mean the same thing.,b98c1e96f16249e61fef7cfd59f544cb7cf78807d548a03e38e3d1cf9ffd31ef,1200.0,5e97f60239e82a82163cd5dd2bbfcdbd2d85d0d15998acbe18ab0eadca0fdbc8,1944.0,see-nyee-fee-KYAH-moh
