term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
unire,True,unire,to unite,verb,to unite,"Verbs & Actions,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,regular -ire verb with -isc- in present,Voglio unire le forze.,I want to unite forces.,c9c2e9a4f3ce0bded9c46ea82a1405412494a3bbdf9a192589b46490bbac8063,1296.0,f6691249c354644be64e7f5fbeaa4a8b4d3d9062236c14eaa636e7fb1794b338,1272.0,oo-NEE-reh
unendo,False,unire,to unite,verb,uniting,"Verbs & Actions,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto unendo i pezzi.,I am uniting the pieces.,b1504dbe1e5dace88248bdea2399ad204a1ab161f9e862b4eb6f732c17f89696,1224.0,143f278169fd31b4525a9ba728d98f41e7ee203a42bf90145dc77f94cb99d610,1392.0,oo-NEHN-doh
unito,False,unire,to unite,verb,united,"Verbs & Actions,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,past participle,Lo ho unito.,I united it.,00969e0ab7d8d6be03238e72c775877490d1f5ace5b994cb31ec580ef50780c6,1176.0,086edf2bc2bba899c587fbe00b45b4f114452ea231768ae48d823f40b1d8969a,1296.0,oo-NEE-toh
unita,False,unire,to unite,verb,united,"Verbs & Actions,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,past participle,La ho unita.,I united it.,00969e0ab7d8d6be03238e72c775877490d1f5ace5b994cb31ec580ef50780c6,1176.0,d01fea68917e7a86d61c6e2abee7c7e253f0292abb8d06aa7f65664a4b256c18,1296.0,oo-NEE-tah
uniti,False,unire,to unite,verb,united,"Verbs & Actions,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li ho uniti.,I united them.,00969e0ab7d8d6be03238e72c775877490d1f5ace5b994cb31ec580ef50780c6,1176.0,bcf8e1dd5a449267f55842a35b965614a7e7ac9f3a719982c0abb7a7bc6461d9,1296.0,oo-NEE-tee
unite,False,unire,to unite,verb,united,"Verbs & Actions,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le ho unite.,I united them.,00969e0ab7d8d6be03238e72c775877490d1f5ace5b994cb31ec580ef50780c6,1176.0,4a93fe8cf2faeb9fdac33610c0417ebb7230c9da7396d3ae21f5c0c49f37a688,1296.0,oo-NEE-teh
unisco,False,unire,to unite,verb,I unite,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Io unisco i pezzi.,I unite the pieces.,4652718fa66eed0ea216746188f0d67f6d456d2314bb86300701537a70ae0164,1368.0,5490e1de1a65de00c85369f2dc636f0d31ed02011b47543ab39f6b4ceed9ccd6,1416.0,oo-NEE-skoh
unisci,False,unire,to unite,verb,you unite,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Tu unisci le idee.,You unite the ideas.,d503b7666c7634f49bbed804768f27a39a4c642b67274cd6fd9191662e87a002,1368.0,a7d5809c8cd9a36161ab456a1fa694869d60811dba39b7c6a713c5c58c705235,1416.0,oo-NEE-shee
unisce,False,unire,to unite,verb,he unites/she unites/you (formal) unite,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui unisce i punti.,He unites the dots.,100e8542c7fc9e839bcddbb5395f2186e60502421b33231fe423d96f13946a8b,5016.0,fea2490fbddfa367d8be046dde27012a5ffc3ae0e570f982b42d4e26649b95db,1368.0,oo-NEE-sheh
uniamo,False,unire,to unite,verb,we unite,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Noi uniamo le forze.,We unite forces.,a9cdceca6e865920489b84ea4c9d5bd9fa3b97ee76cb9f2828967671d672e414,1392.0,939b02eaba8c0384de31e3dc804241ddb1aa995892f5e7cd70fa4f26c5403926,1368.0,oo-NYAH-moh
