term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
sapere,True,sapere,to know,verb,to know,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,"base form, irregular present and passato remoto",Voglio sapere la verità.,I want to know the truth.
sapendo,False,sapere,to know,verb,knowing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,"Sapendo la verità, ho agito diversamente.","Knowing the truth, I acted differently."
saputo,False,sapere,to know,verb,known,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle,L'ho saputo.,I found out.
saputa,False,sapere,to know,verb,known,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle,L'ho saputa.,I found it out.
saputi,False,sapere,to know,verb,known,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li ho saputi.,I found them out.
sapute,False,sapere,to know,verb,known,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le ho sapute.,I found them out.
so,False,sapere,to know,verb,I know,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,irregular present 'so',Io so la risposta.,I know the answer.
sai,False,sapere,to know,verb,you know,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu sai la risposta.,You know the answer.
sa,False,sapere,to know,verb,he knows/she knows/you (formal) know,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui sa la risposta.,He knows the answer.
sappiamo,False,sapere,to know,verb,we know,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi sappiamo la verità.,We know the truth.
sapete,False,sapere,to know,verb,you (plural) know,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi sapete la risposta.,You (plural) know the answer.
sanno,False,sapere,to know,verb,they know,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro sanno tutto.,They know everything.
sapevo,False,sapere,to know,verb,I knew,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io sapevo la verità.,I knew the truth.
sapevi,False,sapere,to know,verb,you knew,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu sapevi la verità.,You knew the truth.
sapeva,False,sapere,to know,verb,he knew/she knew/you (formal) knew,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei sapeva la verità.,She knew the truth.
sapevamo,False,sapere,to know,verb,we knew,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi sapevamo la storia.,We knew the story.
sapevate,False,sapere,to know,verb,you (plural) knew,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi sapevate la risposta.,You (plural) knew the answer.
sapevano,False,sapere,to know,verb,they knew,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro sapevano tutto.,They knew everything.
seppi,False,sapere,to know,verb,I knew (past historic),"core,verb",,1s,,singular,indicative,passato remoto,False,False,False,,,,,"past historic, literary",Io seppi la verità solo dopo anni.,I knew the truth only after years.
sapesti,False,sapere,to know,verb,you knew (past historic),"core,verb",,2s,,singular,indicative,passato remoto,False,False,False,,,,,"past historic, literary",Tu sapesti la verità?,Did you know the truth?
seppe,False,sapere,to know,verb,he knew/she knew/you (formal) knew (past historic),"core,verb",,3s,,singular,indicative,passato remoto,False,False,False,,,,,"past historic, literary",Seppe la verità e non parlò.,He knew the truth and did not speak.
seppimo,False,sapere,to know,verb,we knew (past historic),"core,verb",,1p,,plural,indicative,passato remoto,False,False,False,,,,,"past historic, literary",Noi seppimo la storia completa.,We knew the whole story.
seppiste,False,sapere,to know,verb,you (plural) knew (past historic),"core,verb",,2p,,plural,indicative,passato remoto,False,False,False,,,,,"past historic, literary",Voi seppiste la verità?,Did you know the truth?
seppero,False,sapere,to know,verb,they knew (past historic),"core,verb",,3p,,plural,indicative,passato remoto,False,False,False,,,,,"past historic, literary",Loro seppero la verità.,They knew the truth.
ho saputo,False,sapere,to know,verb,I have known,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'saputo',Ho saputo la notizia.,I have heard the news.
hai saputo,False,sapere,to know,verb,you have known,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'saputo',Hai saputo della festa?,Have you heard about the party?
ha saputo,False,sapere,to know,verb,he has known/she has known/you (formal) have known,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha saputo la verità.,He has found out the truth.
abbiamo saputo,False,sapere,to know,verb,we have known,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'saputo',Abbiamo saputo tutto.,We have found out everything.
avete saputo,False,sapere,to know,verb,you (plural) have known,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'saputo',Avete saputo le notizie?,Have you heard the news?
hanno saputo,False,sapere,to know,verb,they have known,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'saputo',Hanno saputo la verità.,They have found out the truth.
