term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
arrestare,True,arrestare,to arrest,verb,to arrest,"law,crime",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,La polizia deve arrestare il sospetto.,The police have to arrest the suspect.,c02ce968da7ac156b0f018b7873473256083bcd70e8291c6734785e4aa88a1ed,f997739d2739b70ec83461631400ef73c2dcb80f1dda05fb2f1cd5abbef58096,1368.0,1584.0,ahr-reh-STAH-reh
arrestando,False,arrestare,to arrest,verb,arresting,"law,crime",,,,,gerund,,False,False,False,,,,,gerund form,Lo stanno arrestando.,They are arresting him.,520eaacff4cff49451e3d1e63e876c1844134874669cd5fba3138a87fac3cc49,23c41d36b3e827e301ae2c3256df9a950765145d83e9b7bbdd505b3f5998fdeb,1248.0,1704.0,ahr-reh-STAHN-doh
arrestato,False,arrestare,to arrest,verb,arrested,"law,crime",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,L'hanno arrestato.,They arrested him.,0bc50a712f19783e82243afd73db62da91cfef0ea4108f86663f2612bdae2984,f74ffcb69aac1e62778f66c8ab5cf5db3e0f7769a5d20611e2067245cce36829,1224.0,1656.0,ahr-reh-STAH-toh
arrestata,False,arrestare,to arrest,verb,arrested,"law,crime",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'hanno arrestata.,They arrested her.,d58ab05e742114330223c0f48ccb138d5c7011194504408a6c7f40e61c85089d,f74ffcb69aac1e62778f66c8ab5cf5db3e0f7769a5d20611e2067245cce36829,1224.0,1632.0,ahr-reh-STAH-tah
arrestati,False,arrestare,to arrest,verb,arrested,"law,crime",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li hanno arrestati.,They arrested them.,38de02d8c8da0d01ddcbfc45d14f5b43ea8b0c9ea32527d04dbd4a00324a806e,f74ffcb69aac1e62778f66c8ab5cf5db3e0f7769a5d20611e2067245cce36829,1224.0,1632.0,ahr-reh-STAH-tee
arrestate,False,arrestare,to arrest,verb,arrested,"law,crime",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le hanno arrestate.,They arrested them.,7acdb4962d2107381f97d2844dc568ecbddedc5202e2c8483560e7282c2d5e2f,f74ffcb69aac1e62778f66c8ab5cf5db3e0f7769a5d20611e2067245cce36829,1224.0,1608.0,ahr-reh-STAH-teh
arresto,False,arrestare,to arrest,verb,I arrest,"law,crime",,1s,,singular,indicative,present,False,False,False,,,,,,Io arresto il ladro.,I arrest the thief.,57a97a699eadd2681a673e139fd101538da3842899f2950ea354c29b29b790fb,7b21124b0da8f9b0bad7c75871f6033ab674c0d12e695c2965e6e6ad5aa486be,1320.0,1488.0,ahr-REH-stoh
arresti,False,arrestare,to arrest,verb,you arrest,"law,crime",,2s,,singular,indicative,present,False,False,False,,,,,,Tu arresti i colpevoli?,Do you arrest the culprits?,3b7de7e51fc049c5ef41f0cd3de935097909a9ef284a28f40a3ca1577c6ba734,92176743234dd347b7f1e9b60795237486d966f6f76d7bfeb391be6e46ed759f,1392.0,1464.0,ahr-REH-stee
arresta,False,arrestare,to arrest,verb,he arrests/she arrests/you (formal) arrest,"law,crime",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lui arresta il ladro.,He arrests the thief.,129a3f3f63954ebe712846e1b55a716833386f6b2e003fdba560a7d83a2c4eb2,d339bda576830cdb1387ad5994faa263b239cf1e4e3d1bcb6577811e3f48cfa5,5040.0,1440.0,ahr-REH-stah
arrestiamo,False,arrestare,to arrest,verb,we arrest,"law,crime",,1p,,plural,indicative,present,False,False,False,,,,,,Noi arrestiamo i sospetti.,We arrest the suspects.,fa0b7129947d00d9ffd50fdca4934f9c384c82407e6a7b732a90df1a80b597cb,d91f96f6a51f16629d1053c024272e2d44b2d4db60221056926f09d7efdfbe1b,1392.0,1656.0,ahr-reh-STEEAH-moh
