term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
bagnare,True,bagnare,to wet,verb,to wet,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; used with auxiliary avere,Devo bagnare le piante.,I have to wet the plants.,d5bfc5bdfb4ef04817da40afaf3123c39a65889cef2661d7d7e6dbf036dd3838,65765429200fa82668ca169b4c8b377f7b8f0aae8f0d05277797c85afb2f1d1f,1152.0,1440.0,bah-NYAH-reh
bagnando,False,bagnare,to wet,verb,wetting,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto bagnando il giardino.,I am wetting the garden.,e28ab9766f4428e7de80ac91b909a02b8dfe9f2adeaed3c8467999d348e82ead,1acacc3571c5e72927b508943cb42ec12398612f3978fc240121b997bf171648,1056.0,1536.0,bah-NYAHN-doh
bagnato,False,bagnare,to wet,verb,wet,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,L'ho bagnato.,I have wet it.,e039457c702b4a1db9a76261051f0906129e849662bbdd399c7dc9b4e12c57fe,a5ce09de940cc70d80033042eb4ac3af00db054cbd0182ebcea4bbe278de04f9,960.0,1512.0,bah-NYAH-toh
bagnata,False,bagnare,to wet,verb,wet,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,L'ho bagnata.,I have wet it.,23727f2aa5325e01cba334f57ef1c9d61aca2b460dc52e56161ad0ee62e452f6,a5ce09de940cc70d80033042eb4ac3af00db054cbd0182ebcea4bbe278de04f9,960.0,1488.0,bah-NYAH-tah
bagnati,False,bagnare,to wet,verb,wet,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Li ho bagnati.,I have wet them.,e3442a076c0dc06312c81e4be0863c939117b5a141d2058e4098bb1e4c05a7ef,a5ce09de940cc70d80033042eb4ac3af00db054cbd0182ebcea4bbe278de04f9,960.0,1512.0,bah-NYAH-tee
bagnate,False,bagnare,to wet,verb,wet,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Le ho bagnate.,I have wet them.,4206d6694fc8bb4b26257c58812d6a3b41f9d0d58f8be34eca3f0f4edbea7ab5,a5ce09de940cc70d80033042eb4ac3af00db054cbd0182ebcea4bbe278de04f9,960.0,1488.0,bah-NYAH-teh
bagno,False,bagnare,to wet,verb,I wet,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Bagno le piante.,I wet the plants.,46d95daa4db9eaece16661ab4bd97c2510f730cb4139d1b6b6d4cebd49f387d2,0b19f7d3822c367ef1bc3e3e95d8807dac1c84b3059997c93b666d14e928e9c4,1152.0,1344.0,BAH-nyoh
bagni,False,bagnare,to wet,verb,you wet,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Bagni le mani.,You wet your hands.,6d9d76068b7e3cbc8950aeb11451318efe10e5eb9561aa85293326bf80dca5c8,101eea870f332b86deb4b4255845ce9d6232c19a5a3cfb53089a59c5863d8cfd,1176.0,1320.0,BAH-nyee
bagna,False,bagnare,to wet,verb,he wets/she wets/you (formal) wet,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Bagna la camicia.,He wets the shirt.,697be8a14073254e6c89d8165c2e412488794577763ae256f3c1e16b7d2eb549,3929171de758a26478db698c4c9ad8663ff956b61cefef0e707c098ffb9bc10d,4416.0,1320.0,BAH-nyah
bagniamo,False,bagnare,to wet,verb,we wet,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Bagniamo i fiori.,We wet the flowers.,d519f806354b7e1849257481a29e6737ad2c5fa507db8fde42e794fb055183c1,fc539bc61888fb5b9cd460630f54fb311903bf7b46cbc09ff9f8fd378a843418,1176.0,1464.0,bah-NYYAH-moh
bagnate,False,bagnare,to wet,verb,you (plural) wet,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Bagnate il pavimento.,You wet the floor.,4206d6694fc8bb4b26257c58812d6a3b41f9d0d58f8be34eca3f0f4edbea7ab5,434b8a4eb7223d649818c84d4fc1f15d587b430b28dff2eb04eb671790a7a092,2256.0,1488.0,bah-NYAH-teh
bagnano,False,bagnare,to wet,verb,they wet,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Bagnano la strada.,They wet the street.,771d497208c69f418cd8fb99d32675a205fc775254cca224c93a6269dc3bc4fc,825341ca88f774fdf3b9b8ba93a307694b649115f8b1000c8b8281aeb715a67c,1200.0,1440.0,bah-NYAH-noh
bagnavo,False,bagnare,to wet,verb,I was wetting,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Bagnavo ogni mattina.,I was wetting every morning.,cae02f9eefe1f37f886f3d3b28cc39ebdb8dc8e5350c343f1b97ac6103f321c2,abf56ee5bb35ae55efca75ad9bf98357582ae61f874f607832ba134c6eb1bec9,1392.0,1488.0,bah-NYAH-voh
bagnavi,False,bagnare,to wet,verb,you were wetting,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Bagnavi il balcone.,You were wetting the balcony.,04de88c75151c7ae185e9d605401f72036f1844e889e2146378ea3a93ee82acc,8a5675537562fcd3e162ff75cac2aa509976ce34738db39daee983bff44e0963,1392.0,1488.0,bah-NYAH-vee
bagnava,False,bagnare,to wet,verb,he was wetting/she was wetting/you (formal) were wetting,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Bagnava la maglietta.,He was wetting the T-shirt.,76edd90262e243cf1664864cefc56d7e6e5fa9d2b597516af7d30c53dd265d5a,504d6da5655cf953c2552aea555240665dff87171bcb7c9bbabc5fb9505b94cf,5016.0,1464.0,bah-NYAH-vah
bagnavamo,False,bagnare,to wet,verb,we were wetting,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Bagnavamo il campo.,We were wetting the field.,30fb9dd4cce11f5569ece5137599f5e8ae5912bb72f9bc34fadb6748e2f6c6f1,88fd0a6fb6c6d4b19d71600ad274db1d1f6d3401328748f735f019dbc6af7533,1392.0,1608.0,bah-nyah-VAH-moh
bagnavate,False,bagnare,to wet,verb,you (plural) were wetting,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Bagnavate troppo.,You were wetting too much.,0f07be5f75d68eaa710672ce9e8b823b903da5acc648690285ba12e422816097,4ce2477f0ab8d99720e66c7d51f1a2a4f78a18b0e812164de20d9ae69098a541,2496.0,1608.0,bah-nyah-VAH-teh
bagnavano,False,bagnare,to wet,verb,they were wetting,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Bagnavano i vestiti.,They were wetting the clothes.,1e401daf865f982c2c0ab217f6b820e417f9613c7f853dadbb0cf88b9af2df0c,29d35da313db11bd49ddb811921cb20989c66effac99774877294882f9d72bc9,1392.0,1608.0,bah-nyah-VAH-noh
ho bagnato,False,bagnare,to wet,verb,I have wet,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'bagnato',Ho bagnato le piante.,I have wet the plants.,1ad4155c897c7218bc8c36e08f1d4b23d953fffc07d887226d77c3e412da8eb6,8edafe5a0b42bb9d7237462288eb05885dc1ce0057b60a86d21e192682aa6706,1320.0,1560.0,OH bah-NYAH-toh
