term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
contare,True,contare,to count,verb,to count,Verbs & Actions,,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; auxiliary avere,Voglio contare fino a dieci.,I want to count to ten.,4ad39cb41e2e3c7057f7d6abf4624783f258aaf79766723f7538c9cd96f4448f,1200.0,f5ff87d5c54e8bfe5992e67ab70ae9f9b112be8becadc61e05ace0508b042427,1440.0,kohn-TAH-reh
contando,False,contare,to count,verb,counting,Verbs & Actions,,,,,gerund,,False,False,False,,,,,gerund form,Sto contando le monete.,I am counting the coins.,87fb040567aa7a5634cf19f250bce91588416fde45f1f40c81f5118354b44176,1128.0,69afbedd5d06fccb7406177ff0835134be5d482cc18f5920438cf1929c66a166,1560.0,kohn-TAHN-doh
contato,False,contare,to count,verb,counted,Verbs & Actions,,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,L'ho contato.,I counted it.,d38039b0a3c80a412b39df2b279e80ee354cbfb6a17ebec6bd6c052f5c134f9a,1128.0,2205f03e3a03678723334259bf910f55876a4c66dd0e474df5bcc3069d5ba108,1536.0,kohn-TAH-toh
contata,False,contare,to count,verb,counted,Verbs & Actions,,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'ho contata.,I counted it.,d38039b0a3c80a412b39df2b279e80ee354cbfb6a17ebec6bd6c052f5c134f9a,1128.0,5578d1871f98e531816dca48af28f4ea2b7018b3b265c9ad245deeddd912c3d2,1512.0,kohn-TAH-tah
contati,False,contare,to count,verb,counted,Verbs & Actions,,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho contati.,I counted them.,d38039b0a3c80a412b39df2b279e80ee354cbfb6a17ebec6bd6c052f5c134f9a,1128.0,23ccee34b8e0f9308fa1f4afdff439871a4c89dddbe0e1948b9e3418eee3c305,1512.0,kohn-TAH-tee
contate,False,contare,to count,verb,counted,Verbs & Actions,,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho contate.,I counted them.,d38039b0a3c80a412b39df2b279e80ee354cbfb6a17ebec6bd6c052f5c134f9a,1128.0,07e44033956011fb14a457ca8d2b0732f38325df999caaddbe8a109926958550,1488.0,kohn-TAH-teh
conto,False,contare,to count,verb,I count,Verbs & Actions,,1s,,singular,indicative,present,False,False,False,,,,,,Conto fino a dieci.,I count to ten.,d53b70f5968cdc5e62e950da8fe503af2cf97ca117bd67f3929c812c3ecb129c,1224.0,680c57b74ddeabbfb2e7799d8929fc183828b8f75b72948328be8c4f63c211d5,1320.0,KOHN-toh
conti,False,contare,to count,verb,you count,Verbs & Actions,,2s,,singular,indicative,present,False,False,False,,,,,,Tu conti le stelle.,You count the stars.,03aea3ea9989f1fb04bdd44ab55d7e5c03d6cc9e3df7f9e1a2d2934a65712320,1248.0,634657dd115bea3b3a70593f5f17fabf6d01340b73f6b3843caecd23725fd9c1,1296.0,KOHN-tee
conta,False,contare,to count,verb,he counts/she counts/you (formal) count,Verbs & Actions,,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei conta le monete.,You count the coins.,b094aa03bf557ca17d7d776f84baf458b115aa301a1f97d6d622499c63971f1b,4632.0,be8f479ccdbe99cbbeedb5a3caf3de62f7d9c89fb7f82ea3bf9b3b9b3cdce0ef,1296.0,KOHN-tah
contiamo,False,contare,to count,verb,we count,Verbs & Actions,,1p,,plural,indicative,present,False,False,False,,,,,,Contiamo ogni voto.,We count every vote.,fa8d4b78d65c98211454cb85cce798a73226d7d1c48e882c3f3e11eb00fb772e,1272.0,c85060f3817f8ce8b2407ded2a8df55ff8631a50016554351e17f71fdc6c78d9,1512.0,kohn-TYAH-moh
contate,False,contare,to count,verb,you (plural) count,Verbs & Actions,,2p,,plural,indicative,present,False,False,False,,,,,,Voi contate i passi.,You (plural) count the steps.,2c3bf79e7f5acf91ff1f952745d7d56129c99dc80ffa970b44732c6931cf4400,2328.0,07e44033956011fb14a457ca8d2b0732f38325df999caaddbe8a109926958550,1488.0,kohn-TAH-teh
contano,False,contare,to count,verb,they count,Verbs & Actions,,3p,,plural,indicative,present,False,False,False,,,,,,Loro contano i giorni.,They count the days.,1b075f03b40f1f5797946eec6fb2f4fd09db392cb9d6ad1e1b9d7073c8e644ed,1296.0,2c08a030cc5651e9d437ab4b56c6324858168d802d834df6fe74c229861975b6,1392.0,kohn-TAH-noh
contavo,False,contare,to count,verb,I was counting,Verbs & Actions,,1s,,singular,indicative,imperfect,False,False,False,,,,,,Contavo le ore.,I was counting the hours.,35ebe6d42189f77339efaee39f8782edcedc9ced9ecf565ff1038da2ab831f69,1488.0,2e81e2fd8c0bf2ce3b18d543bff6890ebd7cb22ce80076fb405654bd28284d2b,1512.0,kohn-TAH-voh
contavi,False,contare,to count,verb,you were counting,Verbs & Actions,,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu contavi piano.,You were counting slowly.,f861c9fbc81b0815950152e95310aa52b03ca4af973b2dac8b5f00775c946fd1,1488.0,3830e83422e6919f6a48af072d46f929d72fcb811a462dec3dfec121e83df3c4,1488.0,kohn-TAH-vee
contava,False,contare,to count,verb,he was counting/she was counting/you (formal) were counting,Verbs & Actions,,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei contava lentamente.,You were counting slowly.,809d41485664ef54e1e1813eb5b23ff87b20e3834a22e86a8d9332963e14352a,5328.0,57bbc6fe436d0a92198c334512293d7d99cad0c35d137621d84959aaf2ba0e18,1464.0,kohn-TAH-vah
contavamo,False,contare,to count,verb,we were counting,Verbs & Actions,,1p,,plural,indicative,imperfect,False,False,False,,,,,,Contavamo ogni minuto.,We were counting every minute.,f4f38f0c1d050141a37a98f9950f29f0296daeb0227ceb777d3aedef34eec271,1488.0,f66a7ccfddce357855ee6f28077c4eb3a53d65376ab3dc57612c17cd93dafbd3,1608.0,kohn-tah-VAH-moh
contavate,False,contare,to count,verb,you (plural) were counting,Verbs & Actions,,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi contavate le sedie.,You (plural) were counting the chairs.,ce92126f3d43f9bd0ab752bdbb3e84f005852ba214c2b37c3027fe51d0508294,2568.0,ade2b39aa70bcabb8dd796eeebee0b4b3062f8bd6194a3ca2189aa635574f9da,1608.0,kohn-tah-VAH-teh
contavano,False,contare,to count,verb,they were counting,Verbs & Actions,,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro contavano poco.,They were counting little.,4d1e4d61d5c302631743b85c0b2d45c3e77890c29fe985d4f39e37a96c077dda,1488.0,f0e6427eddca2b8514ffd482d5d1298a1253361496431595a544222365191e5c,1608.0,kohn-tah-VAH-noh
ho contato,False,contare,to count,verb,I have counted,Verbs & Actions,,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle contato,Ho contato fino a cento.,I have counted to one hundred.,198e29bc048f13446b072a3a3ff12b37729c28a445f07dffd8916cb352003d2f,1416.0,88fe0bb9e83473138849986b91b92075950505b6cb054db70ae7d6314db5bafd,1656.0,OH kohn-TAH-toh
hai contato,False,contare,to count,verb,you have counted,Verbs & Actions,,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle contato,Hai contato le spese.,You have counted the expenses.,1848262f643cc4128aa233aa9a5f104ac6d69dfe86c340f0f2f65a64164b7d7d,1440.0,97e5f31b83fbe7cd717cc965966b3d435d933c67bf2bb3186896b40cba7a7428,1704.0,EYE kohn-TAH-toh
ha contato,False,contare,to count,verb,he has counted/she has counted/you (formal) have counted,Verbs & Actions,,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei'; past participle contato,Ha contato i voti.,He has counted the votes.,b4ca833d7d7409b8b36df910d51614a29963055949b1cff8b6798aa0885d0673,5256.0,2db49b79f52a310ed7e5ed59ba541bf12a2a03cecd46be640d7d503011513e1a,1680.0,AH kohn-TAH-toh
abbiamo contato,False,contare,to count,verb,we have counted,Verbs & Actions,,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle contato,Abbiamo contato i giorni.,We have counted the days.,70780b28006276bc4d067347d3410cc1ef06ef8d8a6651b5585309a4a230a6f1,1440.0,2236aeda7838e5413b6a7154a70578eb71da27ff0a211165222231aa8e52c074,2064.0,ahb-BYAH-moh kohn-TAH-toh
avete contato,False,contare,to count,verb,you (plural) have counted,Verbs & Actions,,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle contato,Avete contato bene.,You (plural) have counted well.,3c76ee36c217e28047ee2227d2029e03a7da7d3a534ecf40079a2b1b718e0c4a,2544.0,b27541d4a124e8b8ac7ec8b8f62b52d9acd868e3b0adbad773bc1b5be161d629,1968.0,ah-VEH-teh kohn-TAH-toh
hanno contato,False,contare,to count,verb,they have counted,Verbs & Actions,,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle contato,Hanno contato le persone.,They have counted the people.,8c81daee8589902e1e78ce01f8012b1ebac0fda27b7f10ae350ea2edf16603b4,1464.0,e540b8529387e128026bd2beb1af307b5e2211ae8fd02bb7c06afc7fa1a10038,1848.0,AHN-noh kohn-TAH-toh
