term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
prendere,True,prendere,to take,verb,to take,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle irregular 'preso',Voglio prendere questo treno.,I want to take this train.,15c9ba11548e47694c51243376e53f1f858827a1a91da82bfd157a77533b184c,04c4cafcfaa7ab11289d7fdd3ee5715cba69d66b00345ca247a3fa602d161de1
prendendo,False,prendere,to take,verb,taking,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto prendendo una decisione.,I am making a decision.,cc9c1ae4cef5d44d9a81498de9afa13a06b1a8c3186b6d6246ea4326386015b1,91ec51e5d046e4fa55f9ceaa90e2551258ea14dabfa4bdf52352aa65d0d091aa
preso,False,prendere,to take,verb,taken,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, masculine singular",L'ho preso.,I took it.,19bc9e7ec406ddc449255e3e699d547e6544b7f936562819a8f21e1631e4d152,c46881c5a013c8fb788ff804d4fe89d76a5b0690bcc11d785c110111400587be
presa,False,prendere,to take,verb,taken,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, feminine singular",L'ho presa.,I took it.,e6f4a3197d4af751aba8cd5cb56865a10f170c4ce4cb3a7857fa5d58fa015354,c46881c5a013c8fb788ff804d4fe89d76a5b0690bcc11d785c110111400587be
presi,False,prendere,to take,verb,taken,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, masculine plural",Li ho presi.,I took them.,5b9dbfbd6d9094dd3ef006cb2b43c431aa7b6d4523c3fc99449eaef27612aa0c,c46881c5a013c8fb788ff804d4fe89d76a5b0690bcc11d785c110111400587be
prese,False,prendere,to take,verb,taken,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, feminine plural",Le ho prese.,I took them.,b741c8ebbde34626b453d3a9407738d5828035a2f05d030bec217969f77866e2,c46881c5a013c8fb788ff804d4fe89d76a5b0690bcc11d785c110111400587be
prendo,False,prendere,to take,verb,I take,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io prendo il treno.,I take the train.,2715e327afe719f1ff8d39f578bf5b6586f6b3b92c611e7978d95fbf5e77f356,2ebc165f1de7fda6f63afaa8656bde185aaffad060d5d817fba5bf28c78d0eb0
prendi,False,prendere,to take,verb,you take,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu prendi il mio libro.,You take my book.,51fe40fceed48c6fab292b11e16b900f41f8d9d2bdd31e4cb3c6560b99b463bc,9027f50e2256f46f5f5e72420b378208744080f11da05ec8f4b59cbc6b288286
prende,False,prendere,to take,verb,he takes/she takes/you (formal) take,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui prende il pane.,He takes the bread.,e235e277033df0b89f854c8cf2c4f2fd12cb4a0786228880a5d79a77e94eaa17,ac267aeefff82d77819e26c2a14bec509b60a6e820dcbb32de73bd570554cfb9
prendiamo,False,prendere,to take,verb,we take,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi prendiamo un caffè.,We take a coffee.,a80906f544dfd4ed945a4f4852095504195414c98d3aef17a87ef25207fa899d,36c9ef29b13e71be9c946d10282aa98e95db6dc36f1bb80ab55ef06a1d728d1a
prendete,False,prendere,to take,verb,you (plural) take,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi prendete appunti.,You take notes.,32dd9acf8753f54ee138107367dd6a18edba6a3a4ad00912ea5fe664c71cb836,d3bf5bc390951c11c11c8cfe76941978f9376e61bc00c2cc77730db48a4eb40e
prendono,False,prendere,to take,verb,they take,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro prendono il treno.,They take the train.,718e0add605cc653e82b51793db923d22606f9d8bf2f41fbe2729770ff0dd7ab,a68d6040be0f6f62016071857a5318c798c91e43a01cddf3004e1744037de32f
prendevo,False,prendere,to take,verb,I was taking,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io prendevo sempre il bus.,I was taking the bus.,e60b02b4c90cd2043586163b69a48827032c3b02b951c0a5818ea8689233a35c,11fbdfd23ed637aad6390f0d1d51f1e938873e4f8929a94e5ea0a224f68ddafd
prendevi,False,prendere,to take,verb,you were taking,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu prendevi il mio posto.,You were taking my seat.,3802cbe104f91c57c383c30e7d396adb2ad5caa53a8d0ac73e2bf09b3857c19a,4474bff660fed844e0ad2b129abc613ab1037e6cc642a8ccd57b9f8d3b919ebd
prendeva,False,prendere,to take,verb,he was taking/she was taking/you (formal) were taking,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei prendeva appunti.,She was taking notes.,c78b15e8974680e5401faa3d59580becd9e6cb27d0182d07db817e5e51ff3e2b,9db3719f2eeb1b96edb554810dd2a207596864752ff266a522deac0d6ca533fb
prendevamo,False,prendere,to take,verb,we were taking,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi prendevamo il cibo.,We were taking the food.,adf1f9d831dffb24bc88ca1c7495d167aa7d051b83b1bc34e92dfb84097cb28f,35ea7980a549060178a4be0541e75949aa52e8a3fb91c81cd4e9cbeaa3e69bc1
prendevate,False,prendere,to take,verb,you (plural) were taking,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi prendevate spesso un taxi.,You were often taking a taxi.,758b48b758959baca841314031376acf3e88241cfef9d6f613baa2ed4e8ab61b,3aa27e423c61928c44aaf7e78d7c7623f57bfb7e769c47c7b433de1ee9f3420f
prendevano,False,prendere,to take,verb,they were taking,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro prendevano le scale.,They were taking the stairs.,baf359e1ddf8970eb80b95807621142bda0a22a30b71c3cf9312ad0feb51de82,ad9209c893b3de0fc0804d31260085a77f32ddbfdf1ee21b73cf50b9b6d66f70
ho preso,False,prendere,to take,verb,I have taken,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Io ho preso il libro.,I have taken the book.,3d927bb58142e3bcb499abaa44c5938711b044d715c02ba2a28a4655dc2ce169,d11a7ca2305dee6d91fd7882818d57c6dc31cc31002cf237dcf543bcf5af7f45
hai preso,False,prendere,to take,verb,you have taken,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Tu hai preso il mio numero.,You have taken my number.,db285d0c2e5e841c7c4928bae2470f5f8fb404f43017f3d5be9c20a0bb199dc3,7121394e57e4bcf73d4cc90b5db2b10401351ec4b1cb9fc591ca25d6e6eb5df5
ha preso,False,prendere,to take,verb,he has taken/she has taken/you (formal) have taken,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso'; also used as formal 'Lei',Ha preso il treno.,He has taken the train.,ed938d9269451757fa3b09f0d70e07391591e27cef20d8b785254c25c907ad68,3d4fd091e73cf8500fb3969baa79724cf1073d7efba5d225b31dd876bcc683c6
abbiamo preso,False,prendere,to take,verb,we have taken,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Noi abbiamo preso il treno.,We have taken the train.,7020aa0f9c0f661239633d5650964c13fb6b2aed3be1d35ed5816c444eb665c5,367561d3bc469c04da74530a588772ead0b1065729e11abc7fd64fa6bf5fb11e
avete preso,False,prendere,to take,verb,you (plural) have taken,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Voi avete preso i biglietti.,You have taken the tickets.,e2b90dee7e4daa0c0be26aa956ecba28f200bf79a7fb9970e836636bd2a61f52,a36db721a893a232ea05443d9ebdf9e9c842f9a7e94c39899236c63622868d29
hanno preso,False,prendere,to take,verb,they have taken,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Loro hanno preso i biglietti.,They have taken the tickets.,668e8d2ab312902a1ea665d724619bc21ef306368a40e91a191964a2be09677b,12d62e475bf4904f5fb1d15156ab80a45eabee9539198b90da35dbc86c6fbd1f
