term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,pronunciation
vedere,True,vedere,to see,verb,to see,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle 'visto' or 'veduto',Voglio vedere il film stasera.,I want to see the movie tonight.,veh-DEH-reh
vedendo,False,vedere,to see,verb,seeing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto vedendo la partita.,I am watching the match.,veh-DEHN-doh
visto,False,vedere,to see,verb,seen,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; alternative 'veduto',L'ho visto.,I saw it.,VEE-stoh
vista,False,vedere,to see,verb,seen,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'ho vista.,I saw it.,VEE-stah
visti,False,vedere,to see,verb,seen,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho visti.,I saw them.,VEE-stee
viste,False,vedere,to see,verb,seen,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho viste.,I saw them.,VEE-steh
vedo,False,vedere,to see,verb,I see,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io vedo le montagne.,I see the mountains.,VEH-doh
vedi,False,vedere,to see,verb,you see,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu vedi il gatto.,You see the cat.,VEH-dee
vede,False,vedere,to see,verb,he sees/she sees/you (formal) see,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui vede il treno.,He sees the train.,VEH-deh
vediamo,False,vedere,to see,verb,we see,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi vediamo il film.,We see the movie.,veh-DEEAH-moh
vedete,False,vedere,to see,verb,you (plural) see,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi vedete le stelle.,You see the stars.,veh-DEH-teh
vedono,False,vedere,to see,verb,they see,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro vedono la casa.,They see the house.,veh-DOH-noh
vedevo,False,vedere,to see,verb,I was seeing,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io vedevo spesso quel cane.,I used to see that dog often.,veh-DEH-voh
vedevi,False,vedere,to see,verb,you were seeing,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu vedevi la scena.,You were seeing the scene.,veh-DEH-vee
vedeva,False,vedere,to see,verb,he was seeing/she was seeing/you (formal) were seeing,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei vedeva la città.,She was seeing the city.,veh-DEH-vah
vedevamo,False,vedere,to see,verb,we were seeing,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi vedevamo il film ogni settimana.,We used to see the film every week.,veh-deh-VAH-moh
vedevate,False,vedere,to see,verb,you (plural) were seeing,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi vedevate spesso i fuochi.,You often used to see the fireworks.,veh-deh-VAH-teh
vedevano,False,vedere,to see,verb,they were seeing,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro vedevano la costa dalla barca.,They were seeing the coast from the boat.,veh-deh-VAH-noh
