term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
conoscere,True,conoscere,to know (be acquainted with),verb,to know (be acquainted with),"Verbs & Actions,Prepositions & Relations",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle 'conosciuto',Voglio conoscere questa città.,I want to get to know this city.,09ad16afdfe7733cf8923a61b2af7b0147b725eb441c1b0af0b8df628c8314f1,93bfa75671fd37a113d6438eb3e0fbb911bf400d231d6cf2511b926e0ddde131,2424.0,1488.0,koh-noh-SHEH-reh
conoscendo,False,conoscere,to know (be acquainted with),verb,getting to know,"Verbs & Actions,Prepositions & Relations",,,,,gerund,,False,False,False,,,,,gerund form,Sto conoscendo nuove persone.,I am getting to know new people.,19a081b37981e82be95a008112ce1fb9eb875afd1a8c3cf15afa0ccfab0f8e0f,6b5538c7c5842b8916a4941ece424b31d4f0aa3edecad65a68d16e21cd6f9e91,1416.0,1656.0,koh-noh-SHEHN-doh
conosciuto,False,conoscere,to know (be acquainted with),verb,known,"Verbs & Actions,Prepositions & Relations",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,L'ho conosciuto ieri.,I met him yesterday.,b0ec22dc263b7ea8a47d42ad0db6ac28b7987e792ee2db2a44d476a9e5dcf82e,31df86baa570ee181ee63bacad9a8573e044ca02d982186501fedd2f3d7ffe41,1032.0,1608.0,koh-noh-SHYOO-toh
conosciuta,False,conoscere,to know (be acquainted with),verb,known,"Verbs & Actions,Prepositions & Relations",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,L'ho conosciuta anni fa.,I met her years ago.,c4a06e3259d067e11cf5554bf5caf5722320630cf59372ee35c93173d011bedd,31df86baa570ee181ee63bacad9a8573e044ca02d982186501fedd2f3d7ffe41,1032.0,1608.0,koh-noh-SHYOO-tah
conosciuti,False,conoscere,to know (be acquainted with),verb,known,"Verbs & Actions,Prepositions & Relations",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Li ho conosciuti al corso.,I met them at the course.,5370024a738b976b0cafbd09a47762a2d1d8ffc6466b2328ea2b1083d948bb07,31df86baa570ee181ee63bacad9a8573e044ca02d982186501fedd2f3d7ffe41,1032.0,1608.0,koh-noh-SHYOO-tee
conosciute,False,conoscere,to know (be acquainted with),verb,known,"Verbs & Actions,Prepositions & Relations",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Le ho conosciute in palestra.,I met them at the gym.,6114b24b578a3d1aa5eac7c32f7f449ebb0d8e9c6531fa1c7f786281360633e0,31df86baa570ee181ee63bacad9a8573e044ca02d982186501fedd2f3d7ffe41,1032.0,1608.0,koh-noh-SHYOO-teh
conosco,False,conoscere,to know (be acquainted with),verb,I know,"Verbs & Actions,Prepositions & Relations",,1s,,singular,indicative,present,False,False,False,,,,,,Conosco la tua amica.,I know your friend.,642e52d0075ed7638bf591ee6542d39badbe006e1615a85b88feb83574db7494,a3a568a8a1003c2a3b14128e1d1bc1ace6669db67620c404c96b9c468ea5d286,1080.0,1464.0,koh-NOH-skoh
conosci,False,conoscere,to know (be acquainted with),verb,you know,"Verbs & Actions,Prepositions & Relations",,2s,,singular,indicative,present,False,False,False,,,,,,Conosci Marco?,Do you know Marco?,7b06ab18fb9ad1aa47432aa2bb0652ab2251e544c5d73b6b6c1e157df92a8ac3,21af829dea8b4ea1f7aeb4d99576c19a21c70e97ec3a96935504845fb6d6e237,1128.0,1464.0,koh-NOH-shee
conosce,False,conoscere,to know (be acquainted with),verb,he knows/she knows/you (formal) know,"Verbs & Actions,Prepositions & Relations",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei conosce il direttore.,She knows the director.,000dc5d354d508f34075a6833bd65a63b009e2abecee34e600c0090f704f1cb2,cc6ec69f6695fa0c2c60c7952f24aa0599fae6b5f796980ebd668e538925f820,4344.0,1416.0,koh-NOH-sheh
conosciamo,False,conoscere,to know (be acquainted with),verb,we know,"Verbs & Actions,Prepositions & Relations",,1p,,plural,indicative,present,False,False,False,,,,,,Conosciamo bene la zona.,We know the area well.,fa980bfb7268383b4f9e5c440cdbf98be386744ef71183b8d8002eac5e6f7a12,c5509a32df0038f4119b8a9661bfe039d32fd8e91efcbd6117dbbf134cc48040,1128.0,1632.0,koh-noh-SHYAH-moh
conoscete,False,conoscere,to know (be acquainted with),verb,you (plural) know,"Verbs & Actions,Prepositions & Relations",,2p,,plural,indicative,present,False,False,False,,,,,,Conoscete quel ristorante?,Do you (plural) know that restaurant?,f53aaf61da10d28883fc49cd0c73bf832388776ac46454b5c0944f569da1bd6d,6442997053096a51c4710f2a236d9e06f54c85552def85ba564286d2110b63da,2256.0,1608.0,koh-noh-SHEH-teh
conoscono,False,conoscere,to know (be acquainted with),verb,they know,"Verbs & Actions,Prepositions & Relations",,3p,,plural,indicative,present,False,False,False,,,,,,Conoscono il problema.,They know the problem.,f1a1e0eb903a03c89ab5be6c987a0e5e8282746f10ae9371977e008422a4f4e5,73627bbe58619b8b4c22943b753456fe41c68396ab2c6169174b23f55bbaecb6,1152.0,1584.0,koh-noh-SKOH-noh
conoscevo,False,conoscere,to know (be acquainted with),verb,I used to know,"Verbs & Actions,Prepositions & Relations",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Conoscevo quella canzone.,I used to know that song.,e550970c7c2b3a100a8f1b65616e946089338eaa34969a82cdd565355dc1e240,9fc7481e4bae99ae4d4cf6a0b7fde4265c558aa832566fe2a01bf76a8e2f7b22,1440.0,1608.0,koh-noh-SHEH-voh
